,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
1723,Óscar Plano,28,182,72,Spain,75,Left,4,3,High/High,RM,81.0,70.0,74.0,76.0,54.0,69.0,Finesse Shot,75,68,62,75,58,74,80,63,68,76,79,82,82,73,80,78,61,78,62,72,75,60,66,75,66,72,45,58,45,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,74+2,71+2,71+2,71+2,74+2,67+2,65+2,65+2,65+2,67+2,65+2,60+2,60+2,60+2,65+2
1724,R. Sambueza,35,174,72,Argentina,75,Left,3,4,High/Medium,LM,65.0,71.0,78.0,76.0,47.0,77.0,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",76,70,57,79,61,76,81,75,74,80,62,67,65,73,70,73,67,77,74,72,86,60,68,80,73,82,33,48,46,70+2,70+2,70+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,64+2,66+2,66+2,66+2,64+2,61+2,58+2,58+2,58+2,61+2
1726,F. Castillo,27,174,74,Colombia,75,Right,4,4,Medium/Low,LM,91.0,70.0,64.0,82.0,44.0,66.0,"Injury Free, Selfish, Argues with Officials, Early Crosser, Crowd Favourite",66,68,45,63,65,85,75,66,58,76,92,91,92,72,77,78,52,78,60,71,68,43,71,63,61,71,40,50,38,70+2,70+2,70+2,75+2,73+2,73+2,73+2,75+2,72+2,72+2,72+2,74+2,66+2,66+2,66+2,74+2,62+2,57+2,57+2,57+2,62+2,59+2,51+2,51+2,51+2,59+2
1727,J. Kluivert,20,171,66,Netherlands,75,Right,4,4,High/Medium,LM,88.0,72.0,66.0,80.0,37.0,59.0,"Selfish, Early Crosser",71,70,52,68,67,81,72,58,54,78,90,87,84,67,83,77,64,67,53,76,63,25,66,69,66,74,47,32,27,70+2,70+2,70+2,75+2,73+2,73+2,73+2,75+2,72+2,72+2,72+2,73+2,64+2,64+2,64+2,73+2,57+2,52+2,52+2,52+2,57+2,54+2,46+2,46+2,46+2,54+2
1728,José Mirazar,35,180,74,Brazil,75,Left,3,3,Medium/Medium,LM,75.0,65.0,76.0,77.0,35.0,65.0,,77,64,68,75,64,79,77,76,74,76,77,74,77,74,71,63,45,82,71,66,34,45,75,76,76,67,32,23,22,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,75+2,71+2,71+2,71+2,75+2,59+2,56+2,56+2,56+2,59+2,55+2,46+2,46+2,46+2,55+2
1729,L. Díaz,22,180,73,Colombia,75,Right,4,4,High/Medium,LM,92.0,68.0,65.0,77.0,32.0,67.0,"Injury Free, Crowd Favourite",65,76,50,69,49,79,65,47,64,72,91,92,89,67,66,64,72,76,66,63,59,21,75,65,44,77,28,36,34,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,72+2,72+2,72+2,73+2,65+2,65+2,65+2,73+2,56+2,52+2,52+2,52+2,56+2,53+2,45+2,45+2,45+2,53+2
1736,P. Mantalos,27,176,73,Greece,75,Right,4,3,Medium/Medium,LM,73.0,69.0,75.0,78.0,50.0,61.0,"Power Free-Kick, Avoids Using Weaker Foot, Argues with Officials, Finesse Shot",73,66,51,77,67,78,68,71,75,79,74,72,78,65,78,74,60,70,55,72,63,50,73,74,62,77,55,48,38,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,71+2,71+2,71+2,74+2,63+2,62+2,62+2,62+2,63+2,60+2,54+2,54+2,54+2,60+2
1741,Leonardo,32,173,79,Brazil,75,Left,4,4,High/Medium,LW,78.0,71.0,76.0,73.0,24.0,69.0,"Beat Offside Trap, Crowd Favourite",75,73,45,78,63,72,76,75,71,75,80,77,77,67,73,68,81,63,69,70,72,19,76,75,70,71,23,23,22,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,73+2,67+2,67+2,67+2,73+2,53+2,51+2,51+2,51+2,53+2,48+2,42+2,42+2,42+2,48+2
1747,A. Mitri??,24,171,65,Romania,75,Right,5,3,High/Medium,LW,85.0,69.0,68.0,78.0,26.0,55.0,"Beat Offside Trap, Early Crosser",63,69,31,74,65,76,68,70,58,76,88,82,89,77,90,73,33,68,52,66,53,22,73,69,57,66,32,21,27,68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,55+2,50+2,50+2,50+2,55+2,50+2,38+2,38+2,38+2,50+2
1749,C. Stengs,20,187,68,Netherlands,75,Left,3,4,Medium/Medium,RW,77.0,62.0,73.0,79.0,34.0,58.0,Speed Dribbler (CPU AI Only),69,64,42,75,63,78,67,62,72,82,78,77,80,78,68,61,52,73,56,59,47,27,69,80,52,76,39,31,30,67+2,67+2,67+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,75+2,70+2,70+2,70+2,75+2,58+2,56+2,56+2,56+2,58+2,54+2,44+2,44+2,44+2,54+2
1766,L. Masopust,26,179,76,Czech Republic,75,Right,4,3,High/High,RM,86.0,68.0,68.0,75.0,58.0,75.0,"Selfish, Early Crosser",74,72,70,71,64,75,62,59,66,76,84,88,75,71,75,66,68,80,74,61,75,54,72,64,61,70,52,61,60,72+2,72+2,72+2,74+2,72+2,72+2,72+2,74+2,71+2,71+2,71+2,74+2,69+2,69+2,69+2,74+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2
1777,O. ?ahiner,27,175,70,Turkey,75,Right,3,3,High/Medium,RM,81.0,65.0,73.0,77.0,63.0,67.0,Early Crosser,77,60,52,74,66,78,78,76,66,76,80,82,78,74,79,74,81,75,58,67,74,69,73,68,63,70,55,70,69,69+2,69+2,69+2,74+2,72+2,72+2,72+2,74+2,72+2,72+2,72+2,74+2,71+2,71+2,71+2,74+2,72+2,69+2,69+2,69+2,72+2,71+2,66+2,66+2,66+2,71+2
1780,A. Solari,27,176,69,Argentina,75,Right,4,3,Medium/High,RM,90.0,63.0,72.0,75.0,56.0,75.0,"Diver, Early Crosser",71,66,55,73,37,74,75,74,68,73,89,91,87,73,74,65,90,78,73,63,71,62,68,75,58,72,53,54,62,69+2,69+2,69+2,74+2,72+2,72+2,72+2,74+2,73+2,73+2,73+2,74+2,70+2,70+2,70+2,74+2,69+2,66+2,66+2,66+2,69+2,68+2,63+2,63+2,63+2,68+2
1782,J. Ito,26,176,68,Japan,75,Right,3,4,High/Medium,RW,90.0,66.0,69.0,75.0,59.0,71.0,Early Crosser,74,68,54,72,46,77,51,45,61,73,88,91,79,64,78,64,54,88,67,68,64,67,73,73,57,78,54,60,56,69+2,69+2,69+2,74+2,72+2,72+2,72+2,74+2,72+2,72+2,72+2,74+2,70+2,70+2,70+2,74+2,70+2,66+2,66+2,66+2,70+2,68+2,61+2,61+2,61+2,68+2
1785,M. Schnatterer,33,180,75,Germany,75,Right,4,3,High/Medium,RM,70.0,78.0,77.0,73.0,35.0,61.0,"Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Argues with Officials, Speed Dribbler (CPU AI Only), Giant Throw-in",82,76,29,75,64,71,82,83,76,74,68,72,78,71,71,80,62,69,62,82,47,47,73,74,84,77,30,36,33,69+2,69+2,69+2,74+2,72+2,72+2,72+2,74+2,73+2,73+2,73+2,73+2,70+2,70+2,70+2,73+2,59+2,57+2,57+2,57+2,59+2,55+2,45+2,45+2,45+2,55+2
1799,Marcos Guilherme,23,170,58,Brazil,75,Right,3,3,Medium/Medium,RM,88.0,66.0,71.0,78.0,40.0,54.0,"Selfish, Early Crosser, Finesse Shot",69,71,42,75,57,78,69,64,69,76,84,91,85,64,86,62,57,71,48,63,48,29,69,71,60,67,43,41,49,67+2,67+2,67+2,74+2,72+2,72+2,72+2,74+2,73+2,73+2,73+2,74+2,68+2,68+2,68+2,74+2,61+2,56+2,56+2,56+2,61+2,58+2,47+2,47+2,47+2,58+2
1813,E. Ponce,22,178,78,Argentina,75,Right,3,3,Medium/Medium,LM,77.0,73.0,58.0,73.0,40.0,69.0,Selfish,59,76,75,62,67,74,68,57,47,71,78,76,75,73,76,76,79,75,74,64,44,29,74,56,66,68,49,30,28,73+2,73+2,73+2,70+2,71+2,71+2,71+2,70+2,67+2,67+2,67+2,68+2,60+2,60+2,60+2,68+2,55+2,50+2,50+2,50+2,55+2,53+2,49+2,49+2,49+2,53+2
1837,S. Serdar,22,184,75,Germany,75,Right,3,3,Medium/Medium,RM,68.0,62.0,69.0,76.0,71.0,78.0,,60,56,68,77,50,77,42,45,70,77,66,70,68,75,67,73,68,77,76,68,85,75,68,74,49,70,68,74,68,68+2,68+2,68+2,70+2,71+2,71+2,71+2,70+2,72+2,72+2,72+2,71+2,73+2,73+2,73+2,71+2,71+2,74+2,74+2,74+2,71+2,71+2,73+2,73+2,73+2,71+2
1842,A. Fulgini,22,183,71,France,75,Right,4,3,Medium/Medium,RM,76.0,60.0,74.0,76.0,68.0,69.0,,73,65,67,78,52,77,64,66,75,78,74,78,76,67,66,61,61,75,69,52,64,67,65,73,53,65,65,73,69,68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,72+2,71+2,71+2,71+2,72+2,71+2,68+2,68+2,68+2,71+2
1849,Cucurella,20,172,69,Spain,75,Left,3,3,High/Medium,LM,83.0,60.0,71.0,76.0,65.0,72.0,Early Crosser,75,59,57,75,39,75,69,48,66,76,82,83,79,72,79,68,69,88,64,59,71,68,69,71,47,70,67,65,65,67+2,67+2,67+2,73+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,74+2,71+2,71+2,71+2,74+2,73+2,70+2,70+2,70+2,73+2,72+2,66+2,66+2,66+2,72+2
1860,J. Lolley,26,178,72,England,75,Left,3,4,High/Medium,RM,84.0,67.0,69.0,79.0,49.0,56.0,"Argues with Officials, Early Crosser",73,64,47,67,63,81,71,69,62,74,86,82,91,71,73,70,57,81,43,74,55,45,65,71,67,62,51,53,41,66+2,66+2,66+2,74+2,71+2,71+2,71+2,74+2,72+2,72+2,72+2,73+2,68+2,68+2,68+2,73+2,64+2,59+2,59+2,59+2,64+2,61+2,52+2,52+2,52+2,61+2
1993,Y. Sabaly,26,173,67,Senegal,75,Right,4,3,High/Medium,RM,74.0,38.0,64.0,75.0,73.0,69.0,"Dives Into Tackles (CPU AI Only), Early Crosser",75,33,55,76,37,74,59,38,59,74,72,75,77,74,82,43,66,77,67,34,67,75,72,45,43,70,73,77,76,59+2,59+2,59+2,66+2,63+2,63+2,63+2,66+2,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,75+2,71+2,71+2,71+2,75+2,74+2,71+2,71+2,71+2,74+2
2122,A. El Ghazi,24,189,90,Netherlands,74,Right,4,4,Medium/Low,LW,76.0,75.0,68.0,75.0,32.0,69.0,"Selfish, Crowd Favourite",71,72,70,71,69,78,75,73,54,77,73,78,67,71,52,83,52,71,75,77,55,28,72,67,63,69,32,28,15,74+2,74+2,74+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,72+2,65+2,65+2,65+2,72+2,54+2,51+2,51+2,51+2,54+2,51+2,46+2,46+2,46+2,51+2
2125,J. Russell,29,178,76,Scotland,74,Left,3,3,High/Medium,RW,78.0,73.0,70.0,75.0,48.0,77.0,"Beat Offside Trap, Early Crosser, Crowd Favourite",76,73,68,67,62,75,72,58,66,75,78,78,78,74,78,78,77,82,73,72,79,46,75,73,66,69,42,53,32,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,74+2,69+2,69+2,69+2,74+2,62+2,61+2,61+2,61+2,62+2,60+2,57+2,57+2,57+2,60+2
2131,Fábio Martins,25,178,70,Portugal,74,Right,3,4,High/Medium,LM,76.0,73.0,70.0,80.0,46.0,65.0,"Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Outside Foot Shot, Crowd Favourite",74,67,69,70,65,81,77,58,66,78,77,75,85,74,77,80,74,63,62,81,71,44,69,72,70,82,37,48,52,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,62+2,59+2,59+2,59+2,62+2,60+2,56+2,56+2,56+2,60+2
2132,M. Rodríguez,38,180,79,Argentina,74,Right,4,4,Medium/Low,LW,67.0,75.0,75.0,75.0,44.0,66.0,Giant Throw-in,72,74,61,78,71,75,76,71,75,76,65,68,72,72,70,76,68,50,70,75,73,47,76,74,76,86,57,30,26,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,74+2,74+2,74+2,72+2,70+2,70+2,70+2,72+2,57+2,60+2,60+2,60+2,57+2,54+2,53+2,53+2,53+2,54+2
2137,Renatinho,30,167,68,Brazil,74,Left,3,3,Medium/Low,RW,77.0,72.0,69.0,80.0,37.0,65.0,"Argues with Officials, Crowd Favourite",61,71,58,75,71,80,72,76,68,77,79,76,81,76,91,73,90,74,67,76,42,25,69,66,63,68,24,55,26,71+2,71+2,71+2,73+2,74+2,74+2,74+2,73+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,57+2,55+2,55+2,55+2,57+2,54+2,48+2,48+2,48+2,54+2
2144,T. Bifouma,27,180,80,Congo,74,Right,4,4,High/Low,RM,93.0,71.0,63.0,77.0,29.0,70.0,"Injury Free, Selfish, Early Crosser",67,72,58,67,62,77,50,45,56,75,93,93,92,72,73,81,91,67,71,64,64,34,71,65,56,62,24,23,19,73+2,73+2,73+2,74+2,73+2,73+2,73+2,74+2,72+2,72+2,72+2,73+2,63+2,63+2,63+2,73+2,55+2,50+2,50+2,50+2,55+2,51+2,45+2,45+2,45+2,51+2
2155,K. Grosicki,31,180,78,Poland,74,Right,3,3,Medium/Low,LM,83.0,72.0,71.0,74.0,38.0,60.0,"Injury Free, Argues with Officials, Speed Dribbler (CPU AI Only)",71,71,69,68,72,73,69,71,71,74,86,80,82,70,74,74,52,64,66,75,43,48,72,75,65,68,36,29,20,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,72+2,68+2,68+2,68+2,72+2,57+2,54+2,54+2,54+2,57+2,54+2,47+2,47+2,47+2,54+2
2160,P. Šev?ík,25,172,66,Czech Republic,74,Right,5,3,High/High,LM,79.0,72.0,72.0,76.0,62.0,72.0,"Selfish, Argues with Officials, Crowd Favourite",70,69,65,75,62,77,64,60,72,75,77,80,78,72,78,79,73,80,69,79,70,61,65,75,62,68,58,63,67,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,73+2,70+2,68+2,68+2,68+2,70+2,69+2,65+2,65+2,65+2,69+2
2170,A. Chahechouhe,32,176,68,Morocco,74,Right,4,4,Medium/Medium,LM,75.0,72.0,69.0,76.0,32.0,60.0,"Selfish, Argues with Officials, Crowd Favourite",69,71,58,75,74,77,60,51,68,77,77,73,76,72,72,76,58,72,62,70,39,40,72,65,80,72,25,27,24,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,72+2,72+2,72+2,73+2,68+2,68+2,68+2,73+2,56+2,53+2,53+2,53+2,56+2,52+2,44+2,44+2,44+2,52+2
2171,A. González,25,169,70,Argentina,74,Right,3,3,Medium/Medium,LW,86.0,70.0,65.0,76.0,48.0,65.0,"Dives Into Tackles (CPU AI Only), Crowd Favourite",66,73,46,68,44,77,51,38,62,72,86,86,84,72,78,75,57,76,63,66,59,53,75,69,52,71,50,48,33,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,72+2,72+2,72+2,73+2,68+2,68+2,68+2,73+2,62+2,60+2,60+2,60+2,62+2,59+2,53+2,53+2,53+2,59+2
2174,Pedro Nuno,24,176,68,Portugal,74,Right,4,3,High/Low,LW,67.0,73.0,75.0,77.0,38.0,59.0,,76,70,55,75,64,77,74,74,74,78,69,66,77,76,74,79,67,75,48,73,66,46,73,75,83,65,34,33,28,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,71+2,71+2,71+2,74+2,59+2,58+2,58+2,58+2,59+2,55+2,48+2,48+2,48+2,55+2
2176,Pedro Henrique,29,181,76,Brazil,74,Left,4,3,Medium/Medium,LM,84.0,68.0,69.0,78.0,31.0,55.0,"Selfish, Early Crosser",71,70,60,71,67,80,75,69,64,74,86,83,88,67,76,70,33,65,52,67,57,23,73,68,48,66,30,27,32,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,55+2,50+2,50+2,50+2,55+2,52+2,42+2,42+2,42+2,52+2
2180,G. Caprari,25,176,72,Italy,74,Right,3,3,Medium/Low,LW,85.0,68.0,70.0,81.0,20.0,51.0,"Injury Free, Selfish, Crowd Favourite",66,68,47,74,66,81,74,75,62,79,89,82,91,69,89,68,34,71,52,70,30,16,69,72,56,69,22,13,12,69+2,69+2,69+2,75+2,73+2,73+2,73+2,75+2,74+2,74+2,74+2,74+2,66+2,66+2,66+2,74+2,51+2,46+2,46+2,46+2,51+2,46+2,33+2,33+2,33+2,46+2
2182,E. Puch,32,168,73,Chile,74,Right,3,4,High/Medium,LW,85.0,70.0,66.0,78.0,43.0,63.0,"Selfish, Finesse Shot, Speed Dribbler (CPU AI Only), Giant Throw-in, Outside Foot Shot, Crowd Favourite",66,71,35,68,49,77,58,50,64,76,89,81,88,71,80,74,68,78,60,70,51,52,72,70,70,71,40,44,36,68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,62+2,58+2,58+2,58+2,62+2,58+2,50+2,50+2,50+2,58+2
2183,Vadillo,24,180,70,Spain,74,Right,3,4,Medium/Medium,RM,87.0,68.0,68.0,81.0,34.0,44.0,"Selfish, Early Crosser, Crowd Favourite",72,67,55,69,48,82,67,72,61,80,85,88,90,64,70,75,70,49,38,67,47,39,68,65,66,66,35,26,25,68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,72+2,72+2,72+2,72+2,64+2,64+2,64+2,72+2,55+2,50+2,50+2,50+2,55+2,52+2,43+2,43+2,43+2,52+2
2184,Iuri Medeiros,24,175,64,Portugal,74,Left,3,4,High/Medium,RW,73.0,72.0,75.0,80.0,33.0,50.0,"Injury Free, Beat Offside Trap, Speed Dribbler (CPU AI Only), Crowd Favourite",74,68,45,74,74,80,85,79,73,78,79,68,87,68,90,79,61,53,41,76,67,30,67,76,64,76,36,31,26,68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,73+2,68+2,68+2,68+2,73+2,55+2,53+2,53+2,53+2,55+2,51+2,43+2,43+2,43+2,51+2
2195,M. Leckie,28,181,82,Australia,74,Right,4,3,High/Medium,RM,88.0,68.0,66.0,74.0,55.0,74.0,Early Crosser,76,66,71,68,65,75,71,36,56,74,90,87,74,70,77,73,90,74,73,66,73,54,73,65,69,67,63,48,40,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,70+2,70+2,70+2,73+2,66+2,66+2,66+2,73+2,65+2,62+2,62+2,62+2,65+2,64+2,61+2,61+2,61+2,64+2
2202,P. Mouche,31,177,72,Argentina,74,Left,4,3,High/Low,LW,77.0,70.0,70.0,74.0,27.0,64.0,"Injury Free, Early Crosser, Speed Dribbler (CPU AI Only)",73,70,67,71,72,75,71,72,67,73,84,72,78,72,68,76,74,70,69,68,39,38,73,66,47,71,25,12,14,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,71+2,71+2,71+2,72+2,65+2,65+2,65+2,72+2,53+2,50+2,50+2,50+2,53+2,49+2,41+2,41+2,41+2,49+2
2209,C. Mayada,28,174,73,Uruguay,74,Right,3,3,High/Medium,RM,93.0,66.0,69.0,76.0,67.0,77.0,"Early Crosser, Crowd Favourite",71,59,66,71,64,77,70,66,68,72,92,93,81,72,78,73,75,91,73,73,69,69,69,64,65,74,66,67,65,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,71+2,71+2,71+2,74+2,70+2,70+2,70+2,74+2,73+2,70+2,70+2,70+2,73+2,73+2,68+2,68+2,68+2,73+2
2215,N. Bertolo,33,179,75,Argentina,74,Right,3,3,High/Low,LW,65.0,70.0,74.0,75.0,38.0,67.0,"Beat Offside Trap, Selfish, Crowd Favourite",77,69,62,75,63,76,76,61,71,77,65,65,73,66,68,73,51,68,69,71,63,57,75,76,61,68,32,28,28,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,72+2,70+2,70+2,70+2,72+2,58+2,58+2,58+2,58+2,58+2,54+2,49+2,49+2,49+2,54+2
2217,Nicolás Formido,31,183,77,Brazil,74,Left,4,4,Medium/Medium,LM,71.0,65.0,75.0,74.0,34.0,67.0,Finesse Shot,74,57,71,75,55,74,81,76,73,75,75,67,77,78,62,71,56,67,74,75,54,54,73,75,69,72,18,29,21,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,72+2,70+2,70+2,70+2,72+2,57+2,57+2,57+2,57+2,57+2,54+2,48+2,48+2,48+2,54+2
2220,E. Buendía,22,170,65,Argentina,74,Right,3,3,High/High,RM,73.0,66.0,74.0,78.0,61.0,62.0,"Selfish, Finesse Shot, Crowd Favourite",72,69,60,74,66,77,72,66,71,78,74,73,80,69,85,67,45,62,57,64,78,59,69,79,49,71,58,68,52,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,73+2,66+2,67+2,67+2,67+2,66+2,65+2,62+2,62+2,62+2,65+2
2222,C. Rius,30,171,72,Argentina,74,Right,3,3,Medium/Medium,RM,81.0,65.0,72.0,76.0,54.0,72.0,Crowd Favourite,76,63,57,74,58,77,66,62,67,75,79,82,78,74,78,72,55,83,70,60,67,59,72,72,65,75,53,53,47,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,74+2,71+2,71+2,71+2,74+2,68+2,65+2,65+2,65+2,68+2,65+2,59+2,59+2,59+2,65+2
2225,D. Szoboszlai,18,186,74,Hungary,74,Right,4,4,Medium/Low,LM,80.0,69.0,71.0,78.0,37.0,65.0,"Injury Free, Selfish, Crowd Favourite",65,67,58,72,69,79,78,77,72,80,76,83,77,68,71,72,72,69,69,74,49,32,62,72,69,75,35,38,26,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,72+2,68+2,68+2,68+2,72+2,57+2,55+2,55+2,55+2,57+2,53+2,48+2,48+2,48+2,53+2
2227,J. Kopic,29,179,80,Czech Republic,74,Right,3,3,High/Low,LM,80.0,69.0,70.0,76.0,40.0,60.0,"Selfish, Argues with Officials, Crowd Favourite",74,68,48,70,67,77,68,69,64,76,81,79,75,68,77,72,59,71,58,73,53,38,71,73,59,70,42,38,31,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,67+2,67+2,67+2,73+2,59+2,55+2,55+2,55+2,59+2,55+2,47+2,47+2,47+2,55+2
2228,T. Goiginger,26,181,69,Austria,74,Right,3,4,Medium/Medium,RW,88.0,67.0,72.0,73.0,35.0,64.0,Crowd Favourite,75,70,54,74,55,74,69,58,66,70,90,86,76,69,74,70,57,77,62,60,54,37,70,75,62,64,34,28,37,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,74+2,67+2,67+2,67+2,74+2,60+2,55+2,55+2,55+2,60+2,56+2,46+2,46+2,46+2,56+2
2235,D. Lazovi?,28,181,66,Serbia,74,Right,4,3,Medium/Medium,LM,86.0,64.0,71.0,76.0,47.0,47.0,Early Crosser,70,65,54,74,70,78,66,74,67,78,83,89,74,64,67,65,44,55,35,60,67,30,76,68,49,68,52,49,48,68+2,68+2,68+2,74+2,72+2,72+2,72+2,74+2,72+2,72+2,72+2,73+2,67+2,67+2,67+2,73+2,60+2,57+2,57+2,57+2,60+2,58+2,51+2,51+2,51+2,58+2
2238,S. Kittel,26,179,76,Germany,74,Right,5,4,High/Medium,LM,75.0,69.0,73.0,78.0,34.0,56.0,"Power Free-Kick, Speed Dribbler (CPU AI Only)",72,71,50,75,64,78,75,74,70,77,76,74,84,72,81,68,72,71,53,68,39,37,69,70,60,61,41,24,20,68+2,68+2,68+2,74+2,72+2,72+2,72+2,74+2,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,57+2,54+2,54+2,54+2,57+2,52+2,43+2,43+2,43+2,52+2
2239,S. Benrahma,23,172,67,Algeria,74,Right,4,4,High/Low,LW,79.0,70.0,71.0,77.0,35.0,50.0,"Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",74,71,47,70,66,81,71,68,63,74,80,78,82,68,62,71,54,65,44,70,45,36,67,76,62,66,42,29,21,68+2,68+2,68+2,74+2,72+2,72+2,72+2,74+2,73+2,73+2,73+2,73+2,66+2,66+2,66+2,73+2,56+2,52+2,52+2,52+2,56+2,52+2,42+2,42+2,42+2,52+2
2242,Álvaro García,26,168,59,Spain,74,Left,3,3,Medium/Medium,LM,93.0,65.0,66.0,73.0,30.0,45.0,"Early Crosser, Speed Dribbler (CPU AI Only)",71,68,57,68,49,71,61,50,60,69,93,93,85,78,94,65,92,71,32,63,33,22,75,69,55,64,35,22,29,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,71+2,71+2,71+2,73+2,64+2,64+2,64+2,73+2,56+2,48+2,48+2,48+2,56+2,53+2,40+2,40+2,40+2,53+2
2246,Ontiveros,21,172,75,Spain,74,Right,3,4,High/Medium,LM,74.0,75.0,73.0,76.0,35.0,50.0,"Beat Offside Trap, Selfish, Argues with Officials",76,73,32,74,58,76,77,79,71,77,75,74,76,62,87,82,37,72,44,80,43,36,69,68,68,72,41,32,27,67+2,67+2,67+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,72+2,68+2,68+2,68+2,72+2,58+2,54+2,54+2,54+2,58+2,53+2,41+2,41+2,41+2,53+2
2249,A. Hahn,28,185,79,Germany,74,Right,4,3,High/High,RM,72.0,76.0,67.0,66.0,55.0,83.0,"Argues with Officials, Early Crosser",79,76,75,64,73,66,54,52,62,68,69,74,61,77,61,81,80,88,80,76,85,52,77,71,50,64,49,56,59,74+2,74+2,74+2,71+2,71+2,71+2,71+2,71+2,69+2,69+2,69+2,71+2,68+2,68+2,68+2,71+2,66+2,64+2,64+2,64+2,66+2,65+2,64+2,64+2,64+2,65+2
2285,A. Bouzat,25,169,72,Argentina,74,Left,3,3,High/High,RW,92.0,63.0,67.0,77.0,57.0,69.0,Early Crosser,69,63,57,70,55,79,57,45,63,73,91,93,89,64,79,67,81,93,53,59,78,61,71,71,61,67,53,59,57,68+2,68+2,68+2,73+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,74+2,69+2,69+2,69+2,74+2,69+2,65+2,65+2,65+2,69+2,68+2,61+2,61+2,61+2,68+2
