,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
357,357,T. P?ikryl,26,176.6,72.9,Czech Republic,Caucasian,72,,Good,Good,Medium/Low,RM,71.68,66.02,71.55,73.91,67.65,61.04,57.48,68.23,81.66,79.84,80.71,61.77,77.13,15,11,13,9,6,14,14,12,13
358,358,R. Vargas,32,174.2,69.8,Venezuela,Black,72,Right,Excellent,Excellent,High/Low,LW,66.77,68.95,70.81,74.36,67.84,68.21,69.17,73.79,72.28,71.28,73.04,64.71,72.5,7,12,14,8,5,14,13,12,15
359,359,J. Murphy,24,172.6,67.2,England,Caucasian,72,Right,Excellent,Excellent,High/Medium,LM,67.69,65.38,68.15,78.15,63.99,48.48,57.53,75.04,83.29,86.13,78.06,65.02,77.46,13,10,13,8,5,13,12,11,11
360,360,F. Ricci,25,174.5,62.9,Italy,Caucasian,72,Left,Good,Excellent,High/Medium,RW,70.84,64.9,67.95,76.54,53.17,53.41,59.34,75.8,81.37,77.17,78.52,67.61,74.16,12,7,12,12,9,13,13,13,14
361,361,Isaac Cuenca,28,177.7,66.7,Spain,Middle-eastern,72,Right,Masterful,Good,Medium/Low,LM,68.74,62.61,71.55,79.6,81.29,58.95,60.26,81.04,78.74,77.58,83.43,60.93,76.66,13,10,11,7,5,14,12,14,11
362,362,L. Castro,30,182.7,79.9,Colombia,Black,72,Right,Excellent,Good,Medium/Medium,RW,52.65,77.46,73.61,64.82,45.04,31.51,57.49,64.74,70.39,70.28,61.56,67.07,62.5,13,15,13,9,3,15,13,10,13
363,363,M. Heller,33,174.5,70.0,Germany,Caucasian,72,Right,Average,Good,High/Medium,RM,73.83,65.45,67.59,72.32,64.63,49.37,51.27,70.25,92.03,93.47,83.6,68.74,79.63,14,11,11,11,4,14,10,10,12
364,364,L. Rizzo,27,185.1,79.9,,,72,Right,Excellent,Good,High/Medium,RM,68.77,54.21,72.62,73.25,68.45,48.98,68.97,73.52,72.25,74.8,71.31,69.66,58.03,15,14,13,12,12,13,13,12,14
365,365,Gustavo Sauer,26,181.3,71.8,Brazil,Black,72,Left,Good,Excellent,Medium/Medium,RM,73.35,61.39,72.46,75.61,72.09,70.02,64.16,76.86,69.44,67.14,73.85,73.49,70.02,16,13,11,8,7,13,11,12,14
366,366,M. Bruno,25,178.1,74.2,Belgium,Caucasian,72,Right,Good,Good,High/Medium,LM,74.03,63.86,69.15,71.9,75.01,70.49,68.45,69.98,69.24,75.3,79.72,69.26,75.89,14,13,14,9,8,13,13,12,13
367,367,,24,173.2,68.5,Mali,Black,72,Right,Average,Good,High/Medium,LM,65.09,67.49,68.6,75.57,63.97,62.31,63.96,69.07,83.05,82.89,83.17,67.91,84.24,14,12,13,8,5,13,12,11,12
368,368,O. Ejaria,21,182.6,75.0,England,Caucasian,72,Right,Good,Excellent,,LM,61.67,63.44,73.69,77.2,66.96,49.04,70.5,79.63,72.04,71.34,79.78,65.29,58.14,13,13,10,11,12,13,14,11,15
369,369,C. Bernardi,29,177.3,73.2,Argentina,Caucasian,72,Right,Good,Good,Medium/Medium,RW,67.58,64.95,71.78,74.95,61.19,70.2,65.89,72.94,79.3,82.59,78.79,63.11,72.69,14,12,10,9,7,13,14,13,12
370,370,A. Novikovas,28,176.0,75.6,Lithuania,Black,72,Left,Excellent,Good,Medium/Low,RM,64.9,66.74,68.25,71.93,67.04,64.28,62.35,68.58,91.19,87.54,85.93,67.02,79.29,14,12,13,9,9,12,13,12,12
371,371,Leordinho Paes,31,180.4,68.9,Brazil,Caucasian,72,Left,Good,Good,,LW,70.66,67.26,73.34,72.58,72.09,66.94,67.88,76.05,68.44,71.72,71.47,64.71,67.03,12,11,11,7,9,14,15,12,13
372,372,Jessé Ledeiro,31,174.5,73.4,Brazil,Black,72,Right,Good,Good,High/Medium,RM,72.47,64.18,73.09,70.81,73.43,71.38,74.67,73.28,66.98,70.51,64.87,76.27,80.67,15,9,11,9,10,14,15,14,16
373,373,Y. Court,29,171.8,69.7,France,Caucasian,72,Left,Average,Excellent,High/Medium,RM,68.79,63.92,75.61,74.07,76.27,71.38,72.15,72.71,69.24,67.98,79.91,69.37,82.92,13,12,12,14,9,13,14,12,12
374,374,B. Pelé,27,169.0,65.2,France,Caucasian,72,Left,Good,Good,Medium/Medium,LM,72.06,61.4,71.57,72.35,77.35,68.66,66.56,72.29,73.44,83.92,84.47,69.25,86.29,12,9,11,6,7,13,14,13,11
375,375,Aitor,23,176.8,67.1,Spain,Caucasian,72,Left,Good,Good,Medium/Medium,RW,68.64,72.32,66.71,74.27,78.29,72.14,59.46,72.52,82.26,80.03,82.09,63.19,75.08,13,9,12,10,5,13,14,13,12
376,376,C. Antwi-Adjej,25,172.9,72.4,Germany,Caucasian,72,Right,Good,Good,Medium/Low,LM,66.46,65.87,69.3,72.32,56.32,34.61,47.29,71.81,86.6,86.16,90.29,68.03,89.13,14,10,9,7,4,13,12,9,10
377,377,Y. Verschaeren,17,171.7,62.6,Belgium,Caucasian,72,Right,Good,Good,High/High,RW,71.61,60.13,70.77,77.34,69.65,56.16,70.27,77.86,70.8,69.56,87.26,67.12,85.66,14,8,14,9,7,12,13,9,14
378,378,M. Mehlem,21,174.1,67.2,Germany,Caucasian,72,Right,Good,Good,High/Medium,LM,62.1,61.87,72.75,77.71,64.06,52.42,64.61,75.85,70.8,73.01,84.5,61.45,88.35,14,9,11,11,9,13,14,10,12
379,379,A. Voglsammer,27,178.4,80.6,Germany,Caucasian,72,Right,Good,Good,High/High,LW,52.65,73.5,66.27,64.99,60.58,59.31,39.37,67.32,74.56,77.78,72.73,68.84,74.86,16,16,12,16,5,14,12,13,13
380,380,M. Fares,23,182.8,75.3,Algeria,Middle-eastern,72,Left,Good,Good,High/High,LM,74.97,58.59,65.67,75.36,69.19,47.59,60.07,75.44,69.8,77.31,73.67,70.09,74.59,14,14,12,13,13,13,12,12,13
381,381,O. Fernández,26,166.0,61.1,Colombia,Black,72,Right,Good,Good,,LM,68.54,68.02,68.91,73.48,60.95,55.24,67.46,73.26,77.08,76.69,78.47,67.37,90.88,14,12,9,9,6,13,13,12,13
382,382,O. Kaya,33,166.6,68.8,Belgium,Caucasian,72,Right,Good,Good,Medium/Low,RM,77.45,62.65,72.21,71.48,78.33,75.98,72.15,71.98,67.79,61.47,77.47,65.99,89.0,12,11,13,8,9,15,14,14,16
383,383,D. Álvarez,24,176.2,70.2,Mexico,Caucasian,72,Right,Average,Good,High/Medium,LM,74.91,52.02,69.72,77.23,64.77,70.2,68.78,72.46,88.67,87.05,78.94,59.91,74.59,13,13,12,6,6,12,13,12,13
384,384,D. Crowley,21,169.9,71.2,,,72,Right,Good,Good,Medium/Medium,LM,72.44,58.66,72.88,79.51,73.75,68.39,68.62,74.97,74.04,68.18,73.69,67.12,83.06,13,10,12,11,7,12,14,13,14
385,385,S. Tibbling,24,174.6,74.2,Sweden,Caucasian,72,Right,Good,Good,High/High,LW,69.17,55.61,73.98,71.8,67.01,43.29,71.91,73.19,72.43,67.92,79.86,72.99,80.74,16,13,11,12,13,12,14,10,14
386,386,M. Tosetti,27,176.1,67.8,Switzerland,Caucasian,72,,Excellent,Good,Medium/Medium,RM,71.68,59.46,73.24,69.13,69.22,59.82,69.14,68.23,82.3,81.91,74.95,62.82,90.88,14,11,11,9,8,13,14,11,11
387,387,,31,168.8,62.3,Brazil,Caucasian,72,Right,Excellent,Excellent,Medium/Medium,RM,73.95,62.22,76.3,76.09,74.16,74.62,63.32,77.16,77.98,75.11,82.68,63.34,90.64,12,7,8,9,8,12,15,14,14
388,388,C. Löwe,30,174.5,67.2,Germany,Caucasian,72,,Average,Good,Medium/Medium,LM,71.68,53.05,69.55,66.11,70.55,65.34,66.88,66.85,74.48,71.82,72.85,71.72,70.43,15,12,12,13,14,12,13,14,14
389,389,,23,180.5,81.0,Slovakia,Caucasian,71,Right,Good,Good,High/High,LM,62.69,71.92,71.66,72.62,68.34,62.85,66.59,72.25,72.36,75.92,68.03,68.79,71.28,15,15,14,13,11,13,13,12,13
390,390,Lourency,23,174.4,74.3,Brazil,Caucasian,71,Right,Excellent,Excellent,High/Low,RW,66.69,67.76,68.47,73.95,72.46,71.29,61.39,71.71,76.75,73.74,82.32,73.78,80.1,15,12,13,12,5,14,12,14,15
391,391,J. Garro,26,178.8,70.7,Argentina,Caucasian,71,Right,Good,Good,High/High,LW,60.94,68.27,58.61,72.37,48.33,36.03,65.14,70.86,77.5,82.77,72.01,61.65,70.25,15,14,9,6,2,14,13,13,12
392,392,A. Weimann,27,177.6,75.7,Austria,Caucasian,71,Right,Good,Good,High/High,RM,58.7,69.14,65.53,68.97,67.76,63.51,48.25,70.29,85.42,81.37,72.73,70.83,62.41,16,12,13,15,9,14,13,14,12
393,393,Edgar Costa,32,176.5,78.2,Portugal,Caucasian,71,Right,Good,Good,High/Medium,RM,73.48,67.03,68.19,72.92,73.35,73.56,61.97,72.07,76.34,72.89,71.91,68.52,70.43,14,13,14,14,8,13,13,14,12
394,394,J. Pérez,28,178.2,72.2,Colombia,Black,71,,Good,Good,High/Medium,LM,71.68,69.47,66.77,75.1,69.28,69.19,65.17,68.23,79.28,82.27,77.81,71.17,74.51,15,13,13,11,8,13,12,12,14
395,395,,26,178.5,75.3,United States,Caucasian,71,Right,Masterful,Excellent,Medium/Medium,RM,68.67,63.58,79.16,74.51,61.03,50.9,65.71,73.57,69.8,73.83,73.6,69.81,81.06,14,15,11,11,12,13,13,11,14
396,396,J. Botaka,26,181.6,81.3,DR Congo,Black,71,Right,Good,Masterful,Medium/High,RM,66.95,64.92,60.57,80.05,69.58,59.05,44.12,73.51,80.96,83.53,78.4,68.68,69.6,14,14,13,11,10,14,12,12,14
397,397,M. Tankovi?,24,180.2,73.6,Sweden,Caucasian,71,Right,Excellent,Good,Medium/Low,LW,61.68,68.06,70.08,70.35,67.55,60.02,56.58,74.1,77.42,72.59,74.03,65.08,74.53,14,13,13,13,6,14,14,13,13
398,398,E. Pa?inda,30,175.2,66.1,Slovakia,Caucasian,71,Left,Average,Good,High/Low,RM,70.57,69.96,68.99,72.71,73.67,71.63,59.0,74.88,81.23,79.61,81.38,56.37,81.34,11,9,14,11,4,13,14,16,14
399,399,Murilo,23,176.4,65.5,,,71,Left,Average,Excellent,Medium/Medium,RW,64.05,65.04,66.31,76.72,72.54,55.17,48.11,76.25,78.58,75.75,78.4,73.45,74.86,13,11,12,12,4,13,12,14,14
400,400,D. Villalva,26,158.5,61.6,Argentina,Caucasian,71,Right,Excellent,Excellent,Medium/Medium,LM,63.83,65.0,69.55,74.52,70.91,62.91,59.31,73.6,78.93,78.19,84.57,68.06,91.4,14,6,13,8,9,13,13,12,15
401,401,Rúben Lameiras,24,175.3,69.6,Portugal,Caucasian,71,Left,Good,Excellent,Medium/Low,RM,64.52,63.73,66.91,76.57,73.01,63.68,59.34,75.87,74.57,72.69,90.11,74.1,80.41,13,11,12,11,9,13,13,14,14
402,402,S. Hedlund,26,174.6,68.3,Sweden,Caucasian,71,Right,Excellent,Good,High/Medium,RW,62.81,64.7,66.01,73.04,68.35,52.43,52.32,69.55,90.97,90.07,88.49,68.08,79.49,16,9,11,15,5,14,13,8,13
403,403,Luquinhas,22,166.6,66.8,Brazil,Caucasian,71,Right,Average,Good,High/Medium,LM,57.84,63.81,69.8,73.33,68.66,43.69,58.35,72.09,90.97,80.56,92.57,73.1,90.64,14,11,11,7,6,13,14,10,15
404,404,,31,170.0,62.8,Spain,Caucasian,71,Right,Good,Excellent,High/Medium,LM,69.89,68.31,70.05,72.64,76.53,73.65,68.8,70.41,89.37,84.83,89.65,66.91,88.9,8,8,14,13,5,13,13,13,12
405,405,K. Fortuné,29,182.4,79.7,France,Caucasian,71,Right,Good,Good,High/Medium,LM,61.38,72.84,68.21,68.5,64.58,66.98,55.09,66.47,81.67,76.95,69.75,67.07,60.81,14,15,13,10,3,14,12,13,13
406,406,,33,173.2,70.1,Japan,Asian,71,Left,Excellent,Good,High/Medium,LM,64.87,67.93,66.08,76.37,69.15,60.02,60.49,74.97,83.07,72.37,72.04,64.47,71.87,13,15,13,12,8,13,13,11,13
407,407,Carmona,31,177.0,70.5,Spain,Black,71,Right,Good,Excellent,Medium/Medium,RM,73.08,64.6,70.9,71.38,78.73,78.45,69.79,72.88,68.12,66.89,70.25,69.08,71.86,13,13,14,10,10,13,14,16,14
408,408,C. Goodwin,27,180.1,72.8,Australia,Caucasian,71,Left,Good,Good,High/Medium,LM,71.34,68.32,65.19,71.11,72.11,73.18,61.92,69.79,82.1,82.73,78.83,65.83,74.51,14,13,13,13,11,13,13,12,12
409,409,J. Fernández,31,168.8,66.8,Argentina,Caucasian,71,Left,Good,Good,Medium/Medium,LM,72.85,65.98,61.64,72.64,80.06,66.56,62.62,71.26,79.12,82.73,80.85,69.41,84.76,14,10,13,11,9,14,13,11,15
410,410,T. Barkhuizen,25,175.0,70.3,England,Caucasian,71,Right,Good,Good,High/Medium,LM,65.93,67.54,63.29,70.21,62.66,37.59,46.55,68.57,94.43,93.6,78.86,63.34,75.05,16,12,12,11,7,13,12,11,12
411,411,H. Kiyotake,29,172.2,65.7,Japan,Asian,71,Right,Good,Good,Medium/Medium,LM,70.15,64.15,72.55,67.96,69.85,78.52,67.44,73.4,70.33,69.87,77.59,71.2,78.56,14,12,12,5,6,14,14,15,14
412,412,Moon Seon Min,27,171.7,68.2,Korea Republic,Asian,71,Right,Excellent,Good,High/Medium,RM,59.27,70.44,69.63,73.04,61.39,49.85,63.06,65.16,91.42,94.44,95.21,58.81,89.98,15,12,12,9,7,14,13,10,10
413,413,Hwang Il Soo,31,172.7,72.4,Korea Republic,Asian,71,Right,Good,Good,High/Medium,LM,67.78,68.43,65.29,73.04,65.03,59.93,56.87,67.04,92.35,91.76,89.59,63.52,82.11,15,13,13,7,12,14,12,12,12
414,414,Z. Bakaev,23,179.6,76.9,Russia,Caucasian,71,Left,Good,Good,High/Medium,RM,61.53,69.3,64.35,77.05,68.73,41.0,61.39,70.58,94.43,86.16,73.8,63.59,74.65,12,12,13,6,4,13,11,12,12
415,415,,25,169.8,68.9,Libya,Black,71,Left,Excellent,Good,High/Medium,RW,65.34,71.21,65.56,72.54,71.1,66.13,56.85,73.78,86.23,78.82,87.98,58.58,87.87,12,11,13,6,5,13,12,11,12
416,416,R. Philippoteaux,31,170.0,67.2,,,71,Right,Good,Good,High/Medium,LM,63.9,67.14,68.35,71.7,58.98,59.81,63.19,70.56,77.84,74.46,79.99,69.73,87.81,14,12,13,8,13,14,13,11,13
417,417,J. Correa,26,170.0,70.4,Argentina,Caucasian,71,Left,Good,Excellent,Medium/Low,LM,62.96,63.21,69.69,71.7,65.5,63.7,66.12,71.54,73.92,70.47,75.33,70.64,81.11,15,12,14,9,7,13,14,10,14
418,418,Emerson Avintes,27,177.4,70.6,Brazil,Black,71,Right,Good,Good,Medium/Medium,RM,70.56,61.39,74.19,68.27,78.73,74.92,64.9,74.13,49.96,62.84,75.32,65.62,72.68,13,11,15,12,4,15,13,11,15
419,419,J. Cabot,25,163.8,63.7,France,Black,71,Right,Good,Good,High/Medium,RM,63.87,68.8,63.6,79.35,55.06,50.18,51.79,72.52,92.35,92.22,83.3,63.77,92.41,13,10,12,6,7,13,10,10,12
420,420,D. Miloševi?,24,182.4,73.2,Bosnia Herzegovina,Caucasian,71,Right,Good,Good,High/Medium,LM,66.48,64.58,73.1,72.52,67.46,64.89,66.12,73.22,67.18,64.7,72.51,66.36,65.22,14,12,14,12,5,14,13,9,13
421,421,J. Paintsil,21,166.7,68.2,Ghana,Black,71,Right,Good,Good,High/Medium,LW,58.16,60.98,65.95,76.08,65.16,43.69,55.19,72.44,88.84,79.09,90.23,72.79,90.3,16,12,14,9,6,14,12,9,14
422,422,Adeilson Gesser,27,174.8,70.1,Brazil,Black,71,Left,Average,Good,Medium/Medium,LW,67.64,62.25,72.19,67.94,54.66,73.18,41.69,74.1,72.62,88.43,83.57,76.37,82.86,15,8,10,6,9,14,15,13,12
423,423,O. Omoijuanfo,25,188.3,74.8,Norway,Caucasian,71,,Excellent,Good,High/Medium,LM,71.68,71.66,64.13,68.21,60.52,62.26,56.8,66.85,71.61,77.29,69.31,68.32,53.21,15,15,12,15,10,14,11,13,14
424,424,,28,186.7,76.5,France,Caucasian,71,Right,Good,Good,High/Medium,RM,70.36,71.32,66.06,63.82,61.23,62.59,65.46,68.23,82.02,82.48,66.73,64.86,53.21,17,14,12,13,6,13,12,12,12
425,425,B. Koita,28,186.5,86.2,,,71,Right,Excellent,Good,Medium/Low,RM,61.85,67.23,63.09,74.03,49.91,42.41,52.35,72.03,73.56,77.91,68.69,64.55,51.91,13,17,11,5,5,14,11,12,11
426,426,K. Higashi,28,177.9,72.2,Japan,Asian,71,Right,Excellent,Good,High/Medium,LM,64.87,61.39,68.67,64.94,67.46,61.41,66.33,67.53,74.98,68.01,71.35,73.91,65.23,18,14,12,13,12,14,14,12,12
427,427,J. Benítez,27,178.0,76.9,Argentina,Caucasian,71,Left,Good,Good,Medium/Medium,LW,71.94,69.02,62.61,73.48,51.85,32.05,59.23,69.98,85.07,81.24,80.21,65.5,64.97,13,14,11,12,7,13,11,11,13
428,428,M. Faraoni,27,179.5,71.5,Italy,Caucasian,71,Right,Good,Good,Medium/Medium,RM,73.23,50.88,74.26,70.71,72.96,68.44,71.92,70.31,75.12,66.57,66.23,69.54,73.78,15,13,15,15,13,13,13,13,14
429,429,J. Meneses,26,163.5,58.2,Chile,Caucasian,71,Right,Good,Good,High/Medium,LM,64.99,65.0,63.29,74.23,58.07,37.76,56.79,69.66,85.07,86.91,90.67,61.65,81.43,17,13,12,11,4,13,12,10,12
430,430,Kim In Seong,29,179.6,73.9,,,71,Right,Good,Good,High/Medium,RM,75.89,66.41,70.56,71.85,54.83,47.94,62.0,70.28,93.27,94.67,84.56,66.7,65.13,7,11,8,7,4,13,9,13,12
431,431,M. Barthelmé,30,176.2,72.8,France,Caucasian,71,,Good,Good,Medium/High,RM,71.68,58.53,73.45,72.26,68.22,58.89,63.96,66.85,70.07,71.84,73.54,73.45,65.23,15,12,14,13,12,14,14,11,14
432,432,E. Hestad,24,183.0,74.8,Norway,Caucasian,71,Left,Good,Excellent,Medium/Medium,RM,67.57,65.43,72.23,76.35,66.59,60.93,65.62,71.16,76.74,71.88,79.84,66.18,73.26,15,12,12,12,11,13,13,9,14
433,433,,21,173.3,67.3,England,Black,71,Right,Good,Excellent,Medium/Medium,LM,56.47,62.83,70.65,76.3,57.38,24.16,60.89,71.91,75.95,74.88,78.39,65.94,74.51,14,12,12,11,8,12,13,10,12
434,434,J. Harrison,22,174.9,70.2,England,Caucasian,71,Left,Average,Good,Medium/Medium,LM,68.51,66.13,65.76,74.4,68.66,56.07,60.38,72.03,81.75,77.57,80.58,65.17,80.03,15,12,11,11,7,13,12,12,12
435,435,H. Abe,29,170.4,68.8,Japan,Asian,71,Right,Masterful,Good,Medium/Medium,RM,67.35,70.75,68.19,67.87,41.12,34.37,65.16,72.24,76.21,82.77,77.85,69.97,76.23,14,12,10,5,6,14,14,12,11
436,436,A. Chatzigiovanis,22,175.5,62.2,Greece,Middle-eastern,71,Right,Excellent,Good,High/Medium,LM,69.74,63.38,67.26,76.35,62.54,64.65,65.14,70.82,81.66,78.22,75.52,64.51,74.88,13,11,12,12,5,13,13,11,13
437,437,S. Lobjanidze,24,176.1,61.8,Georgia,Black,71,Right,Excellent,Good,High/Medium,LM,65.26,67.67,65.76,72.38,66.97,57.51,59.86,70.04,86.56,87.88,85.62,56.08,82.69,14,9,13,11,4,13,13,12,13
438,438,J. Wallace,25,178.5,69.7,England,Caucasian,71,Right,Excellent,Good,Medium/Medium,LM,70.58,63.54,67.48,76.35,66.64,62.64,65.77,70.19,77.25,76.23,74.4,67.91,73.05,15,12,13,11,8,12,14,12,12
439,439,F. Fragapane,26,166.8,64.6,Argentina,Caucasian,71,Right,Good,Good,Medium/Medium,RW,62.15,59.63,70.84,74.08,67.31,61.86,68.02,69.06,87.55,90.59,86.82,58.25,91.98,15,9,13,5,10,12,12,13,10
440,440,J. Morris,24,182.7,84.0,United States,Caucasian,71,Right,Average,Good,High/High,RM,48.75,67.73,65.2,63.18,44.72,52.62,51.13,64.27,84.69,86.83,75.72,68.72,66.65,15,15,12,15,5,14,11,14,12
441,441,I. Ganago,20,176.3,77.6,Cameroon,Black,71,Right,Good,Good,Medium/Medium,RW,48.79,71.47,63.42,71.32,51.37,39.62,39.7,69.8,76.89,78.62,63.07,58.85,70.44,12,15,13,9,9,13,9,13,13
442,442,D. Dwyer,28,175.5,79.3,United States,Black,71,Left,Good,Good,High/Medium,RW,51.65,71.35,53.99,66.48,73.87,61.62,58.73,67.99,68.7,73.2,74.98,68.95,72.43,16,13,12,16,2,15,10,13,13
443,443,C. Quintero,30,189.1,73.8,Colombia,Black,71,Right,Good,Good,Medium/Medium,RM,74.23,64.68,72.01,71.34,45.87,37.75,63.35,71.32,75.06,75.32,68.96,62.7,52.74,13,15,14,15,13,12,13,8,12
444,444,P. Frankowski,24,179.8,69.9,Poland,Caucasian,71,Right,Good,Good,High/Medium,LM,65.59,66.19,68.29,63.61,62.6,47.63,67.13,66.04,93.11,91.84,75.54,64.2,72.26,16,13,11,10,9,12,13,10,12
445,445,C. O'Dowda,24,180.2,74.9,Republic of Ireland,Caucasian,71,Left,Average,Good,Medium/Medium,LM,68.89,62.11,67.26,72.72,58.75,57.04,56.38,70.2,86.86,83.87,80.23,66.54,73.57,14,13,11,9,7,12,12,11,11
446,446,L. Nomenjanahary,33,177.2,75.8,Madagascar,Black,71,Left,Good,Excellent,High/Medium,RM,69.99,61.38,67.41,75.23,61.44,68.83,60.65,72.03,80.37,78.32,80.68,64.51,77.4,14,11,11,10,11,12,13,7,11
447,447,,22,175.6,71.5,France,Caucasian,71,Left,Good,Good,High/Medium,RM,67.55,58.3,76.27,73.52,53.14,46.97,70.36,76.03,76.83,70.67,79.14,60.37,81.94,13,11,12,10,12,12,13,9,13
448,448,J. Cabrera,27,166.6,62.7,Uruguay,Caucasian,71,Right,Average,Good,Medium/Low,LM,74.29,55.61,65.3,73.43,57.09,43.08,64.9,65.34,81.2,70.67,74.55,65.94,88.55,14,10,12,13,6,13,14,12,13
449,449,G. Pezzella,21,187.1,84.7,Italy,Caucasian,71,Left,Excellent,Good,Medium/Medium,LM,71.6,48.9,69.42,72.16,50.42,37.29,65.7,71.46,77.72,76.99,67.08,62.7,61.58,15,15,9,14,12,11,11,9,12
450,450,Hong Chul,28,176.4,69.8,Korea Republic,Asian,71,Left,Good,Good,High/Medium,LM,69.83,27.37,67.7,68.33,69.75,73.12,64.57,70.3,91.59,85.54,82.57,65.43,81.7,16,15,12,12,12,11,12,10,13
451,451,W. Camacho,33,177.2,68.6,Uruguay,Caucasian,70,Left,Excellent,Good,Medium/Medium,LM,62.96,68.93,63.59,72.7,67.91,65.85,61.64,70.06,71.03,72.06,72.27,71.96,76.55,13,13,14,14,11,14,14,12,12
452,452,A. Hložek,16,185.0,80.2,Czech Republic,Caucasian,70,Right,Good,Good,High/Medium,RM,68.34,66.52,65.36,74.39,64.07,60.98,62.38,75.35,71.03,74.17,69.97,67.79,72.03,14,15,13,13,5,13,13,12,13
453,453,,25,183.3,74.2,France,Black,70,Right,Good,Good,High/High,RW,67.51,68.21,66.06,76.63,52.35,53.61,57.86,73.53,71.53,72.33,65.35,70.97,63.02,15,14,11,13,8,14,12,11,13
454,454,S. Araujo,27,180.3,80.2,Argentina,Caucasian,70,Right,Excellent,Good,,LM,58.94,69.07,63.34,71.97,80.69,59.23,58.73,74.86,73.67,74.48,74.48,77.61,70.88,13,12,13,6,4,14,13,13,13
455,455,Naranjo,24,185.8,80.4,Spain,Caucasian,70,Right,Excellent,Good,Medium/Medium,LW,64.52,67.7,67.69,69.87,70.09,71.97,64.25,71.32,80.25,75.66,76.1,67.03,57.46,10,14,14,7,2,14,13,12,13
456,456,Y. Reyna,25,168.6,67.9,Peru,Caucasian,70,Right,Excellent,Good,High/Medium,LW,52.13,66.04,67.77,73.99,68.1,69.34,55.0,73.64,86.76,88.07,87.13,65.75,78.88,14,11,12,13,5,13,13,12,12
457,457,Fidel,29,180.1,75.2,Spain,Caucasian,70,Left,Average,Good,High/Low,RM,66.3,61.39,64.51,72.31,67.91,64.85,61.75,70.69,73.91,74.81,80.06,73.12,74.17,12,12,13,13,7,15,13,14,13
458,458,Ricardo Lopes,28,182.6,73.6,Brazil,Caucasian,70,Right,Excellent,Excellent,High/Low,LM,68.6,74.16,66.32,74.39,63.82,65.58,62.33,69.15,73.67,73.6,74.48,61.84,68.81,15,14,14,12,6,14,13,13,14
459,459,,28,172.1,67.7,Chile,Caucasian,70,Right,Good,Good,High/Medium,RW,59.92,64.59,62.78,71.06,63.61,49.23,59.39,70.08,91.62,90.32,92.27,61.82,74.58,12,12,13,7,7,14,11,11,12
460,460,D. Blum,28,182.6,82.9,Germany,Caucasian,70,Left,Good,Good,Medium/Low,LM,69.48,69.07,63.86,76.37,74.82,72.81,53.46,72.52,81.77,85.47,75.67,68.26,68.03,12,14,14,9,5,13,10,12,12
461,461,D. Batallini,23,173.7,74.3,,,70,Left,Average,Good,Medium/Medium,RW,65.75,69.64,62.15,73.67,44.54,44.39,59.32,71.85,79.38,74.88,73.77,60.55,69.48,13,14,10,14,10,14,14,9,13
462,462,P. Helland,29,186.1,84.1,Norway,Caucasian,70,Left,Excellent,Good,High/Medium,RW,71.58,65.34,67.57,74.39,70.64,71.24,65.0,69.95,75.18,72.92,73.49,66.98,69.27,13,13,15,12,9,14,13,12,13
463,463,Eric,33,176.1,84.1,Brazil,Caucasian,70,Left,Good,Good,High/Low,RW,70.53,69.97,69.47,68.31,70.22,69.44,67.39,72.02,75.18,72.91,65.61,64.73,60.65,14,15,13,9,9,13,14,13,14
464,464,Rhayner,28,172.3,64.7,Brazil,Caucasian,70,Right,Good,Excellent,High/Medium,RM,56.7,59.85,63.06,78.31,70.16,61.5,49.38,71.62,93.44,92.26,83.13,60.08,71.6,15,13,12,14,8,12,12,10,13
465,465,Aitor García,25,172.9,69.4,Spain,Caucasian,70,Right,Good,Good,High/Medium,LM,64.01,69.07,64.68,70.39,66.47,62.12,62.79,67.52,79.91,87.16,78.21,67.88,76.51,13,11,13,8,5,13,13,11,13
466,466,R. Zhemaletdinov,22,183.6,80.0,Russia,Caucasian,70,,Good,Good,Medium/Low,RM,71.68,63.75,63.88,78.24,55.33,58.13,58.72,66.85,76.56,81.88,70.43,68.49,63.02,13,13,11,10,6,14,12,11,12
467,467,Ukra,31,176.1,74.1,Portugal,Black,70,Right,Excellent,Good,Medium/Medium,RW,70.78,59.65,69.32,74.39,76.75,72.32,68.26,71.67,74.97,73.46,76.87,70.27,73.05,8,12,13,13,6,13,13,14,13
468,468,Y. Ngbakoto,27,173.5,68.9,DR Congo,Black,70,Right,Good,Good,,RM,67.16,67.78,61.53,72.26,70.77,72.81,60.3,70.98,82.84,75.66,81.88,67.49,75.63,13,13,14,8,5,14,13,14,13
469,469,R. Insigne,25,171.7,65.4,Italy,Caucasian,70,Left,Average,Good,High/Low,RM,71.66,65.57,73.1,71.51,66.45,67.01,62.79,71.18,80.53,86.34,83.43,66.24,82.97,11,7,12,5,3,13,14,11,14
