,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle
374,374,Álvaro Lemos,26,175.2,78.1,Spain,Caucasian,70,Right,Good,Good,High/Medium,RB,69.44,57.22,64.65,68.17,58.85,70.06,80.06,77.55,73.69,67.5,80.55,16,13,13,12,12,11,68.54,62.58,63.65
375,375,,23,180.3,74.2,Tunisia,Black,70,Right,Good,Good,High/Medium,RB,65.17,57.5,63.05,67.33,53.96,67.83,86.47,85.69,80.07,69.71,76.26,13,11,13,11,11,12,63.39,66.71,66.43
376,376,N. Gavory,24,180.0,75.9,France,Black,70,Left,Good,Good,High/Medium,LB,82.84,50.8,72.01,66.15,73.73,66.03,72.26,73.78,71.56,66.85,62.14,16,12,12,12,13,11,62.92,64.13,66.23
377,377,Rogério,21,177.8,70.4,Brazil,Caucasian,70,Left,Good,Good,Medium/Medium,LB,73.0,44.71,63.66,74.03,60.06,72.23,79.25,74.44,71.39,68.8,63.8,12,11,13,13,13,11,69.22,68.04,68.77
378,378,F. N'Sakala,28,177.7,74.2,DR Congo,Black,70,Left,Average,Good,High/Medium,LB,70.91,37.18,66.54,74.25,54.5,73.8,82.64,84.62,78.12,64.46,77.6,16,13,13,13,13,11,58.31,66.54,61.94
379,379,S. Popov,28,186.3,76.7,,,70,Right,Good,Good,Medium/Medium,RB,70.87,62.11,66.82,64.87,61.85,63.46,67.86,75.49,55.42,72.16,53.14,13,14,14,12,10,6,72.07,67.97,71.24
380,380,R. van Rhijn,28,179.5,71.6,Netherlands,Black,70,Right,Average,Good,High/Medium,RB,73.36,45.08,69.15,74.03,69.91,69.57,74.94,76.93,72.97,67.08,65.86,14,13,13,12,10,11,70.08,63.99,66.51
381,381,M. Wittek,23,172.9,70.4,Germany,Caucasian,70,Left,Average,Good,High/Medium,LB,78.31,55.6,66.57,66.12,57.0,69.17,78.62,76.87,79.83,67.5,83.8,16,11,12,11,9,8,64.91,64.75,68.94
382,382,R. Grant,28,174.3,73.9,Australia,Caucasian,70,Right,Good,Good,High/Medium,RB,66.44,55.64,69.99,64.67,59.17,67.32,74.76,68.03,75.21,65.12,73.4,18,14,13,13,12,11,63.58,70.2,68.39
383,383,Cifu,28,174.2,65.8,Spain,Middle-eastern,70,Right,Good,Good,,RB,68.72,49.61,62.63,68.35,55.38,69.47,80.06,80.68,72.26,64.68,77.37,15,14,13,13,9,11,68.03,65.81,69.11
384,384,R. Nagaki,31,173.2,72.0,Japan,Asian,70,Right,Average,Average,Medium/High,RB,71.88,51.85,72.06,65.59,69.67,71.51,37.98,64.31,73.3,69.75,73.05,14,14,14,14,13,11,73.85,72.98,70.57
385,385,S. Kurumaya,27,178.5,72.9,Japan,Asian,70,,Good,Good,Medium/Medium,LB,55.74,50.19,63.77,64.4,57.36,63.98,81.16,77.62,79.76,67.19,77.9,16,14,13,12,12,6,63.97,65.93,67.72
386,386,I. Rivero,27,165.9,60.4,Uruguay,Caucasian,70,Right,Good,Good,Medium/Medium,LB,63.42,40.64,73.71,67.2,72.27,70.55,62.62,69.77,75.21,71.32,64.57,15,13,13,12,12,9,63.62,67.99,63.54
387,387,Paulinho,27,176.1,69.8,Portugal,Caucasian,70,Right,Good,Good,High/Medium,RB,67.14,44.66,64.98,68.55,54.5,70.01,83.4,85.2,75.24,66.58,75.95,16,12,13,13,11,9,67.3,65.39,66.45
388,388,A. Turan,27,175.8,79.2,Turkey,Middle-eastern,70,Left,Average,Good,,LB,68.65,42.38,69.8,64.62,68.37,69.87,78.02,75.06,69.13,70.09,85.92,15,14,13,12,11,14,61.93,72.89,64.46
389,389,R. Matarrita,24,175.3,69.7,Costa Rica,Caucasian,70,Left,Average,Good,Medium/High,LB,64.83,37.83,67.41,69.66,63.14,69.08,82.34,79.06,75.26,63.53,75.4,15,12,13,12,13,11,65.52,71.84,68.4
390,390,K. Anzai,24,171.6,63.8,Japan,Asian,70,Right,Masterful,Good,High/High,RB,69.87,58.04,65.6,67.79,67.81,68.08,91.5,90.11,69.28,63.61,78.07,16,8,12,10,11,9,69.23,64.7,63.65
391,391,K. D'Haene,29,168.0,62.6,Belgium,Caucasian,70,Left,Average,Good,High/Medium,LB,76.68,54.58,66.54,70.55,67.51,68.03,74.41,66.65,84.08,67.27,90.08,17,7,14,12,11,10,65.45,67.16,67.33
392,392,S. O'Donnell,27,183.1,89.0,Scotland,Caucasian,70,Right,Good,Good,High/High,RB,68.81,53.17,69.4,64.67,66.48,70.57,74.25,69.52,70.94,65.88,67.55,17,16,12,11,11,9,66.01,67.8,65.53
393,393,Q. Bernard,29,184.4,76.6,France,Caucasian,70,Left,Good,Average,Medium/Medium,LB,73.36,56.58,71.77,61.63,70.59,68.13,60.83,66.21,75.21,62.22,60.83,18,14,13,11,14,9,61.84,67.8,68.94
394,394,A. Aldrete,31,180.4,75.0,Mexico,Caucasian,70,Left,Good,Good,Medium/Medium,LB,68.79,40.93,67.41,65.85,63.14,68.13,71.79,73.16,72.3,65.4,63.04,15,12,13,12,10,12,67.83,67.99,70.35
395,395,Núrio,24,176.8,72.8,Angola,Black,70,Left,Average,Good,High/Medium,LB,73.06,33.37,66.58,70.29,57.28,69.83,80.83,86.61,74.63,64.25,76.38,14,14,12,13,12,8,67.3,66.69,66.23
396,396,Mossa,30,177.9,72.2,Spain,Caucasian,70,,Good,Good,Medium/Medium,LB,55.74,41.99,69.26,65.16,65.78,63.98,70.05,72.11,72.15,66.02,80.66,18,13,13,13,11,8,62.76,64.76,66.09
397,397,M. Kuhn,27,178.4,76.4,Germany,Caucasian,70,Right,Average,Good,High/Medium,RB,73.52,43.68,69.46,64.18,65.16,66.28,80.44,85.18,75.95,66.68,77.31,16,12,12,11,12,12,62.41,63.77,65.08
398,398,C. Arboleda,33,169.0,60.4,Colombia,Black,70,Right,Good,Good,Medium/Medium,RB,73.42,46.53,65.73,68.98,61.71,65.76,83.4,89.77,86.54,71.34,88.5,15,6,13,11,11,8,69.61,66.47,60.79
399,399,S. Jung,29,179.4,72.5,Germany,Caucasian,70,Right,Excellent,Good,High/Medium,RB,78.13,42.0,74.64,68.21,74.08,73.94,67.02,64.31,67.57,68.8,75.43,10,12,14,10,11,8,74.23,69.79,69.75
400,400,K. Rosenberry,25,172.6,73.3,United States,Caucasian,70,Right,Good,Average,Medium/High,RB,63.85,47.57,69.5,64.39,63.61,68.89,72.06,68.57,76.61,70.07,77.88,14,12,13,11,11,11,62.76,70.18,66.65
401,401,R. Benzar,27,180.4,70.6,Romania,Middle-eastern,70,,Average,Average,High/Medium,RB,55.74,47.14,68.06,56.8,62.6,63.98,75.01,75.49,72.62,71.64,80.66,14,14,13,12,13,11,67.41,71.76,68.6
402,402,J. Andersson,22,176.5,71.3,Sweden,Caucasian,70,Right,Excellent,Good,High/Medium,RWB,65.64,42.08,67.76,64.18,61.46,68.38,80.46,82.05,82.34,67.77,77.9,16,11,13,12,12,9,61.53,64.59,63.92
403,403,,21,169.6,66.0,England,Black,70,Left,Average,Good,High/High,LWB,62.99,39.53,67.05,68.61,50.33,69.0,91.7,89.94,91.2,64.36,88.1,13,12,13,13,10,8,65.47,69.99,65.62
404,404,A. Cissokho,31,181.2,79.5,France,Caucasian,70,Left,Average,Average,,LB,63.49,55.78,64.09,62.28,65.41,64.96,73.08,71.33,59.71,57.49,67.02,15,14,13,11,11,9,69.64,75.39,76.4
405,405,D. Giannoulis,23,177.8,71.0,,,70,Left,Average,Good,High/Medium,LB,69.4,41.87,62.76,66.87,65.23,65.24,74.75,79.49,70.28,66.68,73.04,15,11,13,12,11,9,67.22,67.86,68.12
406,406,M. Busch,24,182.4,80.2,Germany,Caucasian,70,Right,Good,Good,High/Medium,RB,71.82,37.14,65.43,67.96,54.17,67.05,84.5,87.07,69.38,68.46,67.18,15,13,12,10,9,7,67.38,67.99,62.71
407,407,L. Paqarada,24,184.5,76.3,Kosovo,Black,70,Left,Good,Good,High/Medium,LB,75.09,40.93,68.02,67.47,66.03,70.54,77.33,75.92,70.79,68.34,63.78,15,13,13,11,11,7,65.12,70.71,66.71
408,408,F. Torrent,27,178.8,71.5,Argentina,Caucasian,70,Right,Good,Good,High/Medium,RB,73.26,39.12,63.22,70.6,57.18,69.16,84.5,85.39,78.88,63.74,67.09,16,14,12,11,10,10,59.05,66.51,64.66
409,409,B. Meling,24,173.5,63.9,Norway,Caucasian,70,Left,Good,Good,High/High,LB,68.03,47.47,64.06,62.92,59.77,65.38,79.26,77.52,75.21,63.65,80.45,17,7,13,13,13,7,69.77,67.86,68.11
410,410,B. Pittón,26,172.2,69.7,Argentina,Caucasian,70,Left,Average,Average,Medium/Medium,LB,79.33,52.93,60.52,53.84,59.33,64.13,78.04,71.42,68.4,63.23,76.15,15,11,14,11,11,11,60.77,68.31,67.29
411,411,N. Theuerkauf,32,183.4,80.1,Germany,Caucasian,70,Left,Good,Average,Low/High,LB,66.21,44.68,65.6,57.92,64.58,64.11,60.18,54.08,68.15,69.41,64.86,16,15,14,11,11,12,72.76,72.99,68.83
412,412,L. Klünter,23,184.4,76.4,Germany,Caucasian,70,Right,Good,Good,High/Medium,RB,64.58,59.53,65.93,66.46,54.59,68.42,86.12,88.32,71.33,65.51,65.21,14,12,13,8,8,9,65.86,68.83,65.22
413,413,,29,175.1,67.7,Spain,Caucasian,70,Right,Good,Good,High/Medium,RB,64.78,41.56,67.5,59.98,63.25,65.27,71.45,77.54,65.41,66.32,74.43,18,12,13,13,8,7,56.78,68.23,69.01
414,414,Gabriel,31,175.7,70.1,Brazil,Black,70,Right,Good,Good,Medium/Medium,RB,62.73,36.28,66.51,66.83,63.4,67.03,76.84,82.05,87.42,67.01,87.01,17,14,13,12,10,9,64.63,69.1,68.92
415,415,S. Janko,23,184.5,83.2,Switzerland,Caucasian,70,Right,Good,Good,High/Medium,RB,66.2,36.95,64.41,64.87,50.2,64.28,90.89,86.83,76.9,62.49,69.7,14,13,13,10,9,10,63.98,65.54,68.0
416,416,A. Benedetti,27,170.5,63.7,Italy,Caucasian,70,Left,Good,Good,High/Medium,LB,64.37,47.04,65.6,65.5,60.89,63.16,80.52,82.02,77.21,65.03,90.4,16,11,13,10,10,9,69.01,69.52,68.11
417,417,M. Smith,30,180.0,70.6,Northern Ireland,Caucasian,70,Right,Excellent,Average,High/High,RB,66.8,38.31,65.14,66.01,64.95,67.7,74.88,69.46,74.18,69.09,80.66,17,15,13,11,13,13,69.04,69.16,66.26
418,418,E. Sobol,24,185.6,76.2,Ukraine,Caucasian,70,Left,Average,Average,Medium/Medium,LB,73.86,38.95,70.64,59.55,68.56,65.79,72.3,76.85,68.27,68.0,59.53,13,13,14,10,12,6,65.12,66.55,66.45
419,419,J. Collins,24,183.0,72.7,Nigeria,Black,70,Left,Good,Good,High/Medium,LB,67.24,29.45,64.74,73.27,48.87,71.0,85.85,86.45,77.17,62.49,74.02,15,14,12,11,9,7,61.84,66.88,62.86
420,420,N. Taylor,30,174.8,74.8,Wales,Caucasian,70,Left,Good,Good,Medium/High,LB,63.83,29.89,67.56,67.27,67.12,70.82,74.88,65.52,69.58,65.23,81.16,14,12,13,12,12,8,71.42,70.79,71.58
421,421,B. Riveros,21,177.9,67.6,Paraguay,Caucasian,70,Left,Good,Good,High/Medium,LB,74.36,25.01,65.69,73.54,58.64,74.18,85.38,83.82,83.71,65.73,77.16,16,14,11,13,6,8,70.82,64.93,66.46
422,422,Edsinho Torres,35,178.0,77.4,Brazil,Caucasian,70,Right,Good,Average,,LB,72.79,48.48,62.3,48.14,60.14,74.66,61.55,75.8,63.18,65.29,71.7,15,13,11,11,9,14,67.63,67.96,77.19
423,423,M. Lustig,32,188.9,77.7,Sweden,Caucasian,70,Right,Good,Good,Medium/High,RB,66.19,48.37,72.17,64.42,67.21,68.5,46.23,52.17,54.42,68.05,53.7,15,15,14,8,12,6,76.44,73.56,71.61
424,424,I. Pillud,33,179.1,81.5,Argentina,Caucasian,70,Right,Good,Average,High/Medium,RB,65.38,33.92,65.19,60.78,62.98,64.44,69.85,72.68,62.47,70.11,60.87,14,16,13,11,11,13,70.78,72.66,71.68
425,425,Akapo,26,179.2,70.0,Equatorial Guinea,Black,70,Right,Good,Average,High/Medium,RB,68.57,41.78,68.29,53.51,61.97,64.21,77.08,86.66,72.03,61.93,60.99,15,14,12,9,10,9,65.81,67.61,72.17
426,426,H. Abd Elhamed,28,188.4,80.4,Israel,Middle-eastern,70,Right,Good,Average,Medium/Medium,RB,67.23,31.56,65.86,65.18,63.11,68.05,69.85,86.79,57.8,64.1,50.82,14,14,13,10,9,10,66.19,67.16,65.15
427,427,Luis Pérez,24,172.8,67.5,Spain,Black,70,Right,Average,Good,High/Medium,RB,61.49,41.81,60.06,67.42,46.09,65.46,89.84,92.28,84.38,62.57,76.83,17,13,13,9,10,8,62.5,65.28,69.43
428,428,T. Guidara,23,173.1,67.6,Argentina,Caucasian,70,Right,Average,Good,Medium/High,RB,58.07,32.14,72.34,70.1,52.65,66.71,75.55,78.75,75.21,68.21,81.0,17,14,13,10,9,8,62.09,65.14,67.32
429,429,R. Cannon,21,180.0,75.1,United States,Caucasian,70,Right,Good,Average,High/High,RB,56.64,29.29,63.36,66.02,58.67,63.56,89.29,90.68,81.98,60.71,75.42,17,14,12,12,11,6,65.36,69.04,65.96
430,430,C. Roberts,23,174.7,71.5,Wales,Caucasian,70,Right,Excellent,Good,High/Medium,RB,67.84,35.24,70.83,66.24,58.02,64.37,72.19,68.46,71.44,66.11,70.42,16,12,13,12,11,8,68.29,71.83,67.09
431,431,Guilherme Sityá,29,182.0,78.8,Brazil,Black,70,Left,Good,Good,High/High,LB,70.65,30.23,68.22,68.04,65.72,70.37,81.4,79.63,79.37,66.14,75.45,16,15,13,9,13,11,65.65,65.14,67.2
432,432,R. Gumny,21,177.0,61.5,Poland,Caucasian,70,Right,Good,Average,High/High,RB,64.13,28.15,65.6,65.55,52.38,69.21,91.53,83.96,78.1,60.69,74.85,17,13,13,10,11,7,62.2,68.59,62.86
433,433,I. Marti?,28,183.1,73.0,Switzerland,Caucasian,70,Right,Average,Good,Medium/Medium,RB,63.14,29.43,65.48,64.03,59.01,65.55,70.2,72.14,74.2,69.85,62.14,17,13,13,12,8,10,68.29,68.05,69.45
434,434,F. Holland,28,172.1,73.6,Germany,Caucasian,70,,Average,Good,High/Medium,LB,63.93,38.05,62.59,65.31,61.67,65.7,74.3,73.07,76.31,66.14,76.48,15,13,12,9,9,9,69.08,73.22,71.9
435,435,S. Marinos,31,177.8,71.9,,,70,Right,Good,Average,High/Medium,RB,70.5,37.12,66.67,59.44,64.95,62.97,67.29,68.46,68.02,65.84,73.3,13,12,14,8,12,8,73.84,69.8,68.83
436,436,Joan Sastre,22,174.4,74.7,Spain,Caucasian,70,,Good,Average,Medium/Medium,RB,63.72,35.81,66.96,65.29,36.91,65.7,73.68,77.13,60.88,64.77,69.78,13,12,13,9,8,12,69.45,70.93,70.39
437,437,,30,183.4,74.9,Italy,Caucasian,70,Left,Average,Average,High/Medium,LB,66.93,41.29,62.31,59.47,58.18,57.61,78.23,85.32,75.34,66.63,69.28,17,15,13,7,8,9,65.67,65.46,66.14
438,438,J. Robinson,25,179.6,67.4,England,Caucasian,70,Left,Good,Average,High/High,LB,60.54,39.52,64.63,57.67,58.66,63.62,74.33,69.6,74.89,65.75,76.48,13,11,13,9,11,8,71.73,73.45,74.27
439,439,Jony Reitosa,27,176.0,73.6,Brazil,Caucasian,70,Right,Average,Average,Medium/Medium,RB,56.53,32.1,59.38,47.75,54.62,61.71,79.6,75.82,78.73,78.44,83.88,16,15,12,9,9,7,67.25,71.62,75.45
440,440,A. Balzano,33,173.5,74.0,Italy,Caucasian,70,Right,Good,Average,High/High,RB,65.15,30.09,64.01,58.52,57.97,60.32,72.14,71.48,74.82,65.89,83.3,16,15,13,11,6,7,68.29,72.9,73.85
441,441,K. Wagner,22,181.6,77.9,Germany,Caucasian,70,Left,Good,Average,High/Medium,LB,69.7,23.75,67.67,65.73,60.56,65.17,74.4,77.89,68.85,69.85,65.89,15,14,12,10,6,6,67.02,69.59,72.16
442,442,C. Traoré,27,179.9,74.4,Mali,Black,70,Left,Average,Average,Medium/Medium,LB,62.51,29.84,55.03,67.31,58.29,64.24,73.73,74.63,72.38,63.46,66.21,16,14,13,9,9,9,73.12,72.23,73.4
443,443,R. Gagliolo,29,180.1,75.1,Italy,Caucasian,70,Left,Excellent,Average,Medium/High,LB,58.81,42.06,64.01,53.94,58.66,64.92,72.56,73.97,73.2,66.57,78.31,14,14,14,7,5,7,62.91,74.99,74.02
444,444,M. Parkhurst,35,180.1,71.8,United States,Caucasian,70,Right,Good,Average,Medium/Medium,LB,53.08,34.24,73.68,58.96,71.31,64.28,63.63,51.86,55.68,69.16,63.71,14,13,13,5,11,9,74.37,69.53,69.59
445,445,,20,179.7,71.0,Ukraine,Caucasian,70,Left,Average,Average,Medium/Medium,LB,71.81,44.24,67.97,47.29,54.6,63.88,72.71,74.04,65.6,67.44,67.2,15,11,13,8,8,7,68.22,67.19,69.57
446,446,A. Hughes,27,190.2,81.4,Wales,Caucasian,70,Left,Average,Average,,LB,62.81,34.94,63.14,54.35,63.91,61.23,66.85,75.85,67.45,68.85,63.08,16,15,13,8,7,7,71.51,71.49,67.02
447,447,D. Fisher,25,174.8,69.6,England,Caucasian,70,Right,Good,Good,Medium/High,RB,60.73,19.83,57.48,64.79,49.62,64.19,77.63,74.63,71.91,68.82,63.16,16,14,13,7,8,7,67.47,72.83,70.2
448,448,F. Meza,29,176.4,73.9,Argentina,Caucasian,70,Right,Average,Average,Low/High,RB,59.75,20.76,64.16,59.38,60.85,59.6,58.81,62.83,68.01,68.85,71.42,13,14,13,6,5,9,70.33,72.59,69.02
449,449,,30,188.0,85.9,China PR,Asian,69,Right,Good,Good,High/Medium,RB,67.93,64.52,65.2,69.85,52.51,70.67,79.03,51.73,73.87,70.16,68.61,16,16,11,14,13,13,37.16,64.7,64.28
450,450,N. Lima,24,174.9,78.9,United States,Black,69,Right,Excellent,Good,High/High,LB,66.71,58.32,64.96,71.47,59.19,66.61,78.51,84.78,73.25,71.13,66.5,15,13,12,12,12,11,65.51,63.75,64.85
451,451,M. Vešovi?,27,177.3,70.3,Montenegro,Black,69,Right,Average,Good,High/Medium,RB,63.94,52.11,70.25,70.57,63.66,68.49,81.59,86.24,82.39,68.58,72.21,14,13,12,13,13,8,59.26,68.43,65.04
452,452,E. Bennett,30,174.5,72.9,England,Caucasian,69,Right,Excellent,Good,High/High,RB,70.24,59.57,67.21,66.98,64.73,67.08,76.7,76.51,72.56,62.6,71.61,16,13,12,13,13,12,61.89,69.64,65.3
453,453,Rúben Ferreira,29,183.4,67.9,Portugal,Black,69,Left,Good,Good,,LB,70.05,47.52,71.32,68.75,65.28,70.59,70.68,65.15,69.11,68.98,60.73,14,12,13,13,12,13,64.52,68.75,68.51
454,454,S. Bolbat,26,174.9,65.7,Ukraine,Caucasian,69,Right,Good,Good,,RB,64.33,59.96,65.6,71.79,59.82,68.74,78.24,72.99,75.21,60.47,75.68,13,12,5,13,14,11,44.03,28.07,29.06
455,455,M. De Agostini,35,180.4,77.5,Italy,Caucasian,69,Left,Good,Average,Medium/High,LB,72.84,67.81,67.95,69.2,68.04,68.62,66.23,67.39,65.33,60.11,70.22,14,14,13,11,12,14,69.32,69.67,69.56
456,456,J. Morrow,31,175.3,75.2,,,69,Left,Excellent,Good,High/High,LB,66.44,59.7,69.39,65.23,59.31,68.48,65.92,69.77,65.24,68.28,68.12,15,14,13,13,12,10,65.83,70.08,70.22
457,457,P. Olkowski,29,184.1,76.3,Poland,Caucasian,69,Right,Average,Good,,RB,64.94,50.43,67.65,68.53,57.72,67.67,74.42,74.68,73.6,67.49,65.33,16,14,12,12,12,9,61.89,72.15,67.32
458,458,Zheng Zheng,29,186.1,77.2,China PR,Asian,69,Left,Average,Good,Medium/Medium,LB,64.97,63.01,69.7,68.05,61.96,66.9,80.25,74.95,63.45,62.6,69.98,14,13,13,11,14,11,68.5,70.15,66.54
459,459,H. Kamara,25,167.6,66.6,France,Black,69,Left,Good,Good,Medium/Medium,LB,64.13,60.53,70.26,69.29,66.07,69.1,76.7,74.7,81.88,65.48,86.22,14,11,13,12,12,9,67.82,66.39,67.8
460,460,Àngel Rangel,36,178.1,82.5,Spain,Black,69,Right,Good,Good,Medium/High,RB,74.32,56.16,67.55,68.04,67.21,71.06,51.0,46.86,68.44,70.99,54.69,10,14,15,13,14,11,69.04,74.43,73.75
461,461,F. Klein,32,181.6,72.1,Austria,Caucasian,69,Right,Good,Good,High/High,RB,70.16,52.52,68.38,69.21,63.51,66.54,72.13,71.36,72.13,61.23,73.44,17,13,12,12,12,13,61.89,68.48,62.51
462,462,Varela,24,173.6,67.7,Spain,Caucasian,69,,Good,Good,High/Medium,LB,70.62,52.96,66.62,67.77,59.26,65.7,74.17,77.27,83.9,68.44,86.22,14,10,13,13,11,11,64.21,63.19,66.45
463,463,C. Çavlan,27,174.1,67.9,Netherlands,Caucasian,69,Left,Excellent,Good,High/Medium,LB,76.69,50.55,66.48,70.02,70.77,65.33,72.13,76.73,76.38,63.51,81.37,14,11,13,12,12,14,61.53,65.14,68.23
464,464,D. Bradari?,19,178.0,69.2,Croatia,Caucasian,69,Left,Good,Good,High/Medium,LB,72.0,43.82,65.73,70.69,57.58,72.27,78.14,76.53,69.32,67.46,69.78,13,11,12,12,12,8,61.61,66.39,65.7
465,465,Auro,23,167.5,61.0,Brazil,Caucasian,69,Right,Good,Excellent,High/Medium,RB,66.25,34.72,67.85,72.1,60.97,68.39,73.6,78.75,84.85,65.79,89.19,15,10,12,12,13,8,62.55,68.3,68.01
466,466,J. Cornejo,28,176.8,77.6,Chile,Caucasian,69,Left,Average,Good,Medium/Medium,LB,64.56,53.58,64.91,67.16,57.72,63.95,72.78,77.88,73.8,66.11,52.54,14,14,13,12,11,6,63.83,69.25,67.3
467,467,J. Hunt,28,174.7,71.4,England,Caucasian,69,Right,Average,Good,High/Medium,RB,67.08,47.4,61.66,67.57,59.01,64.65,82.86,79.05,72.42,66.26,68.03,14,12,13,13,10,9,66.12,68.67,66.94
468,468,Sílvio,31,176.4,65.6,,,69,Right,Excellent,Good,Medium/Medium,LB,73.26,48.76,67.63,65.93,61.05,69.46,68.49,66.15,67.87,65.22,72.89,12,12,13,11,12,10,69.25,69.72,70.55
469,469,D. Pérez,30,169.6,67.0,Argentina,Caucasian,69,Left,Good,Good,Medium/Medium,LB,59.77,44.81,64.62,67.83,58.91,66.35,78.52,79.21,81.22,65.79,87.0,16,9,13,13,8,11,65.61,69.09,68.22
470,470,,32,178.2,70.6,Iran,Middle-eastern,69,Right,Good,Good,High/High,RB,66.34,44.92,68.28,68.09,59.82,66.59,69.45,71.62,69.61,69.49,66.92,15,14,14,12,13,7,63.75,67.87,67.45
471,471,N. Byrne,27,171.7,69.8,England,Caucasian,69,Right,Good,Good,High/Medium,RB,68.75,50.61,65.6,68.41,63.15,67.98,89.67,84.19,74.83,63.19,79.0,15,12,11,11,10,8,65.68,64.77,66.94
472,472,C. Michelin,22,179.0,70.4,France,Caucasian,69,Right,Good,Good,Medium/Medium,RB,72.8,44.65,73.89,68.39,71.39,70.95,63.63,67.02,63.23,65.42,69.92,14,11,12,13,12,9,65.75,69.52,70.8
473,473,J. Bogle,18,177.9,69.4,England,Caucasian,69,Right,Good,Good,High/Medium,RB,69.44,41.01,66.92,72.51,54.73,69.71,82.87,77.22,73.82,62.64,71.84,13,11,13,14,12,6,61.61,72.36,64.62
474,474,E. Papa,37,169.3,66.8,Argentina,Caucasian,69,Left,Average,Good,Medium/Medium,LB,70.87,37.37,71.51,64.39,65.39,72.68,70.06,69.64,76.62,72.08,79.78,16,10,13,11,13,11,64.58,61.82,62.97
475,475,Lionn,30,179.4,75.8,Brazil,Caucasian,69,Right,Good,Good,Medium/Medium,RB,66.25,48.74,64.63,65.97,57.85,68.95,70.06,75.42,68.51,66.42,69.02,15,13,13,12,9,10,66.12,69.58,67.52
476,476,Kim Tae Hwan,29,179.9,71.7,Korea Republic,Asian,69,Right,Good,Average,High/High,RB,67.45,57.66,65.2,63.28,60.47,64.56,87.43,85.76,83.77,67.22,75.29,14,14,13,10,10,11,56.93,62.5,65.58
477,477,Tiago Lopes,30,177.9,65.9,Portugal,Caucasian,69,Right,Good,Good,High/Medium,RB,67.65,41.91,65.13,72.28,64.48,66.76,68.67,75.8,73.09,68.7,61.95,16,14,13,12,10,12,63.75,73.23,64.34
478,478,F. Lewis,26,180.1,74.7,Netherlands,Caucasian,69,Right,Average,Good,High/High,RB,66.54,43.6,58.44,67.57,55.92,64.9,85.74,86.88,76.27,64.73,72.22,15,14,13,11,12,9,65.84,63.24,63.92
479,479,F. Hartherz,26,186.5,83.1,Germany,Caucasian,69,Left,Good,Good,High/High,LB,71.63,37.83,67.28,66.27,65.18,65.83,70.17,85.22,59.54,64.61,56.49,18,16,11,11,11,8,58.79,68.26,62.26
480,480,Filipe Ferreira,28,178.3,72.2,Portugal,Caucasian,69,Left,Good,Good,,LB,72.81,48.35,65.4,64.39,61.14,68.05,71.77,70.99,69.87,66.27,71.55,14,12,13,11,11,10,63.34,64.98,67.53
481,481,C. Verdonk,22,173.8,67.3,Netherlands,Black,69,Left,Excellent,Good,Medium/Medium,LB,67.15,51.33,69.91,63.74,61.05,69.6,68.12,66.91,70.33,66.63,81.66,14,13,14,9,13,13,72.21,72.09,66.56
482,482,L. Reyes,28,180.9,65.7,Mexico,Caucasian,69,Left,Good,Good,High/High,LB,68.14,33.53,63.86,66.3,62.29,66.47,78.08,73.89,71.85,67.72,75.56,16,12,13,11,13,9,66.86,65.3,64.87
483,483,S. Muroya,25,176.3,69.5,Japan,Asian,69,Right,Excellent,Average,Medium/High,RB,68.7,56.61,63.8,55.33,63.5,62.13,84.42,88.31,75.11,60.78,72.71,17,13,12,12,8,7,60.57,68.4,62.81
484,484,M. Clark,23,180.3,73.2,England,Middle-eastern,69,Left,Average,Average,Medium/High,LB,68.45,51.67,66.35,65.13,71.79,68.48,71.91,69.4,70.92,64.91,67.98,14,12,13,11,11,10,69.2,70.88,67.83
485,485,J. Gyamerah,24,183.6,76.8,Germany,Caucasian,69,Right,Good,Good,Medium/Medium,RB,62.84,40.41,67.76,68.34,62.2,73.95,73.69,73.57,69.71,67.72,75.12,13,13,13,11,10,8,68.16,69.71,62.51
486,486,,26,183.5,73.6,Spain,Caucasian,69,Left,Good,Good,Medium/Medium,LB,68.92,44.96,64.57,67.05,61.76,65.41,72.3,75.03,73.41,61.89,70.77,14,12,13,12,12,9,67.5,68.14,68.03
487,487,M. Kirkeskov,27,185.4,79.7,Denmark,Caucasian,69,Left,Good,Average,High/Medium,LWB,68.58,40.13,67.31,63.0,62.79,68.6,76.86,72.49,75.21,67.01,63.78,17,15,13,11,11,10,62.55,70.22,64.33
488,488,L. Bittante,25,183.7,74.7,Italy,Caucasian,69,Right,Good,Good,,RB,68.42,37.83,68.01,68.51,61.96,65.7,70.54,83.12,71.92,64.57,54.19,16,12,12,11,11,9,63.47,66.92,67.33
489,489,,20,180.0,70.4,France,Caucasian,69,Right,Good,Good,High/High,RWB,64.36,42.14,60.74,65.62,55.4,64.63,73.08,70.01,61.24,66.75,66.5,14,13,13,11,10,8,69.61,74.22,65.74
