,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,attacking_short_passing,skill_long_passing,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_jumping,power_stamina,power_strength,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
399,399,Diego González,24,185.2,82.9,Spain,Caucasian,72,Left,Good,Average,Medium/Medium,LCB,71.69,66.52,68.46,65.95,65.68,66.15,64.22,45.37,14,14,15,14,13,9,8,13,71.6,71.97,73.31
400,400,J. Giraudon,27,184.4,65.9,France,Caucasian,72,Right,Good,Average,Medium/Medium,RCB,72.79,70.71,69.04,64.84,53.34,58.26,68.18,44.96,14,14,14,14,13,7,9,11,71.6,72.98,70.64
401,401,F. Sørensen,27,193.9,87.6,Denmark,Caucasian,72,,Good,Average,Medium/Medium,RCB,74.23,69.34,64.72,51.7,63.9,51.29,69.52,65.48,13,13,16,14,14,6,13,14,69.38,71.18,69.5
402,402,F. Eboa Eboa,22,186.3,80.1,Cameroon,Black,72,Right,Average,Average,Low/Medium,LCB,76.75,67.07,59.61,53.84,56.97,50.88,68.09,65.48,16,13,14,13,14,7,7,13,69.87,71.71,71.29
403,403,L. Abram,23,181.2,75.6,Peru,Caucasian,72,Left,Good,Average,Medium/Medium,LCB,73.09,68.51,51.21,61.5,65.29,54.75,60.43,48.81,18,15,14,13,15,8,9,11,70.5,72.57,68.76
404,404,D. Polenta,27,184.8,86.8,Uruguay,Black,72,Left,Good,Average,Medium/High,LCB,66.86,64.75,62.67,69.33,68.34,70.81,62.32,51.66,15,14,18,15,13,7,9,13,72.48,71.97,67.99
405,405,B. Davies,23,184.8,73.7,England,Caucasian,72,Left,Good,Average,,LCB,69.71,65.32,62.91,72.91,70.26,60.65,67.03,63.1,15,14,15,13,13,6,6,13,73.65,72.53,70.22
406,406,Dani Calvo,25,189.6,81.7,Spain,Caucasian,72,Right,Good,Average,Medium/Medium,LCB,67.13,66.35,63.02,53.73,44.94,45.07,70.56,44.23,17,13,17,14,13,8,9,11,68.94,72.04,65.84
407,407,Carlos Hernández,28,185.0,81.0,Spain,Middle-eastern,72,Right,Good,Average,Medium/High,RCB,77.26,59.69,57.03,54.1,44.94,44.06,62.35,44.32,17,14,17,14,14,9,8,12,67.71,71.62,70.25
408,408,A. Barison,24,182.6,77.6,Italy,Caucasian,72,Right,Average,Average,Medium/High,LCB,74.79,64.73,59.59,65.75,64.58,60.14,69.86,71.16,15,13,13,14,14,8,6,13,71.7,71.6,71.76
409,409,L. Štetina,27,188.1,87.3,Slovakia,Caucasian,72,Right,Average,Average,Medium/High,LCB,70.58,68.44,67.93,63.04,66.7,64.14,69.81,48.41,11,13,17,15,13,6,9,13,67.55,70.62,73.31
410,410,David Fernández,34,186.2,81.4,Spain,Caucasian,72,Right,Masterful,Average,Medium/Medium,LCB,72.48,64.17,65.9,60.78,51.09,59.62,63.28,57.2,14,16,14,10,15,7,10,13,71.02,77.61,75.02
411,411,A. Wilkinson,34,187.2,85.2,,,72,Right,Good,Average,Medium/High,LCB,68.0,68.02,59.28,34.32,44.27,50.14,62.02,53.74,14,15,16,15,13,10,11,12,70.28,74.1,68.9
412,412,S. Gentiletti,34,186.0,76.9,Argentina,Caucasian,72,Left,Average,Average,Low/Medium,LCB,72.79,60.53,64.93,52.0,52.56,54.95,68.46,56.83,15,11,15,15,13,5,10,14,66.67,72.38,69.91
413,413,J. Velázquez,28,183.8,79.9,Argentina,Caucasian,72,Right,Average,Average,Low/High,LCB,69.77,52.13,49.97,63.36,70.31,66.7,70.52,47.84,14,14,15,15,14,7,9,12,74.03,73.03,79.43
414,414,Fábio Cardoso,25,187.1,79.1,Portugal,Caucasian,72,Right,Average,Average,Medium/High,LCB,72.09,62.14,49.28,61.76,60.25,64.13,73.01,56.87,15,15,15,15,14,6,8,13,64.21,73.52,71.47
415,415,,28,187.1,82.8,Croatia,Caucasian,72,Right,Good,Average,Medium/High,RCB,76.94,56.79,53.03,63.57,70.74,61.67,70.52,32.93,14,13,17,11,14,7,7,11,71.27,73.8,71.22
416,416,E. Olivera,29,179.6,73.1,Argentina,Caucasian,72,Right,Average,Average,Medium/Medium,LCB,69.79,62.83,50.36,67.76,63.87,70.81,66.3,55.29,14,14,15,13,14,6,8,11,72.41,73.52,72.22
417,417,O. Kanté,29,185.5,82.5,Guinea,Black,72,Right,Good,Average,,LCB,72.55,58.02,46.27,49.01,52.46,45.68,71.23,54.26,14,15,16,14,13,8,7,11,75.15,72.38,69.92
418,418,Álvaro Arroyo,30,180.1,70.8,Spain,Caucasian,72,Right,Good,Average,Medium/Medium,LCB,48.25,64.6,47.87,68.95,73.95,67.03,68.98,63.42,18,17,16,15,14,9,8,12,72.43,74.0,74.69
419,419,Alexandre Frandeira,31,191.9,84.8,Brazil,Caucasian,72,Right,Poor,Average,Low/Medium,LCB,64.53,61.51,63.72,46.69,51.56,46.32,67.14,38.09,12,12,18,16,13,7,6,14,72.07,71.15,67.27
420,420,Dankler,27,186.4,80.6,Brazil,Caucasian,72,Right,Good,Average,Medium/High,RCB,70.45,64.37,58.87,54.47,55.86,30.26,61.85,47.06,14,13,18,15,14,6,7,12,71.18,70.1,62.94
421,421,J. Pereira,32,182.9,79.7,Mexico,Caucasian,72,Right,Good,Average,Low/High,RCB,78.78,69.88,54.11,39.92,40.85,33.85,60.18,52.7,14,14,16,14,14,7,10,12,70.73,73.16,71.42
422,422,Pulido,28,186.1,71.6,Spain,Black,72,Right,Good,Average,High/Medium,RCB,72.79,66.59,43.13,39.93,42.67,51.35,62.99,40.54,14,15,16,15,14,7,7,11,70.04,72.02,67.53
423,423,W. Lautoa,31,182.4,86.6,New Caledonia,Black,72,Left,Good,Average,Medium/Medium,LCB,64.68,63.65,59.39,60.7,50.87,62.58,71.7,54.12,15,12,16,14,15,7,8,10,67.57,70.89,69.64
424,424,A. Weber,32,190.3,82.3,France,Caucasian,72,Right,Good,Average,Low/High,CB,75.63,69.75,69.9,53.73,34.5,47.98,70.34,53.08,12,14,16,14,14,7,10,13,74.4,71.76,63.04
425,425,,31,185.8,86.6,Georgia,Black,72,Right,Good,Average,Medium/High,RCB,72.86,65.18,63.13,39.34,46.16,53.53,65.0,57.94,15,14,16,16,14,6,11,14,68.74,72.23,69.8
426,426,J. Schunke,32,192.8,85.7,Argentina,Caucasian,72,Right,Good,Average,Low/Medium,RCB,79.15,70.72,69.38,29.75,29.73,27.84,74.19,27.98,6,12,17,14,14,5,5,14,74.44,71.98,63.76
427,427,Domingos Duarte,24,189.8,77.6,Portugal,Black,72,Right,Good,Average,,LCB,75.41,66.89,45.92,54.63,36.27,40.68,66.87,48.61,10,14,15,16,14,6,6,12,72.25,72.69,69.31
428,428,O. Gonzalez,30,195.7,92.2,United States,Caucasian,72,Right,Good,Average,Low/High,RCB,74.61,56.77,56.79,42.97,67.83,42.38,63.11,32.31,16,15,18,14,14,7,9,12,69.15,71.36,68.6
429,429,C. Terzi,35,179.8,69.1,Italy,Caucasian,72,Right,Good,Average,Medium/High,RCB,70.27,49.57,51.82,41.9,58.78,46.59,69.25,77.33,17,15,15,15,14,5,7,14,71.06,72.43,71.05
430,430,C. Quintana,31,190.1,84.0,Argentina,Caucasian,72,Left,Good,Average,Low/Medium,LCB,74.93,66.84,63.1,47.28,55.86,31.52,59.38,40.16,14,13,17,13,14,7,5,11,69.38,70.28,68.69
431,431,J. Komar,22,185.8,82.1,Argentina,Caucasian,72,Right,Average,Average,Low/Medium,RCB,75.42,65.98,56.79,48.12,58.49,48.1,67.59,32.79,12,15,16,12,14,6,8,10,72.65,73.6,66.88
432,432,K. Adénon,33,179.6,72.4,Benin,,72,Right,Excellent,Average,Medium/Medium,LCB,73.33,59.4,60.93,52.96,52.92,64.26,66.29,67.52,16,12,15,16,14,3,10,13,71.89,72.97,70.51
433,433,M. Danielson,30,192.1,81.0,,,72,Right,Average,Average,High/Medium,RCB,74.36,57.39,65.12,52.99,58.79,45.85,60.57,47.5,6,10,16,15,14,5,8,14,77.55,73.42,73.52
434,434,M. Chanot,29,186.3,84.3,Luxembourg,Black,72,Right,Good,Average,Medium/High,LCB,75.32,62.14,52.96,33.23,33.1,49.13,63.79,57.59,14,13,16,15,13,5,7,12,67.22,74.96,72.97
435,435,J. Onguéné,21,185.6,78.4,Cameroon,Black,72,Right,Good,Average,Medium/Medium,LCB,72.79,53.69,34.05,67.44,69.28,74.77,63.65,63.67,17,14,16,13,13,5,6,11,72.41,75.34,68.62
436,436,K. Bartley,28,194.4,94.0,England,Black,72,Right,Good,Average,Medium/High,RCB,72.91,65.17,53.3,55.89,52.65,39.35,62.36,44.82,10,14,18,15,13,5,7,13,70.65,72.95,69.62
437,437,N. Gyömbér,26,189.4,73.9,Slovakia,Caucasian,72,Right,Good,Average,Medium/Medium,RCB,78.17,57.17,53.38,50.74,60.91,37.3,64.39,59.23,14,9,15,13,14,4,5,13,72.12,73.04,70.86
438,438,C. Zimmermann,26,193.8,92.4,Germany,Caucasian,72,Right,Good,Average,Medium/High,RCB,70.14,63.84,63.02,55.26,51.56,43.02,67.08,39.86,13,14,17,14,14,6,5,14,73.59,71.0,73.91
439,439,G. Lanaro,33,185.7,84.1,Argentina,Caucasian,72,Right,Average,Average,Low/High,LCB,71.91,69.37,68.93,46.69,51.65,48.09,63.17,34.48,16,10,18,15,12,4,7,12,68.51,73.54,67.52
440,440,,33,183.2,79.8,Poland,Caucasian,72,Right,Good,Average,Medium/High,CB,65.57,53.51,52.12,63.76,61.98,62.19,64.31,58.72,18,11,16,13,14,6,7,13,69.97,73.62,73.06
441,441,M. Wagué,28,191.5,85.1,Mali,Black,72,Right,Good,Average,Low/Medium,RCB,71.95,49.44,51.39,49.05,58.12,71.88,69.07,46.43,15,13,18,15,14,5,7,13,72.27,72.27,71.19
442,442,E. Muñoz,28,185.2,78.3,Argentina,Caucasian,72,Right,Good,Average,,RCB,74.71,62.04,55.33,43.62,47.15,38.03,65.06,45.43,15,12,17,15,13,4,6,12,70.04,72.88,71.42
443,443,J. Bottinelli,34,179.9,78.9,Argentina,Caucasian,72,Left,Good,Average,Medium/High,LCB,74.52,59.47,53.06,29.68,35.58,35.47,67.98,64.74,17,6,15,16,14,3,8,13,73.59,72.93,62.9
444,444,M. Abarhoun,30,187.2,75.4,Morocco,Black,72,Right,Average,Average,Medium/Medium,LCB,71.98,57.67,57.47,37.99,51.48,58.35,67.48,55.19,12,13,15,14,15,4,5,12,75.4,72.27,71.28
445,445,V. Sasso,28,186.4,81.7,France,Caucasian,72,Right,Good,Average,Medium/Medium,LCB,70.67,72.61,60.25,36.46,33.61,45.37,66.76,46.15,13,7,15,15,14,4,6,12,68.18,73.24,69.93
446,446,M. Franke,26,192.6,90.4,Germany,Caucasian,72,Right,Average,Average,Medium/High,RCB,76.23,58.93,47.85,47.25,51.97,36.76,61.84,37.74,10,12,18,14,13,4,6,11,73.0,74.61,69.39
447,447,F. Vicari,24,190.1,80.4,,,72,Right,Average,Average,Low/High,RCB,69.47,65.7,56.54,35.42,33.71,45.4,67.57,41.93,14,10,15,13,13,4,8,12,74.31,78.13,75.61
448,448,S. Posch,22,187.7,76.0,Austria,Caucasian,72,Right,Good,Average,Medium/Medium,RCB,69.94,63.17,45.3,55.88,62.45,42.11,64.39,57.84,14,12,14,11,15,5,6,13,73.76,78.0,74.39
449,449,B. Plani?,27,191.2,85.4,Serbia,Caucasian,72,Right,Average,Average,Low/High,LCB,72.64,47.58,24.87,53.61,68.92,30.45,70.87,36.76,16,15,16,15,14,4,6,6,68.65,71.87,69.26
450,450,D. Maietta,36,184.2,74.7,Italy,Caucasian,72,Right,Average,Average,Medium/High,RCB,70.24,55.79,53.06,30.44,32.53,30.83,67.65,51.85,14,8,15,14,15,3,4,14,65.11,78.06,74.11
451,451,C. S?punaru,35,186.6,80.8,,,71,Right,Good,Average,Medium/High,LCB,68.8,62.15,64.03,59.71,50.55,64.57,77.3,63.35,13,12,16,16,13,13,13,11,68.01,68.79,64.07
452,452,O. ?el?stka,30,186.5,80.1,Czech Republic,Caucasian,71,Right,Good,Good,Medium/Medium,RCB,68.12,70.07,61.31,63.07,59.74,62.42,62.35,61.08,15,13,15,14,13,12,11,12,68.34,71.44,69.14
453,453,M. Caligiuri,35,179.9,75.2,,,71,Right,Good,Average,Low/Medium,RCB,65.32,67.18,68.24,53.56,49.49,72.46,69.18,68.22,17,11,14,13,13,11,12,14,72.02,71.34,69.33
454,454,Y. Barbet,26,187.3,80.9,France,Black,71,Left,Average,Good,Medium/Medium,LCB,72.79,63.89,72.78,66.84,69.65,61.46,68.22,54.39,12,14,15,13,13,11,13,13,68.34,72.23,72.28
455,455,J. Torres Nilo,31,179.8,77.8,Mexico,Caucasian,71,Left,Average,Good,Medium/High,LCB,68.42,68.44,61.07,72.7,72.67,72.46,71.77,56.98,15,16,16,17,14,10,10,13,64.63,72.33,71.04
456,456,,26,179.6,76.6,Costa Rica,Caucasian,71,Left,Good,Average,High/Medium,LCB,71.78,62.48,67.77,69.19,66.71,60.56,67.76,77.85,15,14,14,14,14,10,10,13,70.23,69.94,69.45
457,457,B. Godfrey,21,183.0,73.8,England,Caucasian,71,Right,Good,Average,Medium/High,LCB,63.52,68.6,62.89,71.81,68.0,67.5,68.08,68.25,15,14,16,14,13,9,11,13,69.8,69.19,70.02
458,458,S. Ajayi,25,192.9,82.7,Nigeria,Black,71,Right,Average,Average,Medium/Medium,LCB,70.98,62.45,56.99,76.14,75.58,55.56,64.75,34.71,14,15,16,14,13,10,9,12,66.69,72.2,69.65
459,459,M. te Wierik,27,190.7,73.0,Netherlands,Black,71,Right,Good,Average,Medium/Medium,RCB,70.41,63.04,61.33,51.48,66.63,59.77,67.05,46.73,13,14,15,13,14,10,11,13,69.62,68.54,67.46
460,460,A. Rrahmani,25,192.4,87.2,Kosovo,Black,71,Right,Excellent,Average,Medium/High,CB,75.23,59.24,57.3,50.64,68.76,48.91,65.33,47.23,14,15,16,15,13,9,7,11,66.39,71.76,70.71
461,461,M. van der Werff,30,186.4,81.5,Netherlands,Black,71,Right,Good,Average,Medium/Medium,RCB,67.86,68.23,68.19,56.17,54.33,53.29,67.26,61.1,13,12,15,14,14,6,11,14,70.08,70.55,70.04
462,462,N. Gorosito,30,182.1,78.8,Argentina,Caucasian,71,Right,Good,Average,Medium/Medium,RCB,69.52,67.17,61.76,60.7,61.85,55.31,59.45,41.15,16,12,16,15,13,11,10,13,67.43,68.49,72.42
463,463,M. Herrera,27,184.6,77.7,Argentina,Caucasian,71,Right,Average,Average,Medium/Medium,CB,74.4,69.88,68.66,61.75,69.47,56.79,64.43,55.05,15,14,17,16,14,11,9,10,70.37,63.5,72.28
464,464,Feng Xiaoting,33,187.0,78.1,,,71,Right,Good,Average,High/High,RCB,74.98,70.08,73.41,65.58,52.39,53.23,68.42,60.25,15,14,14,13,14,12,13,13,71.8,69.75,71.12
465,465,M. Valjent,23,185.9,82.5,Slovakia,Caucasian,71,Right,Average,Average,Medium/Medium,RCB,70.59,67.1,56.89,69.52,68.0,73.91,66.09,66.62,15,16,13,14,12,10,10,11,71.3,75.92,71.04
466,466,O. Vranješ,29,181.9,76.2,Bosnia Herzegovina,Caucasian,71,,Good,Average,Medium/High,RCB,71.4,60.24,53.62,64.19,68.93,66.77,62.42,66.23,13,13,15,18,13,11,9,13,67.67,72.22,70.01
467,467,O. Alanís,30,183.1,79.9,Mexico,Caucasian,71,Left,Good,Average,Low/Medium,LCB,73.91,65.52,69.54,41.26,49.36,51.24,64.01,56.21,15,14,14,12,14,9,11,13,70.85,72.58,72.29
468,468,J. Domínguez,31,175.0,72.6,Mexico,Caucasian,71,Right,Average,Average,High/High,LCB,67.18,62.3,58.09,63.35,67.63,66.1,66.33,63.22,16,14,14,14,14,9,11,11,71.59,70.22,68.03
469,469,M. Correia,30,186.3,81.0,Portugal,Caucasian,71,Right,Excellent,Average,Medium/Medium,LCB,67.49,67.69,61.31,63.35,64.06,64.34,68.27,61.16,15,12,15,13,14,8,11,13,69.77,69.48,66.41
470,470,,32,188.0,87.3,Republic of Ireland,Caucasian,71,Right,Good,Average,High/Medium,RCB,72.56,69.89,65.23,61.98,54.33,47.15,68.29,58.82,14,15,15,13,13,10,11,14,72.03,68.92,70.63
471,471,J. Lefort,25,183.7,83.0,France,Black,71,Left,Good,Average,Medium/Medium,LCB,63.73,66.63,60.6,65.72,64.6,71.88,69.56,56.03,12,16,14,13,14,12,8,13,70.86,69.48,68.33
472,472,C. Halkett,24,183.2,75.1,Scotland,Caucasian,71,Right,Excellent,Average,Medium/High,RCB,78.51,61.03,58.64,65.33,60.76,56.62,60.07,65.16,18,14,16,14,14,10,5,12,67.86,68.69,63.53
473,473,U. Hünemeier,33,188.7,85.3,Germany,Caucasian,71,Right,Excellent,Average,Medium/Medium,LCB,69.07,64.51,60.22,49.19,52.66,53.44,72.89,58.83,14,9,14,13,14,8,11,13,72.62,71.34,69.91
474,474,V. Nelsson,20,185.2,77.6,Denmark,Caucasian,71,Right,Good,Average,Low/High,RCB,67.73,67.68,65.89,64.11,64.06,58.43,63.36,68.11,14,15,16,13,13,7,12,14,74.04,71.6,66.81
475,475,G. Jung,24,188.7,75.9,Germany,Caucasian,71,Right,Good,Average,Medium/Medium,RCB,69.73,66.93,67.96,64.2,58.99,62.4,62.89,55.82,10,13,15,14,14,5,11,12,70.68,72.59,70.98
476,476,D. Lenihan,25,177.5,75.8,,,71,Right,Good,Average,Medium/High,RCB,66.71,62.15,59.07,61.79,68.72,60.47,57.04,66.23,15,14,14,15,14,9,9,10,71.41,72.42,72.74
477,477,M. Clarke,22,187.7,73.8,England,Black,71,Left,Good,Good,High/Medium,LCB,72.79,60.11,60.08,50.64,57.81,46.85,62.62,66.35,14,14,17,15,12,9,11,14,70.01,70.09,67.52
478,478,J. Castelletto,24,184.6,76.4,Cameroon,Black,71,,Good,Average,Medium/Medium,RCB,75.48,60.82,55.37,73.52,77.35,67.63,65.03,66.23,17,16,14,15,13,11,8,12,69.93,70.42,67.33
479,479,L. Galeano,27,183.7,84.2,Argentina,Caucasian,71,Right,Good,Average,High/High,RCB,70.03,61.36,64.11,49.93,60.09,53.52,66.5,52.04,15,14,15,14,14,11,10,12,73.33,72.42,65.74
480,480,L. Quintana,27,177.7,74.5,Mexico,Caucasian,71,Right,Good,Average,Medium/Medium,LCB,66.18,64.12,60.49,52.58,54.18,63.51,72.89,56.87,17,15,15,14,13,5,10,11,66.91,73.07,72.43
481,481,T. Lees,28,185.5,75.3,England,Caucasian,71,Right,Average,Average,Medium/Medium,RCB,71.18,63.58,55.32,59.46,55.16,61.19,65.8,67.51,15,13,16,13,13,7,11,14,74.0,68.76,70.13
482,482,M. Stefani,35,179.9,79.5,Italy,Caucasian,71,Right,Average,Average,Low/High,RCB,74.3,64.25,59.54,59.46,60.36,57.2,66.3,69.28,14,13,14,13,14,10,10,14,71.88,70.54,71.2
483,483,B. Wright,26,184.4,78.8,Australia,Caucasian,71,Right,Good,Average,Medium/Medium,LCB,70.42,60.03,43.96,63.53,63.3,60.28,65.11,63.46,16,14,15,16,13,7,9,12,68.76,69.68,69.5
484,484,P. Djilobodji,30,193.2,81.5,Senegal,Black,71,Left,Good,Average,,LCB,71.46,63.5,67.49,63.99,63.73,50.82,61.07,46.59,15,13,16,16,14,7,9,10,63.46,71.71,73.11
485,485,Miltisco Paulino,31,180.2,76.9,Brazil,Black,71,Right,Good,Average,Medium/Medium,LCB,72.66,61.8,43.96,60.88,60.69,61.92,66.84,62.41,15,11,15,15,13,6,8,12,67.52,73.31,71.71
486,486,W. Kanon,25,188.0,84.5,Ivory Coast,Black,71,Left,Good,Average,Medium/Medium,LCB,66.47,56.99,52.87,63.11,67.8,51.51,63.47,49.98,12,13,16,14,13,5,8,12,72.67,74.66,70.57
487,487,S. Ben Youssef,30,189.3,81.9,Tunisia,Black,71,Right,Good,Average,Low/Medium,LCB,66.89,58.31,51.42,54.31,63.68,31.46,60.61,43.56,16,14,17,15,13,8,10,12,72.07,70.02,70.83
488,488,S. Findlay,23,190.6,81.8,Scotland,Caucasian,71,Left,Good,Average,Medium/High,LCB,72.45,69.88,63.6,60.97,68.0,44.47,64.03,57.1,15,14,14,13,13,7,9,12,70.85,72.44,69.45
489,489,W. Saliba,18,191.9,84.6,France,Caucasian,71,Right,Good,Average,High/Medium,RCB,67.06,70.36,51.59,62.21,63.76,48.91,67.83,59.69,14,13,15,13,15,7,12,13,69.73,71.59,69.45
490,490,J. Gradit,26,180.4,76.6,,,71,Right,Good,Average,Medium/High,RCB,60.9,71.14,59.46,70.44,67.75,63.88,65.75,66.91,17,16,15,14,13,6,9,13,71.07,72.7,70.17
491,491,M. Bokadi,23,185.5,79.8,DR Congo,Black,71,Right,Average,Average,Medium/Medium,RCB,70.68,67.42,67.08,50.66,53.39,44.29,67.03,56.13,10,15,14,14,14,7,10,13,70.01,71.01,70.39
492,492,Jorge Teixeira,32,188.9,88.7,Portugal,Caucasian,71,Right,Good,Average,Low/High,CB,70.57,63.78,60.66,42.98,40.25,40.01,64.94,45.41,9,13,17,15,14,10,12,15,75.08,68.4,66.67
493,493,Pombaxinho,35,191.1,90.1,Brazil,Black,71,Right,Good,Average,Medium/High,LCB,76.89,61.59,61.19,41.16,61.46,37.94,64.32,41.3,11,10,18,9,13,6,12,13,68.55,77.32,76.46
494,494,A. Briseño,25,184.7,81.3,Mexico,Caucasian,71,Right,Average,Average,Medium/Medium,CB,70.49,53.12,43.65,65.99,60.46,62.55,64.93,64.06,18,15,14,16,13,4,9,12,68.29,70.99,69.42
495,495,,28,191.4,84.1,Central African Rep.,Black,71,Right,Good,Average,Medium/Medium,RCB,69.71,66.39,52.3,65.48,52.47,34.85,60.41,45.67,14,12,16,14,13,10,8,12,71.34,73.23,66.42
496,496,M. Somma,24,182.2,76.8,Italy,Caucasian,71,Right,Good,Average,Low/Medium,LCB,70.7,60.83,52.82,67.84,62.6,74.13,65.93,63.83,16,13,14,13,13,4,10,12,71.75,69.68,72.88
497,497,D. Kolovetsios,27,183.2,76.6,Greece,Middle-eastern,71,Left,Good,Average,Low/High,RCB,70.13,64.92,57.74,62.77,66.63,59.37,64.43,68.04,12,15,14,13,15,7,10,14,69.93,76.08,71.81
498,498,M. Torsiglieri,31,189.9,86.4,Argentina,Caucasian,71,Left,Good,Average,Medium/Medium,LCB,76.71,62.33,59.67,45.16,50.57,36.46,64.94,40.59,14,12,18,16,13,8,10,12,70.18,67.04,62.11
499,499,S. Decarli,27,187.6,81.7,Switzerland,Caucasian,71,Right,Average,Average,Medium/High,LCB,70.85,60.08,55.22,62.9,71.76,56.52,65.02,57.2,13,13,15,13,14,7,8,13,70.95,72.11,72.93
500,500,N. Kati?,22,187.5,80.4,Croatia,Caucasian,71,Right,Average,Average,Medium/Medium,LCB,72.57,60.36,56.25,70.28,71.76,56.54,65.08,59.12,14,13,15,15,13,5,7,13,67.77,69.92,70.79
501,501,A. Turan,35,186.5,81.5,Turkey,Middle-eastern,71,Right,Good,Average,Low/High,RCB,73.31,65.04,63.29,32.06,31.88,33.26,71.76,40.43,12,6,15,14,14,7,9,12,72.21,73.95,64.71
502,502,J. de Wijs,24,188.7,95.3,,,71,Left,Average,Average,Medium/Medium,LCB,72.18,55.35,69.62,40.52,47.87,32.62,63.61,51.59,14,13,17,15,13,5,5,13,72.37,68.3,67.03
503,503,G. Scognamiglio,32,185.8,78.3,Italy,Caucasian,71,Left,Average,Average,Medium/High,LCB,81.96,52.03,42.31,46.0,45.88,51.69,68.06,70.27,16,14,17,14,13,13,6,12,69.55,71.43,65.77
504,504,B. Acosta,32,182.3,92.0,Costa Rica,Caucasian,71,Right,Good,Average,Medium/High,LCB,65.17,56.29,59.63,49.37,49.14,55.77,62.55,58.78,16,14,18,16,13,6,6,13,70.83,69.76,67.49
505,505,A. Mure?an,33,189.0,79.8,Romania,Middle-eastern,71,Right,Good,Average,Medium/High,LCB,70.84,62.16,62.51,51.47,50.77,57.73,62.11,50.16,14,14,17,16,12,8,10,12,62.85,74.83,72.29
506,506,Yun Young Sun,30,184.8,78.2,Korea Republic,Asian,71,Right,Excellent,Average,Medium/High,RCB,67.24,62.95,57.83,67.32,69.18,68.52,70.72,61.97,13,15,17,17,14,6,12,11,61.84,68.08,66.72
507,507,,31,194.2,84.8,Brazil,Caucasian,71,Right,Good,Average,Medium/Medium,LCB,75.19,48.22,44.88,71.15,77.57,32.26,70.87,29.23,11,12,15,14,14,8,7,13,73.1,73.95,64.02
508,508,P. Mainka,24,194.3,85.5,Germany,Caucasian,71,Right,Good,Average,Medium/Medium,RCB,73.11,59.57,52.92,50.94,58.47,68.26,66.31,41.4,8,13,16,13,14,7,8,11,73.96,72.55,66.84
509,509,M. Coronel,30,179.6,81.8,Argentina,Caucasian,71,Right,Good,Average,Medium/Medium,RCB,71.22,58.74,57.18,53.99,44.86,53.71,67.89,43.54,18,8,14,14,13,5,8,11,68.35,73.62,73.34
510,510,H. Dean,27,190.5,75.1,England,Caucasian,71,Right,Good,Average,,RCB,71.39,63.5,60.6,58.07,51.17,56.87,62.11,55.08,16,13,15,15,13,6,7,13,71.42,72.37,66.19
511,511,J. Cooper,24,192.7,84.6,England,Caucasian,71,Left,Average,Average,Medium/Medium,LCB,80.11,57.41,59.67,51.44,52.74,43.18,67.34,52.8,15,14,16,13,14,6,10,10,71.49,70.31,70.31
512,512,D. Burn,27,197.6,87.3,England,Caucasian,71,Left,Good,Average,Low/Medium,LCB,73.84,58.66,60.18,43.18,47.65,31.29,66.51,25.92,10,12,17,14,13,7,9,12,72.2,68.64,69.49
513,513,T. Elphick,31,192.6,85.3,England,Caucasian,71,Right,Good,Average,Medium/High,RCB,71.2,63.88,49.66,36.61,37.58,55.81,63.36,47.58,14,10,15,14,14,5,8,10,70.08,71.5,67.4
514,514,M. Barbieri,25,180.7,79.3,Argentina,Caucasian,71,Right,Average,Average,Low/Medium,LCB,73.91,50.49,44.93,66.98,66.91,56.78,62.96,54.78,18,10,16,14,13,7,6,13,68.64,70.69,68.04
515,515,S. Holmén,27,184.6,77.3,Sweden,Caucasian,71,,Good,Average,Low/Medium,RCB,62.65,68.89,66.73,69.06,63.63,54.98,61.7,46.59,15,13,14,13,14,6,6,12,71.87,73.59,75.99
516,516,E. Godoy,25,185.0,79.3,Argentina,Caucasian,71,Right,Average,Average,Medium/Medium,RCB,65.91,65.84,59.49,58.06,64.69,52.08,67.56,52.04,14,14,16,15,13,5,6,11,70.65,69.46,66.54
517,517,Koo Ja Ryong,27,182.7,77.4,Korea Republic,Asian,71,Right,Average,Average,Low/High,RCB,75.18,56.83,48.61,73.35,74.5,72.09,67.47,63.78,16,15,15,14,14,4,9,13,68.13,68.36,67.73
518,518,P. Bauer,26,192.4,87.5,Germany,Caucasian,71,Right,Good,Average,Medium/Medium,RCB,68.51,65.45,61.1,31.12,31.24,40.17,58.85,33.78,6,10,18,14,14,6,8,13,74.1,70.81,70.27
519,519,,25,188.7,85.5,Germany,Caucasian,71,Right,Good,Average,High/Medium,LCB,70.82,50.05,42.92,52.86,62.5,56.43,67.23,57.71,16,14,15,12,14,5,8,12,71.72,73.38,66.65
520,520,Artur Jorge,24,185.8,79.2,Portugal,Caucasian,71,Right,Good,Average,Low/Medium,RCB,63.78,60.0,44.84,56.44,52.19,44.58,65.64,57.68,15,11,15,14,14,6,6,11,76.35,70.96,70.13
