,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
385,385,M. Rzatkowski,29,172.2,65.8,Germany,Caucasian,73,Left,Good,Good,Medium/Medium,LDM,72.86,73.78,71.06,72.58,73.94,74.31,80.07,72.48,85.08,14,12,17,12,14,13,14,13,14,12,67.56,62.97,57.85
386,386,Óscar,21,173.9,68.0,Spain,Caucasian,73,Right,Good,Good,High/Medium,LCM,72.22,78.64,67.68,76.1,63.66,66.04,65.51,73.34,74.3,12,11,12,12,14,9,12,13,14,14,47.32,46.52,43.2
387,387,M. Donald,30,183.0,75.2,Netherlands,Caucasian,73,Right,Good,Good,Medium/Medium,RDM,77.01,67.46,68.91,69.54,61.59,76.12,56.67,72.61,62.2,15,14,15,17,13,15,14,13,13,13,69.1,67.54,63.9
388,388,C. Baeza,25,171.1,63.7,Chile,Caucasian,73,Right,Good,Good,Medium/Medium,RCM,73.13,71.32,73.39,72.72,70.58,70.43,71.18,68.67,79.91,14,14,16,14,13,13,14,13,14,13,61.88,68.54,68.07
389,389,S. ?nan,34,181.9,73.6,Turkey,Middle-eastern,73,Right,Good,Good,Medium/Medium,CDM,76.73,70.93,74.6,78.04,52.4,44.73,56.74,68.63,60.45,15,13,12,12,15,12,12,12,15,15,69.93,65.11,57.83
390,390,A. Poko,26,172.9,72.5,Gabon,Black,73,Right,Good,Good,High/High,LDM,70.41,72.28,65.29,71.55,74.88,72.92,72.42,74.5,78.03,13,13,18,13,9,18,14,13,14,11,66.16,73.55,64.79
391,391,Fran Mérida,29,177.3,73.9,Spain,Caucasian,73,Left,Good,Good,Medium/Medium,LDM,76.46,70.13,74.88,71.73,60.69,58.19,59.2,68.25,67.71,15,13,13,14,15,16,13,14,14,12,64.69,72.14,70.41
392,392,B. Dejaegere,28,174.2,72.1,Belgium,Caucasian,73,Right,Excellent,Excellent,High/High,LCM,70.53,75.87,72.55,74.08,81.15,69.7,90.83,71.19,82.91,14,16,17,12,13,14,14,14,14,15,64.48,68.08,68.48
393,393,,27,176.5,69.9,Germany,Caucasian,73,Right,Excellent,Good,Medium/Medium,RCM,72.72,74.83,71.7,75.54,80.58,75.77,78.76,71.29,80.72,12,14,17,14,11,12,13,13,14,14,63.66,63.48,60.0
394,394,J. Fleck,27,169.2,71.6,Scotland,Caucasian,73,Left,Average,Good,Medium/Medium,LCM,72.11,74.11,68.13,73.01,77.39,66.74,78.84,72.28,84.46,14,15,16,13,13,16,14,12,15,15,68.56,67.18,66.95
395,395,I. Akhmetov,21,173.4,67.3,,,73,Right,Excellent,Good,Medium/Medium,RCM,78.19,77.37,77.34,73.13,74.32,75.42,80.27,71.7,81.52,11,10,12,9,12,8,13,12,15,14,62.75,60.55,55.07
396,396,C. Gentner,33,188.7,80.6,Germany,Caucasian,73,Right,Excellent,Average,Medium/Medium,CM,69.92,67.59,72.17,72.05,34.49,34.22,49.95,70.71,47.91,15,12,13,15,15,14,15,14,15,15,67.08,73.93,70.82
397,397,Y. Chibsah,26,177.4,78.0,Ghana,Black,73,Right,Good,Good,Medium/High,RDM,75.46,70.31,68.13,73.86,75.91,62.38,80.99,77.09,82.54,14,13,17,14,12,16,15,13,12,13,72.39,71.66,68.07
398,398,C. Roldan,24,173.1,74.7,United States,Black,73,,Good,Good,High/High,RDM,72.98,70.16,69.9,65.89,68.22,68.78,76.87,70.24,80.77,14,16,18,13,12,15,14,13,13,14,70.49,70.64,68.9
399,399,A. De Sart,22,180.1,66.8,Belgium,Caucasian,73,Right,Good,Good,Medium/High,RDM,73.4,67.85,72.6,72.98,66.38,58.95,73.31,69.05,70.93,14,12,16,13,14,11,14,13,14,13,68.56,69.95,68.17
400,400,G. Brugman,26,175.2,66.3,Uruguay,Black,73,Right,Good,Good,High/Medium,LCM,75.91,68.51,77.09,74.2,73.99,70.46,84.48,71.61,79.37,13,10,15,12,13,12,12,13,15,15,60.81,60.28,56.81
401,401,Álex Fernández,26,182.3,71.8,Spain,Caucasian,73,Right,Good,Good,Medium/Medium,LDM,81.3,74.36,76.2,74.72,64.59,58.95,67.86,67.69,68.16,13,11,15,12,14,12,13,13,15,12,66.37,68.81,66.26
402,402,D. Toköz,23,179.9,74.8,Turkey,Middle-eastern,73,Right,Good,Good,High/Medium,LDM,76.35,72.27,69.64,68.48,73.65,68.55,69.46,68.61,69.87,15,13,13,14,13,15,15,12,12,14,68.56,72.09,76.99
403,403,J. Livermore,29,179.6,74.1,England,Caucasian,73,Right,Average,Good,Medium/Medium,RDM,75.92,70.31,72.91,73.93,64.4,61.06,65.1,73.62,71.93,14,13,16,15,13,15,14,12,13,15,75.02,71.85,66.26
404,404,T. Baši?,22,189.3,79.6,Croatia,Caucasian,73,Left,Good,Good,High/Medium,RCM,75.41,70.62,74.55,75.36,53.42,55.19,83.64,70.49,63.33,14,12,12,13,13,12,12,13,14,14,63.57,69.95,68.63
405,405,V. Pajot,28,179.8,68.2,France,Caucasian,73,Right,Good,Good,,RCM,75.69,70.31,71.19,72.99,66.38,54.23,65.73,76.39,72.57,12,15,13,12,13,16,15,12,14,14,72.13,74.07,71.35
406,406,L. Phiri,24,173.5,63.0,South Africa,Black,73,Right,Good,Good,Medium/High,LDM,74.59,72.28,68.99,73.26,75.22,74.83,76.64,71.39,80.77,11,14,16,13,11,13,14,12,13,14,73.04,73.98,67.66
407,407,J. Molina,31,185.6,77.3,Mexico,Caucasian,73,Right,Excellent,Good,Medium/High,LCM,70.27,65.58,69.77,69.33,64.23,68.04,68.33,72.82,69.11,12,14,18,16,12,15,14,14,13,14,65.94,71.04,71.88
408,408,Mikel Rico,34,178.6,74.7,Spain,Caucasian,73,Right,Excellent,Average,High/Medium,RCM,72.67,62.37,71.89,70.37,43.03,35.16,67.81,77.35,73.18,16,15,15,15,12,14,15,13,15,15,68.76,77.07,71.28
409,409,D. Pavelka,28,185.2,74.4,Czech Republic,Caucasian,73,Right,Excellent,Good,Medium/High,LCM,74.71,67.2,73.47,75.85,57.9,62.17,63.41,71.1,64.28,14,13,15,14,12,16,13,12,13,13,65.6,70.39,66.46
410,410,M. Camara,22,179.9,81.0,Guinea,Black,73,Right,Good,Good,High/High,LDM,68.56,70.94,66.06,71.17,65.58,68.04,64.1,67.79,62.46,15,12,17,16,14,16,14,11,12,13,73.09,73.91,68.77
411,411,M. Pack,28,187.7,74.4,England,Black,73,Right,Good,Good,Medium/High,RDM,75.53,67.66,74.95,72.57,48.51,56.54,63.99,67.98,58.53,14,13,17,15,13,14,14,11,14,15,65.6,67.23,63.96
412,412,Mosquera,31,183.7,76.0,Spain,Black,73,Left,Good,Good,Medium/Medium,CDM,70.46,65.04,68.8,71.24,43.03,33.58,69.03,71.11,61.73,12,14,16,13,12,14,14,14,14,14,72.58,69.7,63.49
413,413,T. Ouwejan,23,183.0,71.8,Netherlands,Caucasian,73,Left,Good,Good,Medium/Medium,LCM,73.95,71.87,68.59,69.51,71.71,74.28,83.64,69.21,71.73,12,13,16,14,11,14,14,12,13,14,70.32,73.98,71.96
414,414,L. Gil,28,171.1,68.9,Argentina,Caucasian,73,Left,Average,Good,,LDM,78.24,72.64,77.38,68.3,68.71,65.17,71.07,58.35,71.95,13,18,15,14,14,15,14,12,15,13,67.08,70.04,72.88
415,415,Luis Couprins,31,177.0,72.0,Brazil,Middle-eastern,73,Right,Good,Average,Low/Medium,RDM,68.51,57.57,74.95,60.41,75.93,74.33,80.53,64.24,80.38,16,11,15,11,14,15,15,10,13,12,79.34,71.09,68.9
416,416,Michel Cruceiro,27,185.3,82.2,Brazil,Caucasian,73,Left,Good,Average,Medium/Medium,LDM,74.39,61.58,68.74,70.53,57.94,61.44,58.68,65.53,46.17,16,10,17,15,15,14,14,11,11,14,71.67,71.6,64.81
417,417,B. Perlaza,27,187.0,82.9,Colombia,Black,73,Right,Average,Good,Medium/High,RDM,67.98,61.58,65.2,68.42,47.78,54.2,53.18,76.24,54.77,13,11,18,17,8,14,14,13,13,14,74.75,72.34,63.44
418,418,Marcos Paneira,31,181.7,73.1,Brazil,Caucasian,73,Right,Good,Average,Medium/Medium,LDM,73.35,71.35,70.75,65.72,59.41,54.54,57.46,71.05,61.13,10,14,14,14,12,13,14,8,14,13,77.84,74.72,74.05
419,419,Javi Fuego,35,181.3,76.2,Spain,Caucasian,73,Right,Good,Average,Medium/High,CDM,70.42,62.31,68.76,69.79,43.03,33.78,63.86,74.17,62.33,14,14,12,14,12,16,15,11,14,17,74.8,71.75,70.82
420,420,Juliano Mascarinhas,35,183.1,79.7,Brazil,Caucasian,73,Right,Average,Average,Medium/Medium,LDM,74.49,62.47,72.09,63.59,66.23,61.88,60.97,71.05,64.38,11,14,15,15,10,14,15,12,11,14,78.73,71.74,68.14
421,421,D. McCarty,32,175.2,67.6,United States,Caucasian,73,Right,Good,Good,Medium/High,LDM,76.5,67.49,66.45,69.34,58.16,42.52,83.64,72.54,75.58,13,12,17,13,10,15,14,11,12,13,72.83,77.07,69.65
422,422,M. Ilaimaharitra,23,176.5,78.8,Madagascar,Black,73,Right,Good,Good,Medium/Medium,RDM,73.01,65.58,71.48,71.1,70.14,70.47,67.79,69.1,75.16,14,14,16,14,13,15,14,9,13,13,68.74,71.73,68.81
423,423,M. Siopis,25,170.7,66.7,Greece,Middle-eastern,73,Right,Good,Average,Medium/High,RDM,70.44,65.58,66.84,65.62,72.14,76.95,69.38,66.9,81.52,13,13,17,13,11,16,14,9,11,13,74.84,77.03,76.48
424,424,T. Trybull,26,181.4,72.3,Germany,Caucasian,73,Right,Good,Good,Medium/High,RDM,74.95,65.26,72.09,66.53,65.94,56.94,70.75,65.34,69.89,12,14,15,14,12,15,15,10,12,14,74.2,74.87,70.35
425,425,A. Esiti,25,189.1,83.8,Nigeria,Black,73,Right,Good,Average,Low/Medium,LDM,69.05,61.83,64.48,61.17,63.46,53.37,37.81,67.66,40.77,14,9,16,17,10,16,15,9,11,13,72.73,75.57,70.74
426,426,,23,177.6,75.4,France,Caucasian,72,Right,Average,Good,High/Low,LCM,73.67,74.53,68.61,73.47,70.94,74.65,67.24,67.82,69.38,16,11,14,13,15,12,11,14,14,13,55.17,58.18,47.85
427,427,K. McLean,27,183.4,70.3,Scotland,Caucasian,72,Left,Good,Good,High/High,LDM,72.42,73.43,73.09,73.23,73.51,74.16,76.42,69.65,60.79,15,14,15,14,13,11,11,13,14,14,62.82,63.36,51.73
428,428,,29,178.1,72.0,Korea Republic,Asian,72,Left,Excellent,Excellent,High/Medium,LCM,72.21,69.85,68.41,73.85,77.93,76.25,78.85,71.78,70.7,13,14,15,13,13,12,12,15,14,14,58.69,58.48,55.31
429,429,M. Gakpa,25,182.0,70.4,France,Caucasian,72,Left,Average,Excellent,Medium/Medium,LCM,75.18,76.03,72.92,72.94,82.1,76.25,77.85,70.87,72.33,13,9,13,12,14,10,10,13,15,14,58.69,50.08,47.39
430,430,A. Benali,27,172.5,65.5,Libya,Black,72,Right,Average,Excellent,Medium/Medium,CDM,74.88,78.05,71.8,76.25,82.82,73.04,93.44,70.36,88.49,12,11,15,12,13,10,11,14,14,14,31.29,48.02,56.02
431,431,M. Kanno,24,176.7,70.8,Saudi Arabia,Middle-eastern,72,Right,Good,Good,High/Medium,RDM,73.15,70.51,68.77,74.67,71.18,71.4,72.67,67.01,61.03,15,12,15,15,15,13,13,13,13,13,67.99,68.15,66.86
432,432,B. Acosta,25,175.1,73.1,Honduras,,72,Right,Good,Good,High/High,LDM,68.51,63.5,73.9,67.53,80.28,86.83,79.23,71.65,87.47,17,14,16,15,15,16,13,13,15,13,65.9,67.27,68.9
433,433,L. Faravelli,26,177.2,73.4,Argentina,Caucasian,72,Left,Good,Good,Medium/Low,RCM,70.78,71.68,69.46,70.65,76.05,78.0,76.83,68.65,69.91,14,14,15,13,15,15,15,14,13,13,64.96,74.67,69.89
434,434,J. Akpa Akpro,26,180.0,70.7,Ivory Coast,Black,72,Right,Good,Good,High/High,LCM,74.41,70.8,69.46,70.26,76.71,82.24,77.64,70.23,72.24,14,14,16,12,13,16,14,13,13,14,65.68,69.83,69.48
435,435,J. Léa Siliki,23,183.5,70.2,France,Caucasian,72,Left,Average,Good,High/Low,CM,74.57,74.51,68.93,76.2,76.43,67.32,70.82,68.05,56.35,14,11,14,13,14,13,13,13,13,12,70.64,67.84,64.67
436,436,S. Al Faraj,29,180.9,63.6,Saudi Arabia,Middle-eastern,72,,Excellent,Good,High/Medium,LDM,74.55,71.18,73.58,65.89,65.64,69.11,81.37,67.93,78.22,14,13,13,14,13,13,12,13,15,14,66.72,65.09,65.24
437,437,M. Diskerud,28,184.5,73.0,United States,Caucasian,72,Right,Excellent,Good,High/Medium,RCM,74.66,71.25,72.42,71.96,69.51,68.02,69.68,73.83,61.65,14,14,16,14,13,11,12,14,14,14,54.73,55.66,52.38
438,438,S. Gustafson,24,185.0,78.3,Sweden,Caucasian,72,Left,Good,Good,Medium/Medium,LCM,71.81,71.65,72.4,73.91,67.01,66.01,68.47,73.49,61.24,14,8,15,14,15,14,10,13,14,14,55.57,53.55,41.9
439,439,D. Aleksi?,28,182.3,75.2,Serbia,Caucasian,72,Left,Excellent,Good,High/Medium,RCM,72.86,75.18,70.06,75.49,67.64,76.24,79.19,56.23,62.62,14,13,16,13,15,12,6,13,14,12,36.43,29.84,33.73
440,440,D. Fagundez,24,173.2,63.8,Uruguay,Black,72,Right,Good,Excellent,High/Medium,RCM,69.23,78.13,62.8,70.31,76.59,74.28,88.08,69.46,81.36,15,11,14,10,13,12,6,13,14,13,34.14,50.99,43.07
441,441,Pedrinho,26,170.3,68.3,Portugal,Caucasian,72,Right,Good,Good,Medium/Medium,CM,73.22,72.68,69.94,72.15,81.0,77.78,83.64,70.01,82.17,15,16,15,9,13,13,10,13,14,13,49.52,58.48,51.72
442,442,J. Brownhill,23,177.8,68.8,England,Caucasian,72,Right,Good,Good,High/Medium,RDM,68.92,69.46,68.74,71.48,69.96,73.09,83.64,71.05,71.01,15,15,17,13,14,14,13,14,13,13,63.16,67.91,60.53
443,443,S. Clucas,28,187.7,74.0,England,Caucasian,72,Left,Excellent,Good,Medium/High,LCM,73.19,69.96,68.35,71.91,68.39,72.3,66.12,68.46,63.09,13,14,18,13,13,11,13,12,14,13,66.74,67.46,58.11
444,444,B. Feilhaber,34,175.3,74.0,United States,Caucasian,72,Right,Excellent,Good,Medium/Medium,RCM,73.72,73.35,71.76,75.72,56.75,55.68,71.24,73.05,73.53,15,11,13,13,13,14,11,13,14,15,70.67,67.2,62.34
445,445,M. Rohdén,28,181.6,76.0,Sweden,Caucasian,72,,Excellent,Good,High/Medium,RCM,69.66,70.1,70.73,65.89,70.83,72.48,74.86,76.82,71.01,15,14,18,14,13,17,12,13,13,14,54.33,67.74,55.8
446,446,E. Fernandes,23,187.2,76.7,Switzerland,Caucasian,72,Right,Excellent,Good,Medium/Medium,RCM,73.88,73.43,68.35,74.15,68.07,75.26,66.47,64.25,56.15,14,11,15,14,14,13,12,13,13,12,56.49,69.73,60.11
447,447,,26,186.4,84.5,Germany,Caucasian,72,Right,Excellent,Good,High/Medium,RCM,75.13,74.36,66.16,73.95,72.68,68.31,72.7,73.83,65.07,14,14,16,14,13,11,11,12,14,13,59.19,59.03,53.37
448,448,L. Blessing,22,164.9,63.9,Ghana,Black,72,Right,Excellent,Good,High/High,RCM,71.77,76.32,59.56,67.52,87.89,84.56,83.64,71.92,82.57,13,13,16,7,11,14,11,13,13,13,58.45,58.48,57.03
449,449,Zhang Xizhe,28,180.1,68.8,China PR,Asian,72,Right,Excellent,Excellent,High/Medium,LDM,71.23,74.09,69.28,70.22,71.26,68.02,77.09,70.77,76.79,13,6,12,11,12,14,10,14,14,13,34.14,44.74,47.14
450,450,Hao Junmin,32,177.6,78.1,China PR,Asian,72,Right,Excellent,Good,High/High,RDM,68.51,70.13,70.37,71.73,73.87,68.89,74.85,68.56,75.11,13,12,16,12,13,16,13,13,15,13,57.86,61.21,50.05
451,451,Cafú,26,182.6,84.1,Portugal,Caucasian,72,Right,Good,Good,Medium/Medium,RDM,69.51,70.44,69.12,71.16,68.55,69.35,59.82,65.76,66.74,16,12,18,16,14,16,13,13,12,12,60.23,69.02,67.42
452,452,A. Fransson,25,180.1,73.8,Sweden,Caucasian,72,Right,Good,Good,Medium/High,RCM,71.44,69.06,71.41,73.33,65.71,70.02,75.91,74.78,78.22,14,13,16,14,14,14,14,13,13,14,67.9,67.91,64.75
453,453,,30,174.0,68.9,Portugal,Caucasian,72,Right,Good,Good,Medium/Medium,LDM,75.93,71.74,64.65,75.39,64.24,61.83,69.17,66.64,74.84,16,14,16,14,13,14,13,13,14,14,46.19,68.67,67.98
454,454,S. Peeters,27,187.5,74.1,Belgium,Caucasian,72,Left,Excellent,Good,Medium/Medium,LCM,74.91,68.14,76.7,72.31,63.86,61.03,83.64,67.98,60.86,14,13,14,12,15,12,11,13,14,15,63.13,55.66,54.38
455,455,Filipe Augusto,25,182.6,80.2,Brazil,Black,72,Left,Average,Good,Medium/Medium,LCM,74.59,74.44,72.45,71.71,65.83,72.3,68.28,71.75,67.03,15,12,15,13,13,14,14,12,14,14,68.7,69.54,60.46
456,456,R. Gómez,26,165.6,64.1,Argentina,Caucasian,72,,Average,Good,High/Low,LCM,65.83,73.55,68.61,65.89,82.26,90.7,87.46,67.0,81.36,14,11,17,6,15,13,11,11,11,10,26.08,45.77,45.63
457,457,B. Soumaré,20,188.4,82.4,France,Caucasian,72,Right,Good,Good,Medium/Medium,LDM,72.61,74.44,72.33,78.31,67.08,70.77,64.18,69.33,64.27,12,13,13,15,11,13,14,12,13,14,65.15,68.82,63.59
458,458,S. Vasiliadis,21,175.3,74.6,Germany,Caucasian,72,Right,Good,Good,Medium/Medium,RDM,73.72,69.86,67.02,71.62,69.96,74.03,77.13,69.75,76.58,13,13,17,13,11,13,12,13,14,14,59.91,71.29,61.14
459,459,S. Bastien,22,175.3,73.2,Belgium,Caucasian,72,Right,Good,Good,High/Medium,LCM,76.03,75.79,74.06,77.52,75.44,67.9,83.64,63.99,77.97,13,16,15,11,14,14,11,12,13,13,68.65,55.11,47.97
460,460,R. Sawyers,27,184.6,67.0,St Kitts Nevis,Black,72,Right,Good,Good,Low/High,LDM,75.99,71.44,72.74,74.3,69.94,71.21,80.09,66.33,78.25,12,9,15,14,13,10,11,12,14,14,59.82,55.11,50.05
461,461,Adrián Burnabão,35,176.3,72.8,Brazil,Caucasian,72,Right,Excellent,Excellent,High/Medium,LCM,75.52,75.32,71.14,74.9,53.19,76.24,74.77,71.5,73.99,14,13,12,11,14,9,6,12,15,14,14.9,22.9,20.61
462,462,S. Rybalka,29,175.8,69.6,Ukraine,Caucasian,72,Right,Good,Good,High/High,LDM,77.52,69.76,76.62,71.69,58.22,56.75,64.67,73.3,70.36,15,11,13,11,14,13,14,13,15,12,70.67,67.96,67.37
463,463,L. Immers,33,186.5,78.5,Netherlands,Caucasian,72,Right,Good,Average,High/High,RCM,74.44,62.07,68.35,69.51,40.76,35.86,54.45,73.57,52.43,16,16,15,16,14,16,13,14,14,15,60.25,67.83,59.59
464,464,D. Ndong,25,179.3,74.6,Gabon,Black,72,,Good,Good,Medium/Medium,RCM,73.08,69.84,69.78,65.89,67.76,68.52,69.18,66.54,70.95,14,12,15,14,12,16,14,13,13,13,64.05,71.68,69.98
465,465,M. Frantz,32,181.6,81.6,Germany,Caucasian,72,Left,Excellent,Average,Medium/High,RDM,73.89,70.76,70.13,69.19,59.51,62.54,64.51,75.97,70.78,14,11,15,15,12,16,14,13,14,14,63.36,70.9,67.8
466,466,P. Michorl,24,176.2,71.2,Austria,Caucasian,72,Left,Good,Average,High/Medium,LCM,75.26,66.27,74.16,69.81,63.41,69.86,68.05,68.39,72.81,14,12,15,13,13,11,14,12,14,14,70.68,63.87,58.63
467,467,S. Longstaff,21,179.8,64.5,England,Black,72,Right,Excellent,Average,High/Medium,RCM,78.3,68.89,70.68,68.1,61.66,62.52,50.42,71.25,68.41,14,11,15,11,13,8,12,12,14,15,58.45,64.59,56.27
468,468,A. Morales,29,183.2,77.0,United States,Caucasian,72,Right,Good,Good,High/High,RDM,74.46,68.16,70.48,72.56,66.28,67.02,71.9,71.02,70.95,14,14,17,13,12,16,14,12,14,13,69.38,67.34,67.65
469,469,L. Memushaj,32,174.4,69.8,Albania,,72,Right,Excellent,Good,Medium/High,RCM,73.76,70.12,69.94,72.01,75.59,63.54,90.3,74.78,87.63,13,11,16,12,14,12,14,12,14,15,68.21,62.13,62.19
470,470,M. Møller Dæhli,24,174.9,73.1,Norway,Caucasian,72,Right,Good,Good,Medium/Low,RCM,70.28,79.92,64.35,79.3,82.34,73.58,83.64,65.37,86.48,9,11,13,9,10,5,4,12,13,13,27.8,50.99,24.22
471,471,Y. Endo,39,177.7,74.5,Japan,Asian,72,Right,Good,Good,High/Medium,CDM,74.96,67.5,74.0,70.95,29.88,31.23,63.15,70.03,57.83,15,12,12,14,14,13,13,13,15,16,65.68,67.83,66.45
472,472,J. Vigón,27,174.3,71.0,,,72,Right,Good,Good,Medium/Medium,RCM,72.09,66.22,70.81,72.1,69.95,69.14,62.6,72.27,74.24,13,13,16,14,13,17,14,12,14,14,56.69,71.32,66.01
473,473,R. Elm,31,183.8,74.7,Sweden,Caucasian,72,Right,Excellent,Good,Medium/Medium,CM,74.68,63.89,77.16,70.71,49.85,45.01,67.94,75.49,68.54,14,8,11,13,14,12,13,13,15,16,67.99,59.1,56.95
474,474,M. Iori,37,182.3,71.8,Italy,Caucasian,72,Right,Good,Average,Medium/Medium,CM,76.23,62.12,74.97,71.8,71.34,55.09,65.6,70.4,72.14,13,11,16,15,14,14,12,11,15,14,69.92,62.58,61.9
475,475,H. Van Der Bruggen,26,180.1,74.4,Belgium,Caucasian,72,Right,Excellent,Good,Medium/Medium,RDM,72.89,65.53,63.4,71.28,53.56,47.1,68.88,70.1,67.97,14,11,15,12,13,13,14,13,14,15,70.11,66.02,64.42
476,476,André Santos,30,178.2,69.7,Portugal,Caucasian,72,Right,Good,Good,Low/Medium,RDM,76.71,71.08,74.89,71.91,66.11,45.91,72.4,65.45,66.74,16,14,14,13,14,12,13,12,14,11,68.35,70.67,65.34
477,477,L. Reyes,28,178.4,74.6,Chile,Caucasian,72,Right,Good,Good,Medium/Medium,CDM,72.94,67.58,71.28,71.12,67.78,66.2,80.27,71.14,74.98,12,15,17,13,13,15,15,11,13,13,69.56,76.22,70.26
478,478,O. Govea,23,174.4,73.7,Mexico,Caucasian,72,Right,Excellent,Good,Medium/High,LDM,75.24,69.17,71.44,75.24,69.64,63.88,76.47,66.5,76.65,14,13,13,12,14,13,14,12,14,13,64.81,70.94,73.36
479,479,A. Forshaw,27,173.7,70.8,England,Black,72,,Good,Good,Low/Medium,LCM,75.87,70.05,75.26,65.89,66.86,62.8,75.88,65.48,76.39,13,8,17,11,12,13,12,12,13,14,55.25,72.54,60.32
480,480,J. Marié,27,176.8,72.5,France,Caucasian,72,Right,Good,Good,Medium/Medium,CDM,72.94,65.53,67.97,73.14,61.64,53.16,69.45,72.72,65.55,13,12,15,12,13,13,13,13,13,14,64.36,72.16,67.8
481,481,,32,188.4,79.8,England,Caucasian,72,Right,Masterful,Average,Low/Medium,RDM,76.23,59.56,80.85,77.88,34.16,44.46,33.16,71.82,43.5,17,10,6,17,14,14,13,11,14,16,71.22,67.87,65.64
482,482,H. Özmert,34,182.5,79.9,Turkey,Middle-eastern,72,Right,Average,Good,Low/High,LDM,73.07,66.03,74.0,70.48,39.15,41.97,62.49,67.98,68.9,14,12,13,14,14,15,13,13,14,14,71.06,70.86,68.52
483,483,Porphirinho,31,177.8,70.7,Brazil,Caucasian,72,Right,Good,Average,High/High,LDM,71.67,72.27,72.64,66.93,71.13,75.48,77.16,72.8,65.74,10,13,15,13,10,10,14,11,14,13,74.8,73.23,71.93
484,484,,34,181.1,71.2,Spain,Caucasian,72,Right,Excellent,Good,High/High,CDM,74.87,64.6,70.89,70.13,65.95,52.92,65.61,65.13,71.1,15,14,15,14,12,14,14,12,15,15,72.4,67.53,61.56
485,485,E. Atuesta,22,180.3,70.6,Colombia,Black,72,Right,Excellent,Average,Medium/Medium,CDM,76.57,69.33,70.32,71.87,65.78,61.4,83.64,72.05,81.46,13,11,14,12,11,13,14,10,13,13,70.38,76.22,60.18
486,486,P. Tachtsidis,28,191.1,86.1,Greece,Middle-eastern,72,Left,Good,Good,Medium/Medium,CM,74.75,63.81,78.15,75.49,46.94,49.72,44.08,65.1,45.31,16,14,13,16,14,14,13,11,14,14,61.57,69.87,65.64
487,487,Pimentiscinho,31,177.6,74.6,Brazil,Caucasian,72,Left,Good,Average,Medium/Medium,LDM,72.94,63.14,76.92,71.28,66.57,65.78,73.12,66.02,72.47,10,11,13,12,11,13,14,13,13,14,75.1,73.48,72.43
488,488,W. Trapp,26,172.9,67.9,United States,Caucasian,72,Right,Average,Good,Medium/Medium,LDM,76.76,66.86,78.95,74.06,54.72,59.23,65.6,68.65,69.81,14,12,15,11,11,13,12,10,13,14,63.01,68.51,67.05
489,489,M. Grimes,23,178.1,70.5,England,Caucasian,72,Left,Masterful,Good,Medium/Medium,LDM,80.44,68.37,71.82,72.86,57.61,62.31,77.1,72.88,76.39,13,12,15,11,11,11,13,10,13,13,54.06,73.33,64.72
490,490,J. De Sart,24,185.8,72.8,Belgium,Black,72,Right,Good,Good,Medium/Medium,LDM,73.64,65.11,75.24,68.75,55.22,53.91,64.5,68.65,71.06,15,11,16,13,14,14,14,9,14,14,67.99,69.46,67.58
491,491,A. Losilla,33,185.1,79.8,France,Caucasian,72,Right,Good,Good,,RDM,74.28,72.34,63.4,74.62,54.56,54.2,67.47,72.45,69.48,12,16,16,14,11,13,14,8,13,14,72.04,69.78,62.75
492,492,A. Clayton,30,175.3,75.2,England,Black,72,,Good,Good,Low/High,CDM,73.32,66.44,71.77,68.99,58.96,60.83,65.94,71.36,71.06,13,12,14,13,13,15,14,11,13,15,70.33,73.22,66.7
493,493,M. Schmiedebach,30,170.9,70.4,Germany,Caucasian,72,Right,Excellent,Good,High/High,RDM,69.57,69.24,69.47,69.58,65.2,63.13,73.63,65.64,81.11,13,16,15,13,11,15,14,12,13,14,74.5,71.25,68.54
494,494,I. Gómez,22,167.5,60.2,Argentina,Caucasian,72,Right,Average,Good,,LCM,78.03,70.44,73.96,72.19,68.48,61.93,68.83,68.72,76.88,12,13,15,13,9,14,13,9,10,13,70.77,70.57,68.7
495,495,R. Canouse,24,176.6,76.2,United States,Caucasian,72,Right,Good,Average,Medium/High,RCM,74.65,62.1,71.77,70.77,64.9,68.14,67.7,69.8,67.38,11,14,14,15,10,15,13,10,12,13,70.84,72.46,69.39
496,496,F. Lemoine,32,175.2,69.7,France,Caucasian,72,Right,Good,Good,Medium/Medium,LCM,73.48,64.97,70.13,69.36,51.69,60.83,74.12,63.96,74.92,12,16,16,13,13,15,14,11,13,14,72.56,72.26,68.42
497,497,G. Poblete,26,173.3,62.6,Argentina,Caucasian,72,Right,Good,Average,Low/High,CDM,74.23,71.88,71.93,72.0,66.21,66.65,73.93,65.64,83.04,12,14,16,12,11,14,14,8,12,13,68.87,72.48,68.2
498,498,M. Jevtovi?,25,194.2,82.3,Serbia,Caucasian,72,Right,Good,Average,Medium/High,LDM,74.81,62.68,73.06,65.02,55.06,58.08,60.75,65.19,36.11,14,12,14,15,14,14,14,10,12,12,67.94,73.41,73.68
