,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_penalties,mentality_composure
580,580,C. Andriamahitsinoro,29,175.6,67.3,Madagascar,Black,67,Right,Excellent,Good,,ST,68.99,54.12,58.08,60.1,68.4,62.97,67.09,63.68,90.64,84.32,72.75,64.41,72.46,12,10,15,12,13,9,10
581,581,S. Rosales,24,179.5,72.2,Argentina,Caucasian,67,Right,Excellent,Excellent,,LS,60.92,68.95,63.91,51.85,73.17,67.2,54.58,67.62,77.06,77.64,71.79,57.14,70.14,12,14,12,11,11,12,12
582,582,P. Sotiriou,26,185.9,80.6,Cyprus,,67,Right,Good,Good,,LS,63.65,67.9,62.72,45.17,65.63,31.81,26.95,66.6,72.5,76.76,64.19,64.53,65.81,13,15,14,15,10,13,13
583,583,C. Washington,27,177.7,85.0,Northern Ireland,Caucasian,67,Right,Good,Average,High/Medium,LS,65.79,59.81,57.23,55.42,61.8,45.07,32.29,65.73,78.67,77.59,75.24,63.7,61.91,15,10,16,14,10,13,12
584,584,O. Salinas,31,169.0,65.8,Chile,Caucasian,67,Right,Excellent,Good,Medium/Medium,RS,67.86,68.33,61.89,48.26,66.58,36.89,26.29,64.64,91.19,88.24,84.42,56.33,78.68,12,13,16,15,11,11,10
585,585,A. Loba,21,179.7,76.0,Ivory Coast,Black,67,Right,Good,Good,High/Medium,ST,69.09,60.99,64.76,50.58,68.13,45.44,41.04,66.87,80.54,78.85,82.48,63.7,63.79,13,13,14,14,11,14,11
586,586,S. McDonald,35,173.4,77.8,Australia,Caucasian,67,Right,Good,Good,,RS,64.91,63.51,66.05,61.53,65.84,60.38,52.7,64.73,63.25,63.32,71.62,67.05,78.52,13,14,13,14,12,14,14
587,587,S. Ojo,22,178.9,80.8,England,Caucasian,67,Left,Good,Good,Medium/Low,RF,64.35,43.64,63.75,44.32,71.55,59.16,50.1,68.04,77.6,77.16,70.46,64.09,65.82,11,6,10,13,11,13,11
588,588,Paolo Fernandes,20,171.2,60.8,Spain,Caucasian,67,Left,Good,Excellent,High/Medium,LF,61.0,37.53,64.74,66.47,72.91,73.7,55.04,74.12,80.15,74.46,89.63,55.38,79.64,13,9,13,7,14,12,13
589,589,David Barral,36,179.6,78.6,Spain,Caucasian,67,Right,Good,Good,High/High,ST,66.61,65.61,56.89,66.19,63.38,64.34,58.85,61.99,63.88,66.16,64.82,66.71,66.82,13,14,11,14,12,14,14
590,590,Sandaza,34,187.8,80.3,Spain,Caucasian,67,Right,Good,Good,Medium/High,LS,69.23,69.65,65.88,66.92,54.01,55.38,57.77,67.06,42.53,47.82,45.42,62.23,39.58,14,10,10,14,12,13,12
591,591,P. Parzyszek,25,190.0,79.8,Poland,Caucasian,67,Right,Excellent,Average,Medium/Medium,LS,65.51,70.71,65.03,65.07,60.8,52.05,43.35,64.67,58.53,62.2,59.37,66.82,58.43,12,12,14,15,11,11,12
592,592,K. Agard,29,176.5,67.2,England,Caucasian,67,Right,Good,Average,High/High,RS,66.59,62.41,60.19,60.76,63.27,30.82,30.71,58.79,80.35,83.16,91.46,69.14,80.21,12,18,14,14,12,13,10
593,593,U. Ikpeazu,24,190.8,78.4,England,Black,67,Right,Good,Average,High/Low,RS,62.9,61.5,53.93,45.31,73.26,35.58,31.23,68.78,63.05,68.59,64.19,54.13,62.36,16,13,14,18,9,11,12
594,594,O. Osawe,25,181.4,78.7,Nigeria,Black,67,Right,Good,Average,,ST,65.04,62.0,61.12,63.49,63.88,43.08,32.29,61.36,84.36,84.63,72.69,62.82,67.06,13,16,14,15,12,12,12
595,595,T. Børven,27,185.0,72.4,Norway,Caucasian,67,Right,Excellent,Average,High/Low,ST,68.54,65.61,54.88,66.18,62.24,54.98,63.91,66.41,72.77,69.32,74.2,60.58,65.37,13,16,13,14,12,12,12
596,596,M. Berisha,21,186.0,79.2,Kosovo,Black,67,Right,Good,Good,High/Medium,ST,70.33,58.85,58.74,63.98,65.11,59.15,48.96,66.64,66.71,74.11,66.9,60.62,61.36,12,12,13,15,10,13,9
597,597,Escriche,21,182.4,74.8,Spain,Black,67,Right,Good,Average,High/Medium,ST,70.05,69.04,62.8,59.13,63.74,48.95,46.2,67.64,69.29,67.12,60.79,63.88,68.54,12,13,12,11,12,12,9
598,598,M. Lieder,29,187.7,84.9,Netherlands,Black,67,Right,Excellent,Good,High/Medium,ST,62.75,63.5,58.67,48.07,65.67,39.86,26.95,66.58,75.69,69.79,73.05,63.08,66.54,13,13,13,15,11,13,13
599,599,P. Zinckernagel,24,174.8,69.5,Denmark,Caucasian,67,Right,Average,Good,High/Medium,ST,57.31,38.09,63.25,48.16,71.25,65.11,54.42,67.35,88.8,77.16,90.39,61.64,73.3,12,8,14,12,11,11,12
600,600,C. Canío,38,175.6,74.8,Chile,Caucasian,67,Right,Excellent,Good,Medium/Low,ST,64.71,46.63,72.79,52.74,69.98,78.34,75.05,69.75,32.62,46.86,69.42,58.21,55.45,11,12,9,13,11,13,15
601,601,J. Vaughan,30,186.8,83.0,England,Caucasian,67,Right,Good,Good,Medium/Medium,LS,66.81,64.91,54.03,64.7,62.53,59.76,47.6,64.14,70.93,75.39,77.78,63.92,52.85,13,17,13,14,12,14,13
602,602,R. Bocalon,30,185.6,75.6,,,67,Right,Good,Average,High/Low,LS,72.05,61.46,50.18,60.41,62.5,61.49,43.59,63.31,73.14,73.21,75.73,60.62,68.01,13,14,14,13,9,10,13
603,603,M. Smith,27,193.7,86.2,England,Caucasian,67,Right,Good,Average,High/Medium,ST,66.41,75.62,61.47,54.94,60.14,29.5,29.04,64.88,62.22,65.53,49.71,64.67,46.09,13,13,15,16,11,12,11
604,604,Zhang Yuning,22,184.2,68.6,China PR,Asian,67,Right,Good,Good,High/Low,LS,67.13,72.9,66.61,61.2,60.51,57.72,41.39,68.37,62.97,65.16,64.28,66.82,65.06,14,14,12,14,12,8,12
605,605,T. Høiland,30,176.9,72.5,Norway,Caucasian,67,Right,Good,Good,High/High,ST,65.23,55.75,58.96,54.81,67.37,60.33,40.02,66.04,79.44,82.71,65.73,60.65,75.12,14,11,15,14,12,14,12
606,606,S. Palombi,23,182.2,69.9,Italy,Caucasian,67,Right,Good,Average,,RS,66.77,67.66,57.44,63.64,59.61,46.85,49.28,65.36,73.25,64.82,61.64,64.72,58.82,12,11,13,14,11,10,11
607,607,S. Rapp,26,193.5,80.7,Switzerland,Caucasian,67,Right,Good,Good,Medium/Low,LS,64.6,67.96,45.22,59.24,59.7,58.53,41.36,64.28,79.89,63.78,64.87,68.13,55.88,13,16,14,16,9,11,12
608,608,M. Kvasina,22,187.2,81.7,Austria,Caucasian,67,Right,Average,Good,Medium/Low,RS,68.74,69.45,57.66,55.76,65.74,53.2,33.54,67.71,54.21,62.03,59.36,57.28,40.15,13,14,12,17,13,11,12
609,609,F. Forte,26,187.3,74.9,Italy,Caucasian,67,Left,Good,Average,Medium/Medium,ST,68.06,66.88,62.41,56.69,61.99,51.84,29.25,64.11,56.06,57.01,62.1,63.87,66.09,13,12,12,14,12,15,13
610,610,S. Horvath,22,165.6,66.7,Austria,Caucasian,67,Right,Excellent,Good,Medium/Medium,RF,61.82,40.79,62.45,54.16,68.18,60.22,51.18,71.47,79.64,78.86,89.63,57.73,95.42,11,16,14,6,11,10,11
611,611,F. Evacuo,36,186.9,88.1,Italy,Caucasian,67,Right,Good,Average,High/Low,ST,67.44,69.65,63.61,62.32,56.09,52.76,54.82,64.33,36.51,49.58,32.75,63.91,55.23,16,13,12,17,12,14,13
612,612,F. Piovaccari,34,180.1,77.0,Italy,Caucasian,67,,Good,Average,Medium/Medium,ST,66.96,64.91,58.47,70.93,58.83,60.63,49.13,67.73,55.02,58.97,48.28,68.94,58.43,13,14,8,17,11,13,15
613,613,P. Hofmann,26,194.6,89.2,Germany,Caucasian,67,Left,Average,Average,High/High,RS,59.66,74.64,62.54,59.57,65.74,46.15,30.52,64.55,45.13,63.36,45.59,64.94,34.26,16,10,12,18,12,11,14
614,614,A. Onaiwu,23,179.8,73.7,Japan,Asian,67,Right,Good,Average,High/Low,ST,62.1,63.07,59.81,57.79,56.81,34.45,38.75,58.85,85.07,78.1,64.98,63.72,75.07,14,17,14,15,12,12,11
615,615,M. Roman,27,185.4,81.9,Romania,Middle-eastern,67,Left,Excellent,Average,High/Low,ST,66.31,64.91,57.66,62.32,63.18,45.35,41.87,67.87,65.64,70.95,72.18,61.86,30.92,15,14,12,15,13,14,11
616,616,J. Clarke-Harris,24,182.9,78.4,England,Caucasian,67,Left,Excellent,Average,,ST,69.98,62.53,43.91,48.88,60.67,56.46,55.67,61.87,76.43,77.08,69.47,57.06,66.42,16,14,13,16,13,12,11
617,617,Sandro Lima,28,186.8,81.8,Brazil,Black,67,Right,Average,Average,Medium/Medium,ST,67.05,69.82,50.61,58.9,59.89,37.71,63.64,63.72,62.26,66.58,57.56,68.18,56.17,15,13,13,14,9,12,13
618,618,S. Nagasawa,30,192.4,81.5,,,67,Right,Good,Good,Medium/Medium,RS,71.08,67.45,63.23,66.47,66.44,54.92,42.39,67.73,38.93,43.77,31.14,57.53,30.21,13,6,10,18,14,12,10
619,619,M. Donoso,32,185.6,87.6,Chile,Caucasian,67,Right,Good,Good,Medium/Medium,LS,71.09,74.88,65.88,66.28,55.39,59.28,57.83,60.11,32.13,49.03,51.92,65.07,32.58,14,15,15,17,12,13,11
620,620,,27,192.9,82.7,Netherlands,Caucasian,67,Right,Excellent,Average,Medium/Low,ST,69.52,80.29,56.36,65.14,43.77,33.0,25.67,64.62,41.95,49.13,39.19,65.08,49.95,14,14,13,16,12,14,11
621,621,T. Fountas,23,169.7,65.1,Greece,Middle-eastern,66,Right,Good,Good,Medium/Medium,RS,61.31,57.38,64.11,64.21,67.66,67.54,69.34,66.25,88.24,80.43,89.11,66.6,89.44,13,14,11,6,12,12,14
622,622,D. Braaten,37,184.3,94.4,Norway,Caucasian,66,Right,Excellent,Good,,RS,61.19,62.05,67.84,66.1,67.43,65.51,57.85,68.22,62.38,63.66,63.7,64.52,62.49,14,13,8,17,12,10,14
623,623,W. de la Rosa,26,165.9,64.3,Colombia,Black,66,,Average,Good,Medium/Medium,ST,67.58,57.68,57.67,57.39,67.81,41.76,35.93,67.87,89.75,82.81,92.01,64.03,61.91,13,18,13,7,10,13,11
624,624,G. Panico,22,171.0,68.9,Italy,Caucasian,66,Right,Good,Good,,LS,65.08,60.67,61.78,60.9,63.38,60.35,51.2,66.41,81.6,79.46,77.37,63.09,65.52,13,13,12,11,12,12,13
625,625,N. Maynard,32,180.1,70.4,England,Caucasian,66,Right,Good,Good,High/Low,LS,67.16,61.48,60.09,66.67,62.42,70.18,60.79,65.2,68.98,66.16,76.82,67.17,67.06,13,14,13,13,12,12,14
626,626,T. Walker,22,178.6,62.7,England,Caucasian,66,Right,Excellent,Good,High/High,ST,69.02,58.53,57.9,53.6,64.67,60.12,45.32,65.68,81.77,85.75,88.88,58.71,73.79,13,14,14,12,12,13,12
627,627,J. Düker,23,187.7,79.9,Germany,Caucasian,66,Left,Good,Good,Medium/Medium,ST,62.36,64.63,62.41,56.16,69.51,53.84,35.7,71.45,66.03,66.17,65.0,67.37,67.27,12,14,13,15,10,10,9
628,628,Kim Dae Won,22,171.5,64.8,Korea Republic,Asian,66,Right,Excellent,Average,High/Medium,LS,58.86,60.87,65.76,49.97,67.0,39.55,33.59,65.4,75.69,74.75,68.01,62.3,68.6,13,15,12,11,12,12,14
629,629,,24,173.4,69.8,Norway,Caucasian,66,Right,Good,Good,High/Medium,ST,65.39,50.81,63.1,68.47,66.73,63.09,69.53,68.77,80.77,74.2,83.12,67.02,85.14,14,16,16,10,11,12,11
630,630,,25,182.4,74.6,Mexico,Caucasian,66,Right,Good,Good,High/Low,ST,64.89,66.62,60.64,47.71,64.31,54.44,51.43,65.05,70.29,74.29,73.15,63.22,61.16,13,15,14,14,11,12,11
631,631,F. Serrarens,28,187.6,82.7,Netherlands,Caucasian,66,Right,Good,Good,High/Medium,ST,67.27,65.32,61.17,61.43,60.3,55.98,39.57,64.14,67.81,70.28,64.41,62.51,52.41,13,11,14,15,11,13,13
632,632,J. Tallo,26,185.2,80.1,Ivory Coast,Black,66,Right,Good,Good,Medium/Low,LS,59.51,65.41,63.65,67.93,67.18,67.49,51.2,63.72,78.99,74.88,77.72,59.5,64.16,13,16,11,14,12,12,13
633,633,A. Capello,23,182.9,74.5,Italy,Caucasian,66,Right,Good,Average,Medium/Low,RS,67.95,64.6,55.73,57.42,59.52,45.28,43.12,63.59,74.15,79.33,74.92,62.33,57.96,12,12,14,12,11,14,12
634,634,J. Ferreira,18,173.2,63.9,Colombia,Black,66,Right,Excellent,Average,High/Medium,ST,71.28,58.53,51.63,40.01,54.9,52.7,26.93,63.38,83.54,83.77,82.08,63.34,84.91,12,15,16,10,10,12,13
635,635,F. Okenabirhie,23,178.1,74.1,England,Middle-eastern,66,Right,Excellent,Good,Medium/Medium,LS,68.23,58.93,57.9,50.67,64.5,50.28,61.91,63.71,83.01,85.43,84.79,61.84,76.61,12,15,14,13,12,12,10
636,636,R. Armand,32,181.4,76.0,France,Black,66,,Good,Average,High/Medium,ST,72.21,58.7,57.48,59.1,63.57,58.81,43.09,67.87,74.38,73.7,71.29,63.71,68.01,10,18,14,12,10,14,11
637,637,A. Sané,26,184.0,72.6,Senegal,Black,66,Right,Average,Average,Medium/Low,ST,68.9,59.06,56.56,54.76,67.08,42.49,52.81,65.32,72.31,71.42,63.49,61.37,66.22,14,12,13,12,11,13,9
638,638,C. Capone,20,183.3,74.6,Italy,Caucasian,66,Right,Good,Excellent,Medium/Medium,RF,60.13,37.72,63.75,49.32,74.23,64.29,47.99,72.18,67.52,72.23,76.1,60.86,70.07,12,9,15,9,11,12,12
639,639,P. Haglund,32,188.8,87.9,Sweden,Caucasian,66,Right,Good,Average,High/High,RS,64.59,75.48,67.19,44.6,57.52,47.75,41.71,62.61,46.92,52.69,50.33,67.54,50.6,13,12,15,15,12,11,13
640,640,Joo Min Kyu,29,183.2,78.8,,,66,Right,Good,Average,High/Medium,ST,63.68,67.81,62.41,66.11,59.35,49.91,39.81,64.54,64.15,62.89,67.76,60.31,71.8,14,14,16,16,13,13,13
641,641,R. Schwartz,29,183.2,80.2,Denmark,Caucasian,66,Right,Good,Average,High/High,LS,68.37,53.64,62.55,60.04,63.38,55.98,40.4,64.87,67.01,67.27,65.65,58.85,63.64,14,13,14,14,12,13,13
642,642,A. Rossi,22,183.4,78.0,Italy,Caucasian,66,Right,Average,Good,High/Low,ST,69.26,63.7,64.67,64.2,64.07,52.86,49.64,65.93,67.81,61.98,59.22,62.19,45.54,13,12,11,14,12,10,11
643,643,D. Islamovic,25,188.6,86.8,Sweden,Caucasian,66,Left,Good,Average,Low/Medium,ST,66.16,57.3,63.14,68.82,60.63,64.1,57.66,65.15,41.03,58.48,60.34,64.09,60.32,15,12,13,17,13,12,13
644,644,F. Diarra,27,178.2,79.9,Mali,Black,66,Right,Good,Average,High/Low,ST,68.27,62.75,58.28,62.32,63.74,58.53,61.37,61.66,74.91,78.0,71.55,59.74,75.41,13,14,12,14,12,12,12
645,645,T. Lehne Olsen,28,186.9,77.7,Norway,Caucasian,66,Right,Excellent,Average,High/Medium,ST,66.69,64.49,61.4,40.2,57.89,68.37,66.48,63.18,77.15,74.59,65.09,57.0,66.16,14,13,15,16,12,13,11
646,646,T. Akindele,27,184.7,79.3,Canada,Caucasian,66,Right,Average,Good,Medium/Low,ST,63.04,63.78,57.58,55.24,63.67,43.77,27.89,63.26,79.24,83.16,73.21,59.59,62.37,13,13,11,15,11,13,12
647,647,A. Rooney,31,178.5,76.5,Republic of Ireland,Caucasian,66,Right,Good,Good,Medium/Low,RS,65.17,67.29,59.04,61.8,62.17,51.13,39.81,64.25,59.28,62.82,68.46,65.48,67.1,13,14,14,15,12,13,12
648,648,B. White,23,178.5,77.1,United States,Caucasian,66,Right,Good,Average,High/High,ST,66.31,63.76,55.78,51.84,64.1,51.74,41.9,64.51,76.29,76.21,74.7,68.65,71.73,12,14,14,14,11,12,11
649,649,C. Itten,22,189.2,81.3,Switzerland,Caucasian,66,Right,Good,Average,High/Medium,ST,66.03,67.96,61.36,45.31,59.62,38.44,33.61,66.75,72.66,61.27,76.2,62.93,62.69,12,13,13,13,11,13,11
650,650,R. O'Donovan,33,179.4,64.0,Republic of Ireland,Caucasian,66,Right,Good,Average,High/Medium,ST,68.63,59.28,55.85,65.65,61.98,51.91,35.32,62.0,77.44,81.45,81.38,64.55,85.19,12,16,13,12,12,12,13
651,651,Lukian,27,181.7,79.6,Brazil,Caucasian,66,Right,Good,Average,Medium/Low,LS,64.48,58.7,55.85,64.15,60.73,40.69,29.34,62.71,77.43,76.72,76.9,57.66,81.42,13,10,13,16,11,13,12
652,652,J. Nietfeld,25,186.0,83.4,Germany,Caucasian,66,Right,Good,Average,Medium/Medium,LS,65.38,62.43,58.17,60.15,62.54,44.56,62.11,66.85,62.79,72.48,60.15,61.37,58.15,13,16,14,13,12,10,9
653,653,R. Munsy,29,188.0,90.4,DR Congo,Black,66,Right,Good,Good,Medium/Medium,RS,66.36,61.34,50.98,49.42,63.95,59.39,40.7,63.44,79.18,78.31,56.14,62.1,61.12,14,12,13,17,12,8,12
654,654,S. Varas,30,185.1,81.6,Chile,Caucasian,66,Right,Good,Average,Medium/Medium,LS,65.22,64.21,56.76,42.57,58.76,45.84,56.4,63.14,62.65,49.41,69.41,61.14,35.85,14,17,15,16,11,13,10
655,655,Danilo Sacrio,27,176.0,72.3,Brazil,Black,66,Right,Good,Good,Medium/Medium,LS,65.81,59.69,55.85,68.13,67.46,43.13,45.61,63.77,85.21,87.12,85.61,60.99,77.87,14,15,10,12,11,11,12
656,656,H. Balic,23,183.0,74.9,Austria,Caucasian,66,Right,Good,Good,Medium/Medium,RS,67.15,42.16,64.93,42.66,65.0,56.97,40.91,66.98,74.57,71.93,61.44,67.0,63.9,11,12,12,13,11,10,13
657,657,L. Strizzolo,27,187.9,83.2,Italy,Caucasian,66,Right,Good,Average,Medium/High,LS,68.27,69.6,55.05,49.97,51.5,38.9,41.9,59.46,66.51,73.89,63.27,62.08,59.58,13,13,14,15,12,10,12
658,658,K. Opseth,29,189.3,90.0,Norway,Caucasian,66,Left,Excellent,Average,Medium/Medium,ST,66.82,64.26,59.2,50.94,58.32,64.75,69.76,61.77,66.89,65.94,56.1,57.26,54.95,15,14,11,16,13,11,9
659,659,K. Hachadi,21,190.1,85.2,Morocco,Black,66,Left,Good,Average,Medium/Medium,ST,68.84,71.75,59.3,58.75,61.29,40.15,35.7,64.36,52.32,52.65,49.8,67.54,42.63,13,11,13,16,10,12,12
660,660,M. Godden,27,184.7,78.3,England,Black,66,Right,Good,Average,,ST,66.99,65.1,53.24,60.66,60.66,58.11,33.32,64.19,62.23,65.86,71.11,64.23,85.73,13,16,14,13,11,13,12
661,661,M. Bilate,27,191.4,85.8,Netherlands,Caucasian,66,Right,Good,Average,Medium/Medium,ST,63.91,59.96,56.52,52.78,57.54,34.89,29.65,63.15,76.38,83.17,53.97,56.24,42.74,14,14,13,17,12,13,10
662,662,J. Correa,26,185.4,80.3,Colombia,Black,66,Left,Good,Good,Medium/Medium,ST,63.46,66.2,52.51,62.96,62.35,54.21,49.62,65.48,75.42,65.72,56.37,60.01,50.81,13,18,11,17,10,13,13
663,663,,30,183.8,76.0,Japan,Asian,66,Right,Good,Average,High/Low,RS,70.87,58.67,43.83,66.42,49.24,60.69,55.18,64.91,62.71,65.15,72.12,71.48,59.27,13,15,16,15,12,8,13
664,664,G. Herrem,31,188.3,82.0,Norway,Caucasian,66,Right,Good,Average,High/Medium,RS,64.91,62.75,52.6,45.31,58.9,46.69,43.43,63.94,71.58,72.91,63.27,59.2,59.31,13,12,12,14,10,11,10
665,665,S. Weissman,23,173.7,70.2,Israel,Middle-eastern,65,Right,Good,Average,Medium/Medium,LS,69.25,63.76,54.62,60.12,74.62,53.57,38.03,69.77,75.46,78.2,68.44,60.61,72.56,12,11,14,9,11,12,13
666,666,A. De Bruyn,25,178.3,69.0,Belgium,Black,65,Right,Good,Good,High/Low,LF,67.03,52.35,62.54,59.08,71.6,61.65,64.33,67.66,72.21,74.56,70.8,54.68,71.81,14,14,11,11,13,12,11
667,667,C. Lavery,26,180.1,75.5,Northern Ireland,Caucasian,65,Right,Good,Good,High/Medium,RS,66.31,57.96,57.84,56.64,64.21,58.99,60.23,66.33,74.04,76.05,77.31,60.81,70.1,13,13,15,12,12,12,12
668,668,F. Gytkjær,26,180.0,75.3,Denmark,Caucasian,65,Right,Excellent,Good,,ST,66.54,46.98,63.04,46.39,66.3,46.61,55.07,67.34,71.6,69.24,74.66,67.0,70.18,12,10,13,12,11,12,12
669,669,P. Sohm,27,185.6,77.1,Germany,Caucasian,65,Right,Good,Average,High/High,RS,61.63,48.09,60.04,56.5,62.12,66.42,56.14,62.65,76.31,76.76,72.94,66.32,60.94,14,10,17,15,11,10,13
670,670,N. Bustos,20,175.3,76.0,Argentina,Caucasian,65,Right,Average,Good,High/Low,ST,63.89,57.11,63.83,53.96,65.83,54.79,32.13,62.6,72.38,76.21,75.83,64.97,75.76,12,12,13,13,12,14,12
671,671,J. Mackie,33,172.5,71.1,Scotland,Caucasian,65,Right,Good,Average,High/High,ST,63.79,61.75,61.75,58.31,63.95,59.61,39.81,61.83,62.82,63.51,65.26,69.06,74.93,13,14,16,14,12,14,12
672,672,V. Sulejmani,23,185.0,83.9,Kosovo,Black,65,Left,Excellent,Good,Medium/Medium,ST,65.83,57.0,56.55,57.15,66.45,58.43,53.55,63.44,63.02,67.38,65.71,64.8,65.1,13,14,14,15,10,13,12
673,673,R. Riski,27,180.7,67.7,Finland,Black,65,Right,Excellent,Good,High/Low,LS,66.54,61.29,55.73,63.39,63.2,56.56,49.12,65.18,85.21,81.45,79.4,68.65,71.99,11,17,13,11,11,12,11
674,674,S. Cox,32,180.5,69.6,Republic of Ireland,Caucasian,65,,Excellent,Average,High/High,ST,67.13,59.34,61.48,64.79,62.06,57.91,51.03,67.87,56.13,60.5,64.71,63.42,65.1,13,14,15,13,12,13,12
675,675,A. Bunjaku,35,177.5,77.3,Kosovo,Black,65,Right,Excellent,Good,Medium/Medium,ST,63.94,59.17,63.26,63.46,59.15,57.06,58.7,64.85,59.32,49.8,67.91,65.02,74.7,13,14,9,14,11,13,13
676,676,P. Breier,27,184.7,76.6,Germany,Caucasian,65,Right,Good,Good,High/Medium,ST,63.23,61.31,59.27,62.44,65.04,62.88,58.47,65.23,63.02,68.97,66.0,66.47,66.7,13,13,15,14,10,10,13
677,677,D. Tadi?,29,176.9,76.6,Austria,Caucasian,65,Right,Excellent,Good,Medium/Medium,ST,67.42,55.98,56.49,61.87,63.41,62.43,56.14,65.43,74.04,74.56,71.55,60.99,70.88,14,16,14,14,12,12,11
678,678,A. Koro Koné,29,178.3,74.3,Ivory Coast,Black,65,Right,Good,Average,Medium/Low,ST,63.79,71.1,54.54,61.47,70.52,57.44,52.77,55.9,75.5,76.21,79.43,70.03,75.07,13,9,11,13,10,13,10
679,679,M. Eisa,24,183.4,70.1,Sudan,Middle-eastern,65,Right,Good,Good,High/Medium,RS,68.14,57.56,51.35,47.89,65.19,55.62,59.78,63.0,78.47,75.36,68.24,56.87,59.54,12,13,15,13,11,11,12
680,680,N. Ishihara,34,173.5,62.3,Japan,Asian,65,Right,Good,Good,High/Low,LS,65.56,60.86,63.95,68.8,59.15,51.04,52.62,67.17,64.88,46.7,74.17,61.49,75.5,13,14,12,11,12,13,9
681,681,R. Taylor,24,183.5,80.0,Finland,Black,65,Right,Good,Good,Medium/Medium,RS,62.25,40.09,62.12,45.31,68.2,60.94,57.83,62.68,80.75,77.7,72.94,55.59,62.39,15,14,14,13,13,8,12
682,682,R. Ofosu,27,175.0,75.8,Germany,Caucasian,65,Right,Good,Good,Medium/Medium,ST,68.37,50.11,61.81,52.43,64.17,50.59,39.98,65.6,88.01,91.06,82.29,59.86,83.28,12,14,13,11,10,11,11
683,683,L. Varney,36,180.0,69.7,England,Black,65,Right,Good,Average,High/Medium,LS,63.4,72.01,54.56,54.12,60.49,53.46,41.66,62.49,66.44,61.58,76.2,65.78,72.24,13,18,10,14,12,12,13
684,684,D. Imbongo Boele,29,188.2,72.7,France,Caucasian,65,Right,Excellent,Good,High/Medium,RS,63.27,64.91,56.55,59.06,54.41,61.12,38.61,59.79,67.27,68.81,70.99,63.54,61.83,14,15,13,15,12,12,13
685,685,S. Skålevik,26,179.6,75.4,Norway,Caucasian,65,Right,Good,Average,High/Medium,RS,67.43,63.16,54.52,48.96,61.97,57.81,31.67,60.22,71.71,73.08,58.31,59.2,65.17,13,13,13,12,11,13,12
686,686,C. Morra,24,184.9,79.0,Italy,Caucasian,65,Right,Good,Good,High/High,RS,68.62,61.17,47.9,66.03,62.56,45.93,28.27,64.72,65.5,67.1,57.34,61.31,65.28,12,12,13,14,11,11,12
687,687,,22,180.9,80.7,Ivory Coast,Black,65,Right,Good,Average,Medium/Medium,LS,67.3,61.39,55.61,64.03,58.51,42.7,48.32,57.4,76.13,77.25,65.67,58.44,68.12,14,15,12,14,12,12,11
688,688,M. Kolar,24,185.0,76.6,Croatia,Caucasian,65,Right,Good,Average,High/Medium,ST,67.48,61.72,62.39,45.31,65.32,42.45,30.0,64.13,73.44,66.58,76.2,57.24,58.81,13,14,12,14,11,13,12
689,689,M. García,20,179.8,66.0,Colombia,Black,65,Right,Good,Good,Medium/Medium,ST,69.42,51.52,44.74,49.0,62.79,40.09,27.4,63.88,78.35,80.95,70.72,56.28,71.83,14,14,14,14,12,12,11
690,690,T. Thiele,27,187.9,83.6,Germany,Caucasian,65,Right,Good,Average,,ST,58.73,56.89,61.14,67.27,63.05,61.29,32.29,62.43,71.56,84.93,62.76,62.51,59.37,13,10,15,15,11,12,13
691,691,H. Al Hazaa,27,175.9,63.7,Saudi Arabia,Middle-eastern,65,Right,Good,Average,High/Low,ST,68.37,65.55,51.2,66.46,58.56,33.38,30.36,65.5,79.17,74.93,69.4,62.28,65.09,12,18,12,12,9,12,10
692,692,P. Bro?ek,36,179.6,79.1,Poland,Caucasian,65,Right,Excellent,Average,Medium/Low,ST,69.41,70.96,64.99,58.38,59.76,52.55,50.32,61.86,30.69,35.86,65.26,64.96,78.93,13,11,6,16,12,13,14
693,693,K. Jackson,25,181.0,73.1,England,Caucasian,65,Right,Good,Average,High/Medium,LS,68.37,65.16,51.21,53.63,63.03,34.89,39.12,59.58,89.9,91.25,72.71,61.52,50.71,12,11,12,11,11,12,11
694,694,S. Nurkovi?,27,186.8,79.6,Serbia,Caucasian,65,Right,Good,Good,Medium/Medium,ST,64.62,64.67,62.18,59.93,61.76,58.4,50.73,62.86,52.74,63.38,56.57,53.47,53.35,12,12,12,14,12,12,14
695,695,U. Bonnet,25,180.8,72.9,France,Caucasian,65,Right,Good,Good,High/High,LS,68.42,58.58,36.94,45.31,68.43,36.54,42.36,64.18,65.51,74.2,64.29,63.92,65.81,11,14,11,14,11,13,12
696,696,R. Nagai,28,179.8,73.1,Japan,Asian,65,Right,Excellent,Good,Medium/Medium,LF,64.26,61.3,56.59,67.33,62.63,63.87,61.64,61.44,82.49,82.11,72.41,58.83,69.48,11,14,14,13,10,13,10
