,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
6072,B. Eleke,23,-190,88.4,Nigeria,Black,69,Right,Good,Good,Medium/Medium,ST,47.48,71.33,70.44,51.69,65.77,59.43,53.06,35.39,48.72,71.25,63.28,67.89,63.21,58.55,74.63,13,15,14,16,13,14,8,14,11,14,14,38.29,42.17,39.84
6073,J. Marquis,27,184.7,79.9,England,Caucasian,69,Right,Good,Average,High/Medium,ST,31.91,68.48,72.56,-54.09,62.68,61.79,37.32,33.9,64.02,58.58,68.47,71.18,63.58,68.32,66.37,13,16,18,17,11,17,6,14,12,12,12,24.94,42.13,-37.6
6074,P. Hoban,27,179.8,-84.1,Republic of Ireland,Caucasian,69,Right,Good,Good,High/Low,,53.66,70.96,71.17,59.39,61.12,58.29,58.25,56.16,52.64,65.15,66.15,70.35,61.68,66.43,65.95,13,13,15,16,11,11,6,13,10,14,13,36.87,35.11,34.38
6075,W. Bruin,29,188.4,87.9,United States,Caucasian,69,Right,Good,Average,High/Medium,SUB,44.74,68.3,70.44,60.78,63.11,60.32,65.32,52.36,49.36,65.37,53.63,65.42,60.11,67.15,54.89,14,14,13,17,12,14,6,14,11,11,13,42.84,21.79,20.98
6076,G. Madine,28,191.2,74.8,,,69,Right,Good,Average,Medium/Medium,SUB,41.59,67.76,74.87,59.25,66.52,59.16,42.1,34.69,38.63,66.15,48.15,53.41,54.19,69.16,50.87,14,16,13,16,12,15,6,14,12,13,13,30.5,23.36,18.64
6077,R. Maniero,31,183.5,74.8,Italy,Caucasian,69,Right,Good,Average,High/Low,ST,39.86,71.64,72.53,61.98,61.75,59.43,62.48,44.9,52.09,68.75,54.48,50.52,72.83,59.73,55.91,14,16,12,16,13,10,4,14,11,14,13,44.61,17.74,13.29
6078,Fernando Karanga,28,189.2,72.5,Brazil,Caucasian,69,Right,Good,Good,High/Low,LS,29.04,72.98,-77.24,65.63,62.34,63.64,59.94,31.57,53.57,64.9,67.54,59.1,60.16,63.59,35.16,13,13,14,15,10,14,3,13,10,13,12,-32.87,15.56,20.72
6079,K. Przyby?ko,26,192.2,86.2,Poland,Caucasian,69,,Good,Average,Medium/Medium,RS,-42.89,70.76,69.62,57.16,67.24,63.18,54.15,47.7,50.23,-65.3,60.68,66.75,63.41,63.69,-52.16,14,13,15,16,13,11,4,13,10,11,10,24.24,23.26,19.73
6080,G. Monachello,25,183.9,79.3,Italy,Caucasian,69,Left,Good,Good,High/Low,SUB,42.63,70.12,71.76,54.57,61.64,-67.3,47,40.41,42.86,68.59,49.27,55.94,64.48,67.88,54.19,14,14,14,14,12,8,4,14,10,13,12,19.08,22.52,20.8
6081,M. Montini,27,179.1,75.4,Italy,Caucasian,69,Right,Good,Average,High/Medium,ST,43.41,71.7,71.87,60.77,62.11,60.58,62.65,40.7,56.86,61.86,64.23,62.42,68.86,-68.17,81.29,12,18,13,15,11,7,6,15,11,11,13,16.55,13,13.63
6082,U. Nayir,26,190.6,75.3,Turkey,Middle-eastern,69,Right,Average,Average,High/Low,RES,47.47,-70.87,73.81,44.73,57.67,64.29,-31.98,44.7,33.08,70,67.83,65.61,63.77,65.64,41.94,12,13,12,16,11,8,3,13,11,13,10,17.73,12.88,18.67
6083,Renato Neto,27,185.4,84,Brazil,Caucasian,69,Right,Good,Good,High/High,SUB,68.32,52.96,73.85,74.07,59.92,67.43,62.66,65.52,74.81,72.32,-38.47,35.41,50.26,62.96,50.38,15,7,6,17,14,14,14,14,14,14,14,73.35,71.34,65.12
6084,K. Hyland,30,183.2,79.5,Trinidad & Tobago,Black,69,Right,Good,Good,Medium/Medium,RDM,56.99,48.53,66.67,67.13,57.12,68.42,49.45,64.34,65.48,68.76,58.26,50.94,56.23,65.55,63.74,16,15,14,17,14,14,13,12,12,11,14,59.83,68.7,65.8
6085,,25,186.4,80.8,Romania,Middle-eastern,69,Right,Good,Average,Medium/High,CDM,60.66,56.15,59.21,74.66,51.08,63.17,42.02,40.58,68.26,71.98,63.53,80.43,63.07,70.37,70.68,14,11,16,15,13,9,13,9,11,9,12,55.82,68.53,60.98
6086,Quini,29,177.8,73.9,Spain,Caucasian,69,Right,Excellent,Good,High/Medium,SUB,71.24,61.89,62.29,68.72,-50.75,68.73,69.87,51.56,55.79,70.78,70.75,75,-72.24,66.26,75.81,11,11,13,12,11,11,13,12,8,11,12,60.33,-67,68.73
6087,Àngel Rangel,36,178.1,82.5,Spain,Black,69,Right,Good,Good,Medium/High,RB,74.32,56.16,70.74,67.55,43.37,68.04,62.34,57.25,67.21,71.06,51,46.86,68.44,70.99,54.69,13,15,10,14,11,13,15,13,14,11,14,69.04,74.43,73.75
6088,Ewerton,26,179.2,68.6,Brazil,Caucasian,69,Right,Good,Good,,RCM,58.71,53.11,58.06,71.03,55.71,69.4,65.62,56.05,64.42,69.9,58.31,55.95,64.02,69.83,68.55,14,16,14,13,13,14,14,12,13,11,14,71.57,72.19,65.39
6089,F. Ulvestad,27,183.3,83.6,Norway,Caucasian,69,Right,Good,Good,Medium/Medium,RCM,56.33,54.2,64.68,67.64,59.79,67.85,60.29,52.16,-67.15,68,65.97,63.26,68.92,72.44,65.23,12,13,16,16,11,13,12,12,13,13,13,72.95,68.56,64.58
6090,C. Connolly,21,183,69.9,England,Caucasian,69,Right,Good,Good,High/High,RES,64.67,60.35,70.27,69.22,32,65.67,59.15,-48.69,67.88,68.58,60.99,59.61,68.35,62.63,71.73,13,13,13,11,12,15,13,12,12,10,13,68.57,69.48,68.24
6091,Charles,34,174.6,70.7,Brazil,Caucasian,69,Right,Good,Good,Medium/Medium,RDM,57.76,57.04,56.58,64.89,51.26,64.03,20.52,63.06,65.41,66.57,68.82,-67.27,75.25,72.04,69.04,15,13,12,12,14,15,14,11,11,13,13,68.92,71.18,67.88
6092,V. Basha,28,-173.8,70.8,Albania,,69,Right,Good,Good,Medium/Medium,SUB,56.54,53.3,55.24,74.04,56.46,63.99,49.44,55.38,70.59,65.65,65.05,61.78,62.39,60.93,77.1,15,15,14,14,13,14,13,13,13,10,12,56.77,70.22,58.42
6093,I. Cofie,27,183.6,74.8,Ghana,Black,69,Right,Good,Good,Medium/Medium,SUB,62.46,47.45,59.23,-67.69,57.63,65.41,63.65,64.82,66.22,68.11,68.4,66.07,69.49,71.05,65.11,13,15,15,14,14,15,14,12,13,12,14,69.65,72.27,-70.25
6094,A. Rinomhota,22,179.2,-69.9,England,Black,69,Right,Good,Good,Medium/Medium,,56.9,51.01,65.3,70.21,48.29,72.72,56.89,35.39,59.5,71.18,79.01,80.24,77.8,69.39,73.24,10,13,16,14,10,13,13,10,11,9,13,68.97,71.05,67.97
6095,K. Smith,28,175.2,70.5,England,Caucasian,69,Right,Good,Good,Medium/High,SUB,60.45,52.93,59.91,72.48,43.71,66.56,59.86,54.72,65.9,70.84,67.53,69.6,70.3,72.48,77.74,11,11,16,14,11,14,14,11,13,11,14,66.85,71.6,66.05
6096,I. Obradovi?,30,181.4,80.2,,,69,Left,Average,Good,High/Medium,RES,73.43,50.42,57.35,66.29,57.79,65.63,69.45,63.1,66.69,67.68,67.32,66.94,68.78,70.11,63.99,14,14,12,14,13,14,14,12,13,10,14,70.76,69.01,69.46
6097,Luís Martins,27,175,68,Portugal,Caucasian,69,Left,Average,Good,High/Medium,SUB,73.04,51.41,49.46,71.09,58.89,65.78,71.58,72.63,70.36,70.11,70.39,69.61,71.26,64.69,73.52,16,12,12,11,13,13,14,11,10,9,12,63.43,71.61,71.44
6098,F. Klein,32,181.6,72.1,Austria,Caucasian,69,Right,Good,Good,High/High,RB,70.16,52.52,-57.82,68.38,53.77,69.21,69.96,65.95,63.51,66.54,72.13,71.36,72.13,61.23,73.44,13,13,17,13,12,14,12,12,12,13,13,-69.51,68.48,62.51
6099,Varela,24,173.6,67.7,Spain,Caucasian,69,,Good,Good,High/Medium,LB,-68.78,52.96,59.94,66.62,30.08,67.77,69.38,70.87,59.26,-68.85,74.17,77.27,83.9,68.44,-76.59,11,16,14,10,10,13,13,13,11,11,11,64.21,63.19,66.45
6100,F. Schultz,27,172.3,71.9,Chile,Caucasian,69,Right,Good,Good,High/Medium,SUB,69.35,58.13,54.84,69,39.79,-65.09,65.6,55.5,66.54,65.64,71.82,79.1,81.03,64.53,74.12,9,12,18,13,11,9,13,14,11,6,13,57.73,58.9,64.31
6101,J. Hromada,23,180,75.5,Slovakia,Caucasian,69,Right,Good,Good,Medium/High,SUB,61.27,57.75,54.98,67.23,43.57,68.06,50.92,42.79,63.01,68.18,76.02,74.2,74.03,-65.84,71.49,9,13,13,13,10,14,13,12,14,9,12,64.56,69.67,69.81
6102,Cris Salvador,24,183.5,80.1,Spain,Caucasian,69,Right,Good,Good,Medium/Medium,SUB,49.04,-45.01,58.05,67.92,38.81,69.09,-49.48,45.26,67.11,69.81,63.92,63.49,66.61,67.87,67.2,13,14,15,15,11,14,14,12,14,7,12,63.39,63.22,60.17
6103,C. Çavlan,27,174.1,67.9,Netherlands,Caucasian,69,Left,Excellent,Good,High/Medium,LB,76.69,50.55,41.65,66.48,51.53,70.02,75.03,64.07,70.77,65.33,-77.66,76.73,76.38,63.51,81.37,14,9,14,11,11,14,13,12,12,14,11,61.53,65.14,68.23
6104,D. Popovi?,29,187.1,79.4,Slovenia,Caucasian,69,Right,Excellent,Good,Medium/Medium,LDM,54.72,51.76,45.8,73.55,57.06,65.01,53.29,70.25,65.96,71.37,69.93,69.33,69.75,60.53,66.17,12,12,16,13,12,11,14,13,12,14,11,58.79,55.52,57.75
6105,,25,174.7,73.3,Tunisia,Black,69,Right,Good,Good,Medium/Medium,SUB,71.51,44.68,53.06,70.06,32.17,71.25,50.44,50.13,65.01,67.96,73.51,69.79,74.32,63.04,70.89,14,12,16,13,13,14,13,11,13,11,13,57.6,70.09,68.2
6106,U. Çiftçi,27,180,73,Turkey,Middle-eastern,69,Left,Good,Good,High/Medium,SUB,72.69,33.62,54.73,72.01,-33.94,70.63,49.57,37.43,69.62,69.46,78.31,72.31,-65.43,68.83,67.18,12,12,14,13,12,14,12,13,12,9,11,65.85,-68.21,64.08
6107,K. Çörekçi,27,172.8,74.3,Turkey,Middle-eastern,69,Right,Excellent,Good,Medium/Medium,SUB,69.19,40.27,52.02,65.53,38.42,70.58,66.6,42.29,65.48,70.29,78.91,82.76,79.06,66.4,83.23,12,11,15,12,10,13,12,12,12,14,12,65.2,66.91,65.02
6108,A. Almendra,19,181.8,75.6,Argentina,Caucasian,69,Right,Average,Good,,SUB,46.72,58.24,45.45,75.34,50.32,66.8,66.48,58.21,72.57,73.38,64.29,65.78,70.09,62.33,67.56,11,9,13,12,11,9,11,11,13,10,12,56.06,67.88,63.77
6109,A. Gholizadeh,23,176.1,68.7,Iran,Middle-eastern,69,Left,Good,Good,Medium/Medium,SUB,70.84,60.2,34.2,69.04,36.78,69.33,48.84,35.98,-67.14,71.34,76.34,75.81,75.17,62.4,71.11,12,15,14,12,10,14,4,11,11,11,13,49.14,45.08,47.27
6110,D. Bradari?,19,178,69.2,Croatia,Caucasian,69,Left,Good,Good,High/Medium,LB,72,43.82,56.04,65.73,38.82,70.69,59.59,-37.83,57.58,72.27,78.14,76.53,69.32,67.46,69.78,10,11,13,11,9,13,12,12,12,8,13,61.61,66.39,65.7
6111,Auro,23,167.5,61,Brazil,Caucasian,69,Right,Good,Excellent,High/Medium,RB,66.25,34.72,48.94,67.85,35.58,72.1,67.23,40.96,60.97,68.39,73.6,-74.07,84.85,65.79,89.19,14,15,15,10,13,12,12,12,13,8,13,62.55,68.3,68.01
6112,M. Caqueret,19,-173.7,63.5,France,Caucasian,69,Right,Excellent,Good,High/High,SUB,52.27,51.87,41.76,74.46,48.5,66.48,61.99,51.62,74.49,69.31,73.05,73.92,83.83,64.26,85.24,12,10,13,11,11,15,12,11,14,10,13,64.49,59.19,56.45
6113,Ander Guevara,21,180.2,72.6,Spain,Caucasian,69,Right,Good,Good,Medium/Medium,RES,60.2,68.11,45.84,-72.94,36.86,68.61,60.83,59.02,70.57,71.63,56.9,45.89,66.54,59.95,65.81,9,12,11,10,13,10,10,12,14,10,13,53.53,69.55,-51.99
6114,C. Leitgeb,34,172.1,-68.7,Austria,Caucasian,69,Right,Excellent,Good,Medium/Medium,,61.6,46.88,39.08,71.07,59.64,74.02,72.11,67.35,69.89,74.47,66.73,53.76,72.08,59.86,82.74,13,14,11,9,11,11,13,11,14,12,14,64.99,60.32,54.71
6115,F. Muslija,20,172,64.7,Germany,Caucasian,69,Right,Good,Excellent,High/High,LM,62.95,54.41,37.56,64.16,54.17,77.39,69.55,70.65,57.3,73.38,80.16,75.55,90.15,62.73,91.53,11,13,16,7,11,7,6,10,12,8,11,27.1,28.23,33.38
6116,N. Hauptmann,23,175.8,62.6,,,69,Left,Excellent,Good,Medium/Medium,RES,61.57,48.5,33,73.04,47.43,71.54,69.14,53.23,64.35,72.14,75.58,67.19,88.84,62.89,85.17,11,14,12,7,11,11,8,11,13,8,11,64.54,49.18,44.03
6117,C. Valenzuela,27,163.3,59.8,Chile,Caucasian,69,Right,Excellent,Good,Medium/Medium,CAM,65.55,56.74,32.97,75.07,36.48,68.6,64.16,65.15,70.5,68.08,75.06,63.53,85.99,58.74,88.02,10,6,9,6,10,4,2,12,14,12,11,21.3,28.37,22.53
6118,T. Necid,29,191.4,84.2,Czech Republic,Caucasian,69,Right,Good,Good,Medium/Medium,ST,44.73,74.85,-80.95,55.64,67.28,55.9,55.96,60.47,47.74,64.98,53.63,46.57,50.49,67.08,43.91,14,6,12,16,11,14,5,14,11,15,13,-29.97,31.99,27.69
6119,L. Benegas,30,179.6,77.7,Argentina,Caucasian,69,,Excellent,Average,High/High,LW,-43.06,71.03,68.67,55.72,69.6,57.96,45.1,39.88,44.04,-62.65,71.35,77.02,62.98,63.92,-57.04,15,14,16,16,13,11,7,13,9,13,11,35.97,21.16,18.17
6120,C. Burke,27,191.3,82,Jamaica,Black,69,Right,Good,Average,Medium/Medium,SUB,22.09,70.88,70.37,55.49,61.87,-64.38,47.53,40.88,29.36,65.65,76.6,74.7,49.65,61.99,54.6,13,15,11,16,11,13,2,13,7,13,12,23.16,20.28,17.95
6121,Y. Meité,23,183.5,81.6,Ivory Coast,Black,69,Left,Good,Average,High/Low,RM,60.96,66.93,68.8,56.43,56.55,65.8,51.48,49.35,43.28,57.24,70.14,77.98,57.48,-65.29,59.51,15,15,12,16,11,10,7,13,10,12,12,29.91,36.1,36.04
6122,K. Kawamata,29,183.6,76,Japan,Asian,69,Left,Good,Good,Medium/Medium,SUB,32.21,-73.52,75.98,62.33,63.88,68.58,-35.07,32.23,45.12,68.08,54.93,56.71,66.11,49.28,51.94,13,15,14,16,12,13,4,14,9,12,12,29.31,32.03,36.26
6123,M. Kramer,30,195.4,79.9,Netherlands,Caucasian,69,Right,Good,Average,Low/Low,SUB,47.94,72.96,78.72,65.08,61.21,52.05,43.89,32.2,56.52,63.72,-60.66,49.41,55.48,65.79,42.49,13,12,9,15,10,7,5,15,11,12,13,29.69,32.27,33.97
6124,L. Veldwijk,27,195.8,94.9,South Africa,Black,69,Right,Excellent,Average,Medium/Low,RS,39.71,68.28,76.69,62.63,62.33,63.31,44.04,32.97,34.59,62.29,47.95,62.36,49.29,62.22,31.9,15,14,11,18,12,10,3,13,11,14,14,37.71,20.51,21.51
6125,,27,190.5,89.7,Argentina,Caucasian,69,Right,Average,Good,Medium/Low,ST,41.69,76.18,75.2,61.69,58.28,66.14,41.93,33.98,31.5,68.25,29.55,32.79,30.88,67.61,29.38,14,6,13,18,12,11,4,14,10,14,12,26.55,27.48,27.3
6126,S. Ganvoula,23,191.2,84.7,Congo,Black,69,Right,Excellent,Average,High/Medium,ST,36.13,70.2,73.44,63.1,-59.97,55.61,50.93,30.82,23.25,57.78,68.15,71.46,-57.56,60.73,53.43,15,13,12,17,12,13,4,13,11,12,12,23.36,-20.97,18
6127,H. Al Ghaddioui,28,189.7,92.3,Morocco,Black,69,Right,Good,Average,Medium/Medium,LS,42.04,71.55,69.6,59.91,65.12,60.66,50.83,31.93,41.35,65.94,52.25,56.43,54.87,63.11,49.78,14,10,12,17,12,11,4,14,10,13,11,31.87,21.89,16.15
6128,Jael,30,186.5,84.2,Brazil,Caucasian,69,Right,Good,Good,,SUB,56.39,66.07,75.85,67.78,61.1,62.86,42.54,56.99,50.92,63.69,62.3,68.75,63.55,63.54,33.1,12,13,13,18,12,11,2,14,8,13,12,15.78,25.53,10.69
6129,J. Cornejo,28,176.8,77.6,Chile,Caucasian,69,Left,Average,Good,Medium/Medium,LB,64.56,53.58,70.2,64.91,47.28,67.16,72.29,72.46,-63.08,63.95,72.78,77.88,73.8,66.11,52.54,14,14,14,14,11,10,13,12,11,6,12,63.83,69.25,67.3
6130,S. Pocognoli,31,182.3,81.2,Belgium,Caucasian,69,Left,Good,Good,High/Medium,RES,73.74,49.84,62,65.9,55.71,64.73,71.55,-68.3,64.29,65.85,67.97,67.73,66.94,64.5,69.65,14,14,14,14,12,17,13,13,11,11,14,71.46,69.04,68.45
6131,J. Vanlerberghe,23,190.4,82.8,Belgium,Black,69,Right,Good,Good,Medium/Medium,SUB,62.4,52.22,65.42,69.99,56.9,63.55,60.94,67.04,66.56,69.04,62.64,-70.57,60.32,63.71,60.12,15,13,14,15,12,13,13,10,13,10,14,68.4,68.04,67.66
6132,M. Kieftenbeld,29,-178.6,78.1,Netherlands,Black,69,Right,Good,Good,Medium/High,SUB,62.97,57.64,59.02,66.19,73.52,64.72,57.12,62.03,64.19,64.84,65.62,65.91,68.33,63.97,71.74,16,16,16,14,14,16,13,10,11,11,13,67.09,72.25,69.76
6133,W. Johnson,32,177.7,72.2,Canada,Caucasian,69,Right,Excellent,Good,Medium/Medium,LCM,56.48,59.16,59.75,-71.9,71.97,63.59,70.36,68.68,69.22,63.6,62.15,52.16,62.59,63.06,69.62,15,12,15,14,13,15,12,12,12,14,12,63.56,69.31,-68.21
6134,Eguaras,27,181.3,-77.4,Spain,Caucasian,69,Right,Good,Good,Medium/Medium,,64.76,52.47,58.72,71.59,58.57,61.98,69.94,57.86,70.92,64.71,61.85,58.47,61.28,62.01,66.4,12,16,15,15,12,13,13,13,15,11,13,68.32,68.53,67.06
6135,J. Hunt,28,174.7,71.4,England,Caucasian,69,Right,Average,Good,High/Medium,RB,67.08,47.4,58.54,61.66,31.86,67.57,60.98,29.07,59.01,64.65,82.86,79.05,72.42,66.26,68.03,14,16,14,12,10,12,13,13,10,9,13,66.12,68.67,66.94
6136,Sílvio,31,176.4,65.6,,,69,Right,Excellent,Good,Medium/Medium,LB,73.26,48.76,65.07,67.63,50.86,65.93,68.56,43.53,61.05,69.46,68.49,66.15,67.87,65.22,72.89,13,14,12,12,12,14,13,11,12,10,12,69.25,69.72,70.55
6137,F. Balmont,39,168.2,71.6,France,Caucasian,69,Right,Good,Good,Medium/Medium,SUB,68.87,60.8,48.58,74.15,57.51,64.42,64.14,69.79,70.92,71.42,33.23,33.06,46.45,73.34,77.59,14,6,6,11,13,16,15,12,14,12,14,71.64,73.6,70.02
6138,L. Licht,38,173.6,71.6,Argentina,Caucasian,69,Left,Excellent,Good,Medium/Medium,SUB,79.8,52.38,-53.06,51.97,48.23,76.47,72.76,67.83,71.09,69.34,59.21,68.19,69.26,65.95,72.58,14,13,13,13,13,13,14,11,12,16,14,-71.04,73.34,70.83
6139,D. Furman,26,180.7,71.1,Poland,Caucasian,69,,Excellent,Average,High/Medium,LDM,-67.94,52.09,59.69,70.6,46.32,60.33,65.53,70.28,69.75,-65.89,67.26,67.06,66.57,61.68,-70.55,13,13,14,13,12,15,14,12,14,12,12,67.66,63.82,63.35
6140,B. Saller,26,177.6,69.8,Germany,Caucasian,69,Right,Good,Good,High/Medium,RAM,71.71,46.97,62.69,71.58,48.11,-63.23,52.13,39.95,66.37,68.81,74.3,70.86,72.62,68.36,73.3,13,14,14,12,11,12,13,11,13,9,12,62.52,66.16,61.42
6141,D. Pérez,30,169.6,67,Argentina,Caucasian,69,Left,Good,Good,Medium/Medium,LB,59.77,44.81,60.1,64.62,43.51,67.83,55.41,47.5,58.91,66.35,78.52,79.21,81.22,-63.52,87,13,17,16,9,13,15,13,13,8,11,10,65.61,69.09,68.22
6142,L. Evans,24,185.7,88.2,Wales,Caucasian,69,Right,Excellent,Average,Medium/Medium,RDM,70.35,-54.15,46.83,72.08,67.51,64.44,-47.56,66.06,76.06,68.58,53.76,51.58,60.53,66.72,63.92,14,11,15,14,14,13,12,11,14,10,13,62.61,65.61,60.49
6143,D. Odoi,31,179.3,72,Belgium,Caucasian,69,Right,Good,Good,High/Medium,SUB,63.62,38.73,61.22,71.08,48.8,70.73,59.08,59.01,63.99,67.5,-76.18,77.23,83.74,67.87,73.22,12,17,13,12,10,14,13,12,11,9,15,65.11,70.05,65.78
6144,M. Lowe,22,174.5,74.1,England,Middle-eastern,69,Left,Average,Good,Medium/Medium,SUB,58.58,41.23,65.53,66.85,40.58,67.77,38.27,38.44,64.44,72.97,77.34,80.85,66.74,67.59,68.43,12,14,13,13,7,12,13,11,12,10,12,63.85,67.33,69.48
6145,,32,178.2,70.6,Iran,Middle-eastern,69,Right,Good,Good,High/High,RB,66.34,44.92,53.01,68.28,59.31,68.09,71.53,58.85,59.82,66.59,69.45,71.62,69.61,69.49,66.92,12,12,15,14,10,14,14,12,13,7,13,63.75,67.87,67.45
6146,M. Benítez,28,178.5,81.2,Argentina,Caucasian,69,Left,Good,Average,Medium/Medium,RES,80.2,43.25,53.09,71.35,-41.46,62.48,72.73,59.48,70.46,67.02,71.74,70.39,-74.11,71.49,66.92,14,16,16,16,12,15,13,11,14,9,11,56.52,-66.06,69.1
6147,Y. Eteki,21,182.3,75.6,Cameroon,Black,69,Right,Good,Average,Medium/High,RDM,50.77,49.54,44.29,74.15,37.25,63.19,48.45,42.47,69.6,69.76,65.07,70.12,73.63,64.17,77.06,14,16,14,15,12,12,13,10,13,10,14,63.02,67.72,60.15
6148,N. Linares,23,175,71.5,Argentina,Caucasian,69,Right,Good,Good,,RES,56.23,54.39,54.28,70.83,53.62,66.89,52.85,55.91,65.09,68,67.79,64.12,61.85,65.82,75.16,13,12,14,13,10,12,13,10,13,11,12,70.61,67.72,66.14
6149,R. de la Fuente,28,175.4,74.8,Chile,Caucasian,69,Left,Average,Good,High/High,SUB,67.87,41.69,45.2,67.88,37.69,68.63,66.69,37.96,-65.99,66.99,73.99,75.09,71.47,63.21,80.32,13,13,14,14,12,13,13,13,10,8,13,65.27,70.07,70.79
6150,J. Justin,21,183.1,71.2,England,Black,69,Right,Excellent,Good,High/Medium,SUB,69.9,49.66,63.4,68.37,35.92,68.61,60.37,-59.72,62.45,68.25,74.4,77.41,71.5,61.52,69.96,9,11,15,13,8,10,13,12,12,8,12,64.74,67.61,64.85
6151,S. Martínez,25,174.9,67.8,Chile,Caucasian,69,Right,Good,Good,Medium/High,LDM,54.93,54.18,44.49,70.14,60.17,64.55,50.78,51.89,69.2,69.78,69.47,-65.89,62.75,66.83,58.94,10,16,16,11,10,13,13,12,11,8,12,65.95,67.25,69.48
6152,Juan Dominguez,29,-181.1,70.8,Spain,Caucasian,69,Right,Good,Good,Medium/Medium,LDM,58.42,57.44,51.48,67.42,48.83,66.94,65.97,58.62,67.63,70.33,59.03,49.51,72.26,72.72,72.19,11,17,16,14,12,11,14,10,14,14,12,60.24,60.31,58.55
6153,N. Byrne,27,171.7,69.8,England,Caucasian,69,Right,Good,Good,High/Medium,RB,68.75,50.61,53.54,-67.24,45.41,68.41,48.64,33.07,63.15,67.98,89.67,84.19,74.83,63.19,79,11,13,15,12,11,12,11,11,10,8,11,65.68,64.77,-63.09
6154,F. Zampano,25,177.5,-74,Italy,Caucasian,69,Right,Good,Good,Medium/Medium,,76.23,40.3,55.61,70.55,35.69,71.14,61.47,26.24,64.55,70.17,78.05,76.27,77.22,65.69,78.21,11,14,15,13,9,13,13,12,10,6,13,62.83,69.52,68.24
6155,C. Michelin,22,179,70.4,France,Caucasian,69,Right,Good,Good,Medium/Medium,RB,72.8,44.65,55.59,73.89,43.35,68.39,74.97,41.8,71.39,70.95,63.63,67.02,63.23,65.42,69.92,11,12,14,11,10,13,12,13,12,9,12,65.75,69.52,70.8
6156,R. Kouamé,22,177,68.3,,,69,Left,Average,Good,Medium/High,RCM,64.06,46.39,56.92,72.28,37.3,66.44,54.07,39.85,71.81,67.39,68.4,73.01,70.92,63.57,72.63,11,13,14,13,10,14,14,12,13,10,12,62.69,64.03,60.93
6157,Pêpê,22,182.7,69.3,Portugal,Black,69,Right,Good,Good,Medium/Medium,LCM,57.51,38.06,60.39,71.48,36.74,67.8,48.13,49.57,73.26,71.01,63.52,58.64,61.81,71.28,60.55,12,13,14,13,12,13,12,11,13,10,15,62.02,62.47,60.17
6158,J. Bogle,18,177.9,69.4,England,Caucasian,69,Right,Good,Good,High/Medium,RB,69.44,41.01,-50.4,66.92,31.13,72.51,51.25,35.43,54.73,69.71,82.87,77.22,73.82,62.64,71.84,9,12,13,11,8,13,13,14,12,6,13,-65,72.36,64.62
6159,E. Akichi,29,177.9,74.8,Ivory Coast,Black,69,,Good,Good,High/Medium,RCM,-56.43,45.89,49.28,69.96,41.58,70.35,52.55,52.01,67.5,-68.25,74.8,69.22,70.56,65.26,-68.23,11,14,16,11,11,13,13,11,12,9,12,66.59,63.98,62.75
6160,E. Papa,37,169.3,66.8,Argentina,Caucasian,69,Left,Average,Good,Medium/Medium,LB,70.87,37.37,56.52,71.51,42.76,-67.41,82,58.95,65.39,72.68,70.06,69.64,76.62,72.08,79.78,11,14,16,10,10,13,13,11,13,11,11,64.58,61.82,62.97
6161,Pedro Pereira,21,185.5,72,Portugal,Caucasian,69,Right,Average,Good,Medium/Medium,SUB,72,35.45,57.94,70.16,37.11,71.9,49.64,35.37,64.2,71.66,73.97,70.51,76.41,-70.04,74.07,8,14,13,11,6,12,13,13,12,9,14,68.86,71.73,69.08
6162,T. Pochettino,23,178,71.2,Argentina,Caucasian,69,Right,Good,Good,Medium/Medium,LCM,73.64,-43.44,48.69,70.69,44.72,75.18,-71.56,73.3,64.6,69.68,58.98,57.9,63.46,61.35,64.72,10,13,15,13,11,10,10,12,15,10,12,58.08,63.83,60.43
6163,N. Eliasson,23,178,72.4,Sweden,Caucasian,69,Left,Good,Good,Medium/Medium,SUB,76.62,56.29,29.72,62.7,56.53,71.24,70.41,59.55,51.17,68.17,-90.2,81.75,84.68,62.51,73.68,11,11,13,9,11,5,5,9,14,9,11,40.13,36.88,25.27
6164,F. Cassata,21,182.5,75.6,Italy,Caucasian,69,Right,Good,Good,Medium/Medium,RES,62.39,36.05,29.39,74.2,37.51,70.24,52.23,57.71,69.95,74.83,67.07,63.44,66.43,71.59,58.76,11,7,13,9,14,15,9,11,13,8,11,62.19,59.39,50.06
6165,,31,195,87.7,Germany,Caucasian,69,Left,Excellent,Average,High/Medium,ST,30.72,73.19,75.97,59.5,66.15,46.69,54.18,39.18,32.54,69.12,49.73,51.63,46.41,68.71,52.79,14,12,14,15,13,15,3,15,9,12,14,29.99,32.79,15.97
